SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3881.0,4909.0,6382.0,7089.0,7715.0,7743.0,8568.0,7412.0,7669.0,6085.0
Bin Replacement,163.0,213.0,224.0,207.0,183.0,192.0,146.0,78.0,61.0,39.0
Bridge/Culvert Defects,416.0,562.0,356.0,293.0,208.0,211.0,251.0,201.0,229.0,188.0
Bus Stops Damage,454.0,519.0,530.0,614.0,577.0,653.0,602.0,595.0,540.0,421.0
Dangerous Building/Structure,36.0,52.0,91.0,126.0,109.0,105.0,91.0,63.0,46.0,4.0
Dog Fouling,2878.0,2849.0,2745.0,2849.0,2424.0,2397.0,2650.0,2096.0,2374.0,2322.0
Drainage,7947.0,9824.0,8476.0,6458.0,6321.0,6482.0,7151.0,6668.0,5514.0,4094.0
Environmental Health,411.0,365.0,568.0,743.0,1005.0,972.0,1097.0,839.0,911.0,340.0
Fences,43.0,54.0,46.0,44.0,37.0,57.0,30.0,52.0,54.0,42.0
Floral Displays,,12.0,7.0,22.0,24.0,22.0,27.0,26.0,22.0,7.0
Gritting,164.0,184.0,167.0,122.0,152.0,141.0,178.0,172.0,141.0,107.0
Grounds Maintenance,630.0,630.0,623.0,572.0,488.0,410.0,359.0,444.0,231.0,300.0
Highways Enquiries,16774.0,18001.0,16315.0,13610.0,13091.0,13682.0,13742.0,12758.0,10695.0,9841.0
Incivilities,4962.0,6017.0,7384.0,7452.0,6373.0,5256.0,6130.0,3917.0,3872.0,2837.0
Open Spaces/Parks,1608.0,2359.0,2639.0,3350.0,3373.0,3220.0,3856.0,3343.0,3074.0,3072.0
Other,12772.0,13974.0,13799.0,11854.0,12164.0,11801.0,12557.0,11018.0,10304.0,10288.0
Overgrown/Fallen Veg/Trees,6790.0,8213.0,8550.0,8206.0,9922.0,10373.0,12629.0,12124.0,13104.0,10338.0
Parking,4664.0,5723.0,5690.0,5737.0,5301.0,4853.0,4989.0,4866.0,4604.0,4176.0
Pavement /Footway Defects,10180.0,11731.0,11804.0,11491.0,11279.0,12332.0,13126.0,12533.0,11351.0,10403.0
Property Damage,38.0,39.0,28.0,14.0,35.0,35.0,36.0,44.0,39.0,16.0
Public Toilets,125.0,143.0,127.0,119.0,99.0,104.0,75.0,61.0,71.0,52.0
Retaining Wall,10.0,63.0,48.0,58.0,13.0,35.0,20.0,22.0,8.0,
Right of Way,4766.0,5828.0,5275.0,5231.0,5212.0,5069.0,4498.0,4528.0,3351.0,2607.0
Road Safety,10244.0,10643.0,10960.0,9241.0,8266.0,8273.0,8951.0,8753.0,7671.0,6684.0
Road Surface Defects,64767.0,60158.0,50518.0,43641.0,43060.0,44688.0,49836.0,50322.0,45630.0,36922.0
Rubbish,44485.0,55237.0,65372.0,60777.0,61037.0,49214.0,49570.0,37332.0,33721.0,24650.0
Street Furniture,1360.0,2430.0,3054.0,6431.0,5593.0,5006.0,6711.0,5501.0,6348.0,3663.0
Street Lights,12096.0,15106.0,15399.0,15847.0,16650.0,18092.0,20557.0,22180.0,24077.0,24495.0
Utility Works,256.0,450.0,336.0,386.0,261.0,241.0,220.0,181.0,109.0,46.0
