SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,142.0,125.0,76.0,93.0,114.0,111.0,62.0,85.0,51.0,47.0
Bus Stops Damage,47.0,26.0,32.0,28.0,28.0,49.0,20.0,18.0,18.0,14.0
Dog Fouling,134.0,326.0,169.0,208.0,155.0,205.0,166.0,100.0,134.0,62.0
Fallen/Dangerous Trees,96.0,106.0,95.0,135.0,134.0,179.0,143.0,152.0,177.0,165.0
Fly-tipping,1681.0,1255.0,858.0,817.0,645.0,681.0,595.0,345.0,267.0,217.0
Flyposting,44.0,40.0,20.0,39.0,27.0,32.0,15.0,14.0,7.0,15.0
Graffiti,105.0,121.0,53.0,92.0,77.0,78.0,59.0,33.0,56.0,34.0
Highway Condition,515.0,496.0,377.0,436.0,534.0,693.0,651.0,597.0,701.0,646.0
Open Spaces/Parks,162.0,161.0,97.0,131.0,93.0,132.0,107.0,107.0,102.0,64.0
Other,558.0,512.0,317.0,419.0,422.0,408.0,337.0,311.0,320.0,306.0
Parking,390.0,285.0,208.0,314.0,222.0,303.0,231.0,172.0,145.0,115.0
Pavement /Footway Defects,477.0,440.0,275.0,365.0,440.0,519.0,409.0,368.0,375.0,375.0
Potholes,784.0,932.0,736.0,855.0,1067.0,1200.0,1126.0,1184.0,1265.0,1358.0
Public Toilets,4.0,3.0,4.0,3.0,6.0,6.0,5.0,5.0,11.0,2.0
Rubbish,607.0,440.0,601.0,394.0,337.0,247.0,236.0,136.0,126.0,119.0
Street Cleaning,343.0,309.0,180.0,251.0,179.0,201.0,158.0,102.0,103.0,89.0
Street Lights,541.0,685.0,444.0,577.0,724.0,756.0,612.0,562.0,485.0,767.0
Street Name Plates,18.0,21.0,20.0,27.0,35.0,37.0,39.0,22.0,25.0,20.0
Street Signs,121.0,94.0,51.0,98.0,102.0,117.0,98.0,77.0,98.0,115.0
Traffic Lights,85.0,90.0,43.0,37.0,50.0,66.0,48.0,29.0,44.0,18.0
