SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,13997.0,13506.0,11806.0,7558.0,5028.0,4001.0,3470.0,3379.0,2927.0,1781.0
Bridge/Culvert Defects,120.0,141.0,125.0,150.0,253.0,355.0,371.0,418.0,670.0,312.0
Bus Stops Damage,869.0,833.0,675.0,608.0,478.0,485.0,483.0,376.0,390.0,308.0
Dangerous Building/Structure,337.0,183.0,50.0,24.0,17.0,13.0,16.0,9.0,24.0,50.0
Dog Fouling,2919.0,3032.0,2844.0,3121.0,2235.0,2641.0,2253.0,2162.0,2147.0,2230.0
Environmental Health,1227.0,1907.0,1546.0,828.0,518.0,300.0,210.0,366.0,278.0,71.0
Fences,9.0,42.0,62.0,67.0,47.0,59.0,39.0,61.0,56.0,17.0
Gritting,63.0,238.0,164.0,104.0,113.0,178.0,137.0,208.0,225.0,98.0
Grounds Maintenance,320.0,443.0,302.0,414.0,460.0,426.0,592.0,653.0,652.0,425.0
Open Spaces/Parks,5499.0,5484.0,4606.0,3139.0,2506.0,1878.0,1867.0,1742.0,1632.0,1541.0
Other,13895.0,16209.0,13696.0,11921.0,11164.0,11049.0,11364.0,10915.0,11470.0,8848.0
Parking,6755.0,6994.0,6852.0,5471.0,5025.0,4600.0,4296.0,3905.0,3618.0,3087.0
Pavement /Footway Defects,14145.0,18380.0,14722.0,10922.0,10279.0,10668.0,9681.0,9265.0,9668.0,8500.0
Property Damage,,32.0,24.0,37.0,46.0,33.0,45.0,47.0,45.0,15.0
Public Toilets,128.0,159.0,107.0,90.0,84.0,117.0,85.0,76.0,82.0,48.0
Retaining Wall,44.0,105.0,52.0,30.0,18.0,10.0,7.0,11.0,,
Right of Way,4151.0,8422.0,5683.0,4355.0,3863.0,4268.0,4219.0,4446.0,4627.0,2331.0
Road Safety,7954.0,12613.0,9630.0,7890.0,8444.0,8816.0,8921.0,9376.0,9707.0,6335.0
Road Surface Defects,24190.0,39848.0,40763.0,38641.0,43679.0,52861.0,59275.0,66291.0,72799.0,51195.0
Rubbish,167446.0,95340.0,52593.0,34133.0,25955.0,23849.0,22093.0,22165.0,22035.0,15786.0
Street Furniture,8467.0,12585.0,9921.0,5539.0,2511.0,1459.0,1289.0,1234.0,1391.0,1701.0
Street Lights,11865.0,26058.0,24210.0,18898.0,19291.0,17951.0,16751.0,16190.0,18349.0,14936.0
Utility Works,327.0,512.0,351.0,264.0,216.0,216.0,195.0,233.0,136.0,36.0
