SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,97.0,135.0,109.0,83.0,110.0,74.0,65.0,88.0,74.0,70.0
Bus Stops Damage,26.0,29.0,29.0,29.0,19.0,26.0,34.0,34.0,18.0,36.0
Dog Fouling,171.0,361.0,158.0,133.0,113.0,132.0,141.0,187.0,142.0,122.0
Open Spaces/Parks,101.0,171.0,82.0,94.0,79.0,82.0,133.0,100.0,133.0,181.0
Other,534.0,479.0,372.0,353.0,348.0,352.0,367.0,352.0,354.0,402.0
Parking,371.0,260.0,225.0,240.0,183.0,222.0,178.0,241.0,211.0,256.0
Pavement /Footway Defects,448.0,369.0,304.0,327.0,336.0,357.0,385.0,431.0,514.0,573.0
Public Toilets,5.0,8.0,3.0,5.0,5.0,3.0,2.0,6.0,4.0,8.0
Road Safety,200.0,154.0,114.0,110.0,113.0,105.0,170.0,152.0,170.0,194.0
Road Surface Defects,957.0,1124.0,894.0,876.0,891.0,965.0,1037.0,1224.0,1328.0,1209.0
Rubbish,3572.0,1388.0,859.0,1152.0,979.0,785.0,956.0,1003.0,847.0,977.0
Street Furniture,23.0,16.0,23.0,20.0,25.0,22.0,29.0,33.0,39.0,34.0
Street Lights,431.0,553.0,442.0,523.0,548.0,594.0,557.0,760.0,791.0,956.0
