SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2613.0,4063.0,5057.0,6986.0,7054.0,6918.0,7850.0,7182.0,8021.0,11709.0
Bridge/Culvert Defects,97.0,109.0,122.0,146.0,202.0,298.0,318.0,375.0,530.0,718.0
Bus Stops Damage,486.0,618.0,533.0,704.0,478.0,530.0,467.0,507.0,598.0,584.0
Dangerous Building/Structure,11.0,22.0,68.0,65.0,90.0,85.0,72.0,110.0,87.0,113.0
Dog Fouling,2270.0,2561.0,2857.0,2919.0,2765.0,3114.0,2853.0,2201.0,2078.0,1966.0
Environmental Health,26.0,223.0,303.0,470.0,529.0,787.0,951.0,861.0,1205.0,1896.0
Fences,5.0,19.0,26.0,45.0,32.0,60.0,51.0,38.0,86.0,97.0
Gritting,55.0,83.0,74.0,94.0,92.0,113.0,131.0,180.0,229.0,477.0
Grounds Maintenance,206.0,279.0,337.0,343.0,373.0,555.0,441.0,718.0,607.0,828.0
Open Spaces/Parks,1885.0,2321.0,3342.0,2758.0,2911.0,2780.0,2659.0,3042.0,3335.0,4861.0
Other,9307.0,11195.0,10832.0,11107.0,11023.0,11574.0,13182.0,12083.0,13254.0,16974.0
Parking,4070.0,5245.0,5675.0,5600.0,5377.0,5334.0,4857.0,4824.0,4429.0,5192.0
Pavement /Footway Defects,7567.0,8264.0,9864.0,9354.0,9273.0,10377.0,10971.0,11674.0,15132.0,23754.0
Property Damage,11.0,16.0,9.0,15.0,21.0,17.0,31.0,27.0,63.0,114.0
Public Toilets,64.0,67.0,97.0,84.0,108.0,89.0,91.0,100.0,112.0,164.0
Retaining Wall,30.0,45.0,27.0,34.0,26.0,33.0,24.0,30.0,16.0,12.0
Right of Way,1513.0,2495.0,2846.0,2994.0,4049.0,5065.0,5883.0,6439.0,7470.0,7611.0
Road Safety,4447.0,5133.0,6343.0,6599.0,7286.0,8045.0,8412.0,10059.0,13302.0,20060.0
Road Surface Defects,17177.0,21067.0,24185.0,27624.0,33490.0,38930.0,45706.0,60857.0,84247.0,136259.0
Rubbish,31537.0,37216.0,43988.0,51969.0,52318.0,55872.0,48597.0,52125.0,44263.0,63510.0
Street Furniture,776.0,1591.0,2298.0,4070.0,3839.0,4161.0,6237.0,5703.0,7024.0,10398.0
Street Lights,11239.0,12136.0,13468.0,14114.0,15689.0,16532.0,17037.0,22068.0,24979.0,37237.0
Utility Works,133.0,237.0,342.0,254.0,265.0,328.0,244.0,249.0,192.0,242.0
