SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3430.0,7178.0,7315.0,8369.0,8202.0,7701.0,7046.0,6853.0,7820.0,6317.0
Accumulated Litter,99.0,377.0,417.0,658.0,573.0,1122.0,1088.0,970.0,1125.0,1018.0
Admin,36.0,265.0,268.0,200.0,251.0,175.0,102.0,69.0,14.0,
Barriers/Bollards on RoW,19.0,45.0,41.0,101.0,43.0,126.0,58.0,87.0,94.0,148.0
Benches/Bicycle Racks,6.0,8.0,9.0,14.0,9.0,31.0,51.0,7.0,11.0,12.0
Bin Collection,7.0,63.0,109.0,92.0,73.0,63.0,70.0,47.0,44.0,48.0
Bin Repair/Replacement,44.0,138.0,208.0,208.0,141.0,127.0,96.0,112.0,60.0,66.0
Blocked Drains,693.0,1469.0,1661.0,2762.0,2451.0,4179.0,5447.0,6725.0,7770.0,8107.0
Bridge/Culvert Defects,86.0,111.0,152.0,248.0,251.0,383.0,393.0,508.0,417.0,366.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,26.0,67.0,73.0,137.0,105.0,191.0,193.0,297.0,315.0,530.0
Bus Stops Damage,537.0,731.0,662.0,799.0,581.0,614.0,634.0,591.0,595.0,706.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,3.0,,3.0,11.0,9.0,2.0,5.0,1.0
Dangerous Building/Structure,8.0,77.0,94.0,94.0,72.0,80.0,64.0,48.0,47.0,23.0
Dead Animals,45.0,497.0,513.0,738.0,898.0,713.0,866.0,826.0,1098.0,803.0
Debris/Spillage,55.0,105.0,142.0,219.0,289.0,355.0,433.0,493.0,459.0,439.0
Demo,1.0,13.0,9.0,4.0,3.0,12.0,,1.0,,
Discarded Syringes,,41.0,22.0,44.0,27.0,12.0,6.0,24.0,,1.0
Dog Fouling,2703.0,3208.0,3091.0,3716.0,3574.0,3552.0,3009.0,3049.0,2436.0,2303.0
Dog Litter Bin,8.0,7.0,20.0,40.0,36.0,22.0,43.0,49.0,36.0,45.0
Dumped Rubbish,252.0,3857.0,2828.0,3845.0,4196.0,2576.0,3144.0,3849.0,3960.0,2056.0
Environmental Health,6.0,19.0,9.0,53.0,11.0,45.0,7.0,18.0,20.0,20.0
Fallen/Dangerous Trees,1889.0,2818.0,3277.0,3703.0,4222.0,4919.0,5674.0,6095.0,6548.0,7458.0
Fences,6.0,26.0,40.0,38.0,53.0,52.0,51.0,72.0,64.0,57.0
Flooding,245.0,402.0,547.0,1024.0,836.0,1208.0,1378.0,1560.0,1183.0,847.0
Floral displays,,10.0,8.0,14.0,16.0,7.0,23.0,24.0,36.0,31.0
Fly-tipping,31508.0,40781.0,42849.0,43323.0,41272.0,36610.0,25522.0,21767.0,16682.0,12343.0
Flyposting,616.0,797.0,694.0,713.0,815.0,777.0,744.0,821.0,719.0,749.0
Garden Waste,41.0,427.0,635.0,561.0,684.0,583.0,288.0,193.0,61.0,2.0
Gates/Stiles RoW,,1.0,8.0,3.0,1.0,28.0,88.0,106.0,81.0,27.0
General Highways Enquiries,279.0,493.0,743.0,816.0,857.0,855.0,1247.0,1195.0,1244.0,620.0
Graffiti,2595.0,5596.0,5220.0,6618.0,5669.0,5054.0,4934.0,5092.0,4267.0,3559.0
Grass/Weed Control,102.0,575.0,534.0,885.0,1109.0,1820.0,2339.0,2947.0,3472.0,4477.0
Grids and Drains,33.0,41.0,23.0,15.0,41.0,28.0,11.0,51.0,49.0,6.0
Grit Bins,44.0,52.0,60.0,98.0,52.0,75.0,88.0,79.0,76.0,117.0
Gritting,12.0,9.0,11.0,16.0,33.0,24.0,37.0,27.0,34.0,12.0
Grounds Maintenance,,,,,2.0,5.0,3.0,7.0,6.0,11.0
Gullies,545.0,710.0,580.0,671.0,513.0,675.0,812.0,919.0,959.0,978.0
Gully/Manhole Defects,60.0,103.0,109.0,217.0,254.0,376.0,448.0,413.0,407.0,219.0
Highway Condition,9617.0,11104.0,11313.0,12452.0,14251.0,16789.0,17880.0,17819.0,18037.0,18684.0
Highway Drainage,,2.0,2.0,2.0,5.0,22.0,56.0,20.0,45.0,57.0
Ice & Snow,2.0,12.0,7.0,23.0,18.0,31.0,54.0,56.0,67.0,65.0
Leafing,12.0,83.0,91.0,180.0,241.0,229.0,292.0,336.0,278.0,257.0
Lewisham Homes,19.0,211.0,222.0,148.0,60.0,42.0,24.0,15.0,,
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,207.0,1305.0,1130.0,1668.0,1680.0,2444.0,1669.0,2799.0,1930.0,2180.0
Manhole Covers,205.0,350.0,595.0,795.0,656.0,794.0,1145.0,1147.0,1096.0,943.0
Manhole Defects,2.0,18.0,15.0,56.0,43.0,45.0,32.0,22.0,21.0,6.0
Missed Bin Collection,47.0,469.0,633.0,408.0,484.0,269.0,142.0,79.0,8.0,
Noise,11.0,14.0,24.0,33.0,13.0,6.0,15.0,8.0,2.0,1.0
Obstruction,1288.0,1761.0,1901.0,2594.0,2029.0,2089.0,2640.0,2639.0,2520.0,1876.0
Open Spaces/Parks,2436.0,3780.0,3488.0,3523.0,3023.0,2680.0,3411.0,3369.0,3485.0,3373.0
Other,10939.0,11310.0,11492.0,12264.0,12387.0,13531.0,14808.0,14070.0,13209.0,12803.0
Overgrown Vegetation,805.0,1862.0,2102.0,3106.0,3021.0,3358.0,4869.0,6102.0,7197.0,7143.0
Parking,4850.0,6009.0,5806.0,5974.0,5850.0,5551.0,5379.0,5672.0,5400.0,5098.0
Pavement /Footway Defects,8653.0,10938.0,11248.0,13248.0,13116.0,14235.0,16828.0,17674.0,19622.0,22641.0
