SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,5339.0,6235.0,7942.0,8087.0,8473.0,8658.0,8558.0,6182.0,4981.0,2998.0
Accumulated Litter,151.0,725.0,1490.0,1249.0,1039.0,664.0,772.0,412.0,516.0,429.0
Admin,293.0,473.0,314.0,248.0,51.0,1.0,,,,
Barriers/Bollards on RoW,37.0,114.0,139.0,96.0,81.0,33.0,72.0,60.0,67.0,63.0
Benches/Bicycle Racks,54.0,22.0,12.0,22.0,10.0,14.0,10.0,3.0,4.0,7.0
Bin Collection,98.0,156.0,127.0,82.0,47.0,37.0,6.0,10.0,11.0,42.0
Bin Repair/Replacement,287.0,291.0,244.0,119.0,54.0,39.0,68.0,36.0,37.0,25.0
Blocked Drains,4054.0,3776.0,3953.0,4456.0,4372.0,4369.0,3833.0,4405.0,4903.0,3121.0
Bridge/Culvert Defects,238.0,411.0,336.0,385.0,269.0,270.0,231.0,259.0,276.0,240.0
Broken Fire Hydrant,,1.0,,,,1.0,,,,
Broken Kerbs,82.0,121.0,99.0,183.0,142.0,132.0,187.0,264.0,317.0,407.0
Bus Stops Damage,561.0,511.0,584.0,525.0,558.0,726.0,585.0,532.0,514.0,409.0
C.C.T.V Faults,,,2.0,1.0,,,,,,
Countryside RoW,2.0,1.0,1.0,7.0,8.0,4.0,4.0,3.0,3.0,1.0
Dangerous Building/Structure,81.0,145.0,150.0,126.0,65.0,26.0,11.0,3.0,,
Dead Animals,352.0,505.0,936.0,989.0,1071.0,1219.0,1025.0,619.0,202.0,79.0
Debris/Spillage,375.0,338.0,396.0,346.0,255.0,277.0,233.0,275.0,336.0,158.0
Demo,13.0,6.0,17.0,5.0,2.0,,,,,
Discarded Syringes,,,7.0,,25.0,31.0,92.0,16.0,6.0,
Dog Fouling,2943.0,2999.0,2799.0,2603.0,2175.0,2644.0,2672.0,2413.0,2207.0,2129.0
Dog Litter Bin,20.0,26.0,51.0,32.0,30.0,42.0,36.0,26.0,15.0,28.0
Dumped Rubbish,880.0,2860.0,5996.0,5694.0,4842.0,5417.0,3038.0,1690.0,146.0,
Environmental Health,2.0,48.0,37.0,7.0,13.0,9.0,31.0,29.0,18.0,14.0
Fallen/Dangerous Trees,3500.0,3733.0,4346.0,4280.0,4081.0,4296.0,4650.0,4993.0,5203.0,4903.0
Fences,37.0,23.0,44.0,58.0,47.0,60.0,37.0,44.0,72.0,37.0
Flooding,1111.0,1255.0,1044.0,1162.0,814.0,884.0,902.0,725.0,655.0,678.0
Floral displays,,13.0,19.0,29.0,33.0,29.0,25.0,15.0,6.0,
Fly-tipping,47467.0,54279.0,55170.0,40970.0,23740.0,17424.0,22203.0,14847.0,13688.0,9562.0
Flyposting,1014.0,929.0,957.0,787.0,664.0,549.0,694.0,405.0,531.0,518.0
Garden Waste,682.0,1232.0,788.0,601.0,117.0,30.0,16.0,9.0,,
Gates/Stiles RoW,27.0,54.0,55.0,38.0,50.0,37.0,17.0,22.0,28.0,15.0
General Highways Enquiries,331.0,712.0,1449.0,1511.0,1926.0,1093.0,657.0,321.0,292.0,57.0
Graffiti,7924.0,7370.0,8074.0,6292.0,4594.0,3429.0,3568.0,1927.0,1924.0,1566.0
Grass/Weed Control,1083.0,887.0,1448.0,1642.0,1803.0,2367.0,2166.0,2546.0,2661.0,1657.0
Grids and Drains,83.0,60.0,33.0,30.0,21.0,7.0,9.0,19.0,3.0,33.0
Grit Bins,55.0,70.0,75.0,76.0,48.0,72.0,76.0,116.0,69.0,84.0
Gritting,11.0,8.0,26.0,51.0,60.0,36.0,18.0,4.0,,1.0
Grounds Maintenance,4.0,,2.0,3.0,6.0,3.0,3.0,7.0,4.0,2.0
Gullies,561.0,940.0,1069.0,1105.0,929.0,707.0,659.0,540.0,611.0,241.0
Gully/Manhole Defects,286.0,293.0,401.0,330.0,261.0,344.0,310.0,164.0,137.0,80.0
Highway Condition,16373.0,15442.0,14655.0,14269.0,13144.0,12227.0,12401.0,11544.0,11460.0,9089.0
Highway Drainage,12.0,16.0,46.0,15.0,9.0,25.0,23.0,11.0,16.0,38.0
Ice & Snow,36.0,30.0,40.0,33.0,47.0,37.0,19.0,34.0,34.0,25.0
Leafing,52.0,259.0,406.0,258.0,290.0,328.0,253.0,143.0,10.0,
Lewisham Homes,66.0,150.0,148.0,293.0,84.0,,,,,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,3038.0,2197.0,2776.0,1573.0,1592.0,1732.0,1400.0,888.0,1019.0,797.0
Manhole Covers,954.0,810.0,845.0,863.0,797.0,740.0,719.0,630.0,733.0,635.0
Manhole Defects,42.0,45.0,41.0,58.0,32.0,5.0,10.0,5.0,13.0,9.0
Missed Bin Collection,518.0,758.0,641.0,486.0,130.0,5.0,1.0,,,
Noise,31.0,25.0,27.0,22.0,9.0,1.0,1.0,,2.0,9.0
Obstruction,876.0,2236.0,2962.0,2991.0,2720.0,3007.0,2316.0,1934.0,1379.0,916.0
Open Spaces/Parks,1975.0,2487.0,3462.0,3365.0,3766.0,4036.0,3292.0,2976.0,2194.0,2332.0
Other,13121.0,12265.0,12990.0,12065.0,12286.0,11301.0,12208.0,10852.0,10734.0,8342.0
Overgrown Vegetation,1461.0,2447.0,3683.0,3852.0,5387.0,5954.0,5925.0,4641.0,3041.0,3174.0
Parking,5233.0,5679.0,5838.0,5647.0,5358.0,5077.0,4998.0,4625.0,4310.0,3838.0
Pavement /Footway Defects,12609.0,12833.0,14183.0,14257.0,15301.0,14676.0,14721.0,13481.0,13427.0,12163.0
Pest Control,7.0,3.0,21.0,9.0,3.0,,3.0,,,
Phoenix HA,1.0,9.0,34.0,38.0,,,,,,
Potholes,49008.0,37742.0,39193.0,39508.0,39926.0,39655.0,39427.0,41102.0,43729.0,31117.0
Property Damage,33.0,24.0,20.0,30.0,27.0,29.0,36.0,44.0,58.0,23.0
Protected Trees,,,,,,,1.0,,2.0,
Public Toilets,124.0,156.0,138.0,106.0,106.0,68.0,83.0,75.0,67.0,53.0
Recycling,160.0,196.0,108.0,85.0,71.0,76.0,147.0,74.0,28.0,7.0
Retaining Wall,8.0,40.0,48.0,51.0,47.0,30.0,15.0,19.0,15.0,4.0
Right of Way,1776.0,1406.0,1255.0,1039.0,630.0,763.0,837.0,686.0,634.0,398.0
Road Markings,914.0,1198.0,1275.0,1338.0,1272.0,1347.0,1364.0,1739.0,1771.0,1846.0
Road Safety,44.0,87.0,58.0,47.0,29.0,36.0,44.0,40.0,36.0,68.0
Road Surface Defects,2581.0,4590.0,5393.0,7210.0,8867.0,9481.0,9042.0,7898.0,4657.0,3867.0
Road Works,546.0,465.0,630.0,537.0,430.0,485.0,355.0,363.0,276.0,263.0
Road/Pavement Defects,2133.0,2500.0,2753.0,1979.0,1473.0,960.0,565.0,213.0,72.0,57.0
Rubbish,9137.0,8330.0,6858.0,5967.0,4643.0,3802.0,3363.0,2899.0,2817.0,2862.0
Salt Bins,11.0,11.0,12.0,23.0,16.0,17.0,20.0,18.0,37.0,72.0
Shopping Trolley,254.0,242.0,244.0,89.0,78.0,,,,,
Sign or Marking,1.0,2.0,1.0,1.0,,6.0,2.0,,,3.0
Skips,23.0,33.0,25.0,21.0,12.0,10.0,14.0,11.0,5.0,6.0
Spillage on Road,80.0,130.0,208.0,253.0,245.0,223.0,191.0,179.0,69.0,70.0
Street Cleaning,6845.0,8538.0,13958.0,12267.0,11788.0,13023.0,10949.0,6661.0,4029.0,2535.0
Street Furniture,328.0,528.0,645.0,557.0,482.0,289.0,265.0,195.0,147.0,108.0
Street Lights,12496.0,13667.0,14257.0,16071.0,18413.0,19139.0,21591.0,22227.0,23205.0,23433.0
Street Name Plates,701.0,767.0,844.0,839.0,896.0,814.0,1036.0,1055.0,1196.0,1006.0
Street Signs,7421.0,6086.0,5919.0,5842.0,5900.0,5301.0,4937.0,4588.0,4565.0,3320.0
To Let Signs,1.0,26.0,3.0,2.0,,,,,,
Trade Waste,67.0,73.0,74.0,36.0,9.0,,,,2.0,
Traffic Lights,2752.0,2548.0,2397.0,2225.0,2144.0,2056.0,1934.0,1639.0,1533.0,1201.0
Trees and Hedges RoW,270.0,278.0,553.0,439.0,487.0,601.0,590.0,428.0,435.0,260.0
Trees on RoW,23.0,10.0,41.0,16.0,34.0,63.0,170.0,168.0,167.0,82.0
Trenches,,1.0,,,,,,,,
Trip Hazard,239.0,315.0,312.0,221.0,162.0,185.0,222.0,344.0,304.0,417.0
Untaxed Vehcile,18.0,28.0,22.0,35.0,27.0,9.0,5.0,2.0,,
Utility Works,198.0,353.0,325.0,355.0,369.0,251.0,202.0,226.0,162.0,44.0
Vehicle Access,6.0,3.0,5.0,,1.0,,6.0,,4.0,6.0
Verge Damage,21.0,58.0,70.0,58.0,87.0,106.0,119.0,89.0,119.0,100.0
Zebra Crossing,5.0,7.0,6.0,8.0,3.0,3.0,9.0,3.0,7.0,2.0
