SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3881.0,4909.0,6382.0,7089.0,7715.0,7743.0,8568.0,7412.0,7669.0,6085.0
Accumulated Litter,402.0,878.0,663.0,843.0,1030.0,1238.0,945.0,869.0,397.0,182.0
Admin,65.0,298.0,368.0,164.0,237.0,103.0,75.0,42.0,28.0,
Barriers/Bollards on RoW,69.0,94.0,102.0,72.0,107.0,72.0,102.0,76.0,44.0,24.0
Benches/Bicycle Racks,50.0,35.0,15.0,13.0,20.0,4.0,7.0,7.0,5.0,2.0
Bin Collection,20.0,45.0,91.0,105.0,78.0,82.0,51.0,65.0,59.0,20.0
Bin Repair/Replacement,140.0,178.0,190.0,176.0,148.0,140.0,119.0,54.0,40.0,15.0
Blocked Drains,4647.0,5159.0,4577.0,3295.0,3765.0,3870.0,4716.0,4574.0,3913.0,2726.0
Bridge/Culvert Defects,416.0,562.0,356.0,293.0,208.0,211.0,251.0,201.0,229.0,188.0
Broken Fire Hydrant,1.0,,,,,,,,1.0,
Broken Kerbs,156.0,182.0,163.0,144.0,109.0,158.0,187.0,237.0,314.0,284.0
Bus Stops Damage,454.0,519.0,530.0,614.0,577.0,653.0,602.0,595.0,540.0,421.0
C.C.T.V Faults,,,,3.0,,,,,,
Countryside RoW,2.0,1.0,3.0,5.0,10.0,4.0,4.0,,4.0,1.0
Dangerous Building/Structure,13.0,27.0,83.0,123.0,104.0,94.0,77.0,50.0,32.0,4.0
Dead Animals,361.0,319.0,542.0,728.0,964.0,950.0,1077.0,823.0,900.0,333.0
Debris/Spillage,453.0,395.0,335.0,251.0,323.0,282.0,269.0,338.0,203.0,140.0
Demo,7.0,5.0,5.0,3.0,17.0,1.0,2.0,2.0,1.0,
Discarded Syringes,,,,,18.0,3.0,65.0,30.0,31.0,30.0
Dog Fouling,2878.0,2849.0,2745.0,2849.0,2424.0,2397.0,2650.0,2096.0,2374.0,2322.0
Dog Litter Bin,23.0,35.0,34.0,31.0,35.0,52.0,27.0,24.0,21.0,24.0
Dumped Rubbish,107.0,1644.0,1725.0,5992.0,4531.0,3753.0,5096.0,4008.0,3039.0,668.0
Environmental Health,47.0,41.0,17.0,10.0,25.0,19.0,18.0,14.0,10.0,7.0
Fallen/Dangerous Trees,3569.0,3959.0,4366.0,3782.0,4075.0,4356.0,4680.0,4735.0,5125.0,5338.0
Fences,43.0,54.0,46.0,44.0,37.0,57.0,30.0,52.0,54.0,42.0
Flooding,1356.0,1622.0,1268.0,992.0,883.0,800.0,654.0,599.0,510.0,546.0
Floral displays,,12.0,7.0,22.0,24.0,22.0,27.0,26.0,22.0,7.0
Fly-tipping,29786.0,35814.0,43622.0,36921.0,38734.0,30158.0,28292.0,20348.0,19803.0,15872.0
Flyposting,772.0,764.0,803.0,844.0,788.0,629.0,635.0,643.0,569.0,601.0
Garden Waste,106.0,695.0,971.0,500.0,631.0,261.0,181.0,89.0,41.0,
Gates/Stiles RoW,81.0,67.0,71.0,34.0,29.0,17.0,17.0,7.0,8.0,12.0
General Highways Enquiries,205.0,673.0,891.0,980.0,1096.0,1519.0,1281.0,1133.0,461.0,110.0
Graffiti,4092.0,5047.0,6379.0,6450.0,5539.0,4703.0,5524.0,3319.0,3308.0,2307.0
Grass/Weed Control,1162.0,1444.0,1469.0,1269.0,1627.0,1575.0,2457.0,2494.0,2751.0,2012.0
Grids and Drains,22.0,57.0,48.0,55.0,20.0,24.0,22.0,12.0,7.0,31.0
Grit Bins,87.0,108.0,84.0,51.0,81.0,75.0,88.0,73.0,48.0,46.0
Gritting,7.0,5.0,17.0,21.0,30.0,27.0,44.0,46.0,18.0,
Grounds Maintenance,4.0,,2.0,6.0,3.0,1.0,,2.0,8.0,8.0
Gullies,631.0,1536.0,1246.0,946.0,588.0,712.0,656.0,580.0,324.0,143.0
Gully/Manhole Defects,248.0,426.0,391.0,428.0,289.0,256.0,209.0,194.0,78.0,87.0
Highway Condition,16621.0,17410.0,15487.0,12719.0,12053.0,12189.0,12495.0,11642.0,10249.0,9739.0
Highway Drainage,28.0,56.0,10.0,11.0,23.0,18.0,16.0,7.0,22.0,20.0
Ice & Snow,49.0,53.0,46.0,29.0,30.0,21.0,30.0,33.0,23.0,21.0
Leafing,15.0,93.0,163.0,243.0,306.0,277.0,307.0,219.0,300.0,76.0
Lewisham Homes,24.0,54.0,81.0,89.0,134.0,18.0,240.0,15.0,86.0,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,976.0,1238.0,2414.0,2443.0,1999.0,2303.0,2308.0,1780.0,1229.0,322.0
Manhole Covers,971.0,960.0,906.0,697.0,710.0,757.0,850.0,689.0,647.0,539.0
Manhole Defects,44.0,8.0,30.0,34.0,43.0,45.0,28.0,13.0,13.0,2.0
Missed Bin Collection,101.0,362.0,598.0,415.0,494.0,176.0,214.0,93.0,85.0,1.0
Noise,10.0,22.0,23.0,24.0,24.0,4.0,6.0,4.0,6.0,4.0
Obstruction,1407.0,2936.0,2495.0,2701.0,2443.0,2632.0,2315.0,2143.0,1421.0,844.0
Open Spaces/Parks,1607.0,2358.0,2639.0,3350.0,3373.0,3220.0,3853.0,3340.0,3073.0,3072.0
Other,12516.0,13401.0,13150.0,11407.0,11607.0,11491.0,12020.0,10707.0,9863.0,10002.0
Overgrown Vegetation,2158.0,2904.0,2786.0,3238.0,4374.0,4645.0,5651.0,5154.0,5480.0,3175.0
Parking,4664.0,5723.0,5690.0,5737.0,5301.0,4853.0,4989.0,4866.0,4604.0,4176.0
Pavement /Footway Defects,11584.0,13361.0,13987.0,13466.0,13579.0,14622.0,15460.0,14953.0,14029.0,12610.0
Pest Control,3.0,5.0,9.0,5.0,16.0,3.0,2.0,2.0,1.0,
Phoenix HA,,2.0,10.0,17.0,33.0,2.0,15.0,3.0,,
Potholes,59341.0,52048.0,42601.0,34364.0,34128.0,35259.0,38698.0,39402.0,34062.0,30504.0
Property Damage,38.0,39.0,28.0,14.0,35.0,35.0,36.0,44.0,39.0,16.0
Protected Trees,,,,,1.0,,,2.0,,
Public Toilets,125.0,143.0,127.0,119.0,99.0,104.0,75.0,61.0,71.0,52.0
Recycling,170.0,182.0,138.0,85.0,86.0,31.0,138.0,79.0,28.0,15.0
Retaining Wall,10.0,63.0,48.0,58.0,13.0,35.0,20.0,22.0,8.0,
Right of Way,2473.0,1532.0,1049.0,767.0,686.0,631.0,469.0,588.0,563.0,666.0
Road Markings,1451.0,1750.0,1400.0,1187.0,1121.0,1161.0,1336.0,1534.0,1562.0,1562.0
Road Safety,83.0,118.0,34.0,35.0,46.0,35.0,31.0,19.0,37.0,51.0
Road Surface Defects,4076.0,6176.0,5143.0,6157.0,6022.0,6158.0,8230.0,8200.0,8993.0,4431.0
Road Works,592.0,570.0,572.0,502.0,441.0,398.0,334.0,435.0,218.0,288.0
Road/Pavement Defects,384.0,948.0,1636.0,2060.0,1923.0,2094.0,1583.0,1247.0,656.0,174.0
Rubbish,6748.0,6990.0,6840.0,5819.0,5233.0,4351.0,4433.0,3653.0,3115.0,3496.0
Salt Bins,21.0,18.0,20.0,21.0,11.0,18.0,16.0,20.0,52.0,40.0
Shopping Trolley,90.0,189.0,188.0,155.0,127.0,22.0,58.0,22.0,56.0,
Sign or Marking,3.0,2.0,,1.0,2.0,5.0,,,3.0,
Skips,8.0,17.0,21.0,29.0,21.0,20.0,24.0,9.0,5.0,6.0
Spillage on Road,113.0,119.0,121.0,184.0,238.0,201.0,220.0,165.0,198.0,89.0
