SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,366.0,261.0,212.0,194.0,179.0,155.0,133.0,138.0,97.0,69.0
Bus Stops Damage,144.0,104.0,83.0,58.0,66.0,53.0,53.0,52.0,21.0,27.0
Dog Fouling,877.0,421.0,296.0,266.0,238.0,247.0,288.0,215.0,258.0,214.0
Open Spaces/Parks,189.0,174.0,158.0,164.0,188.0,133.0,112.0,189.0,133.0,69.0
Other,1074.0,778.0,759.0,606.0,725.0,607.0,543.0,630.0,493.0,416.0
Parking,456.0,325.0,377.0,317.0,245.0,239.0,213.0,176.0,131.0,77.0
Pavement /Footway Defects,1166.0,720.0,710.0,570.0,621.0,629.0,531.0,487.0,522.0,407.0
Public Toilets,20.0,2.0,7.0,10.0,9.0,3.0,5.0,2.0,3.0,2.0
Road Safety,1005.0,517.0,398.0,361.0,349.0,380.0,333.0,260.0,307.0,176.0
Road Surface Defects,4535.0,3335.0,2788.0,2678.0,2656.0,3743.0,3228.0,3739.0,3459.0,2501.0
Rubbish,2375.0,2156.0,2214.0,1440.0,1155.0,1024.0,741.0,716.0,599.0,287.0
Street Furniture,50.0,38.0,30.0,34.0,39.0,50.0,39.0,44.0,43.0,30.0
Street Lights,1865.0,1216.0,1141.0,1151.0,1144.0,1298.0,1084.0,1281.0,1026.0,1048.0
