SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,175.0,217.0,193.0,261.0,212.0,190.0,124.0,143.0,131.0,158.0
Bus Stops Damage,55.0,62.0,63.0,88.0,62.0,55.0,46.0,90.0,77.0,63.0
Dog Fouling,489.0,394.0,272.0,574.0,282.0,270.0,305.0,217.0,214.0,303.0
Open Spaces/Parks,143.0,122.0,151.0,188.0,209.0,134.0,123.0,132.0,149.0,158.0
Other,631.0,576.0,645.0,674.0,693.0,667.0,732.0,616.0,679.0,718.0
Parking,275.0,310.0,283.0,295.0,245.0,241.0,271.0,192.0,235.0,209.0
Pavement /Footway Defects,487.0,531.0,538.0,567.0,610.0,638.0,732.0,730.0,746.0,784.0
Public Toilets,7.0,3.0,2.0,11.0,5.0,12.0,8.0,6.0,3.0,6.0
Road Safety,304.0,228.0,293.0,341.0,313.0,470.0,585.0,471.0,519.0,562.0
Road Surface Defects,2534.0,2367.0,1861.0,2465.0,2680.0,3602.0,3987.0,4381.0,4002.0,4783.0
Rubbish,1180.0,1203.0,1223.0,1272.0,1375.0,1251.0,1679.0,1173.0,1129.0,1222.0
Street Furniture,27.0,32.0,25.0,56.0,45.0,37.0,50.0,36.0,47.0,42.0
Street Lights,917.0,992.0,955.0,1048.0,1196.0,1369.0,1450.0,1361.0,1441.0,1525.0
