SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,4817.0,5529.0,6539.0,6488.0,6865.0,7656.0,6662.0,7974.0,7018.0,7905.0
Accumulated Litter,380.0,428.0,573.0,572.0,783.0,772.0,1034.0,1068.0,820.0,1017.0
Admin,,,14.0,19.0,87.0,173.0,196.0,242.0,376.0,273.0
Barriers/Bollards on RoW,58.0,59.0,77.0,57.0,81.0,83.0,112.0,91.0,69.0,75.0
Benches/Bicycle Racks,18.0,13.0,10.0,13.0,44.0,18.0,15.0,15.0,9.0,3.0
Bin Collection,27.0,25.0,25.0,36.0,27.0,45.0,45.0,88.0,129.0,169.0
Bin Repair/Replacement,50.0,38.0,53.0,30.0,73.0,92.0,120.0,174.0,211.0,359.0
Blocked Drains,10811.0,5175.0,3549.0,3797.0,3291.0,3417.0,3446.0,3669.0,2059.0,2028.0
Bridge/Culvert Defects,1237.0,379.0,202.0,230.0,193.0,161.0,156.0,209.0,99.0,49.0
Broken Fire Hydrant,1.0,,,,,,1.0,,,
Broken Kerbs,502.0,263.0,211.0,228.0,180.0,182.0,122.0,119.0,68.0,59.0
Bus Stops Damage,331.0,449.0,558.0,577.0,719.0,592.0,607.0,620.0,538.0,514.0
C.C.T.V Faults,,,1.0,,,,2.0,,,
Countryside RoW,18.0,6.0,4.0,2.0,,1.0,2.0,,1.0,
Dangerous Building/Structure,5.0,17.0,20.0,35.0,39.0,38.0,69.0,81.0,133.0,170.0
Dead Animals,620.0,555.0,755.0,718.0,611.0,847.0,682.0,880.0,580.0,749.0
Debris/Spillage,981.0,384.0,254.0,232.0,229.0,241.0,220.0,210.0,127.0,111.0
Demo,,,,2.0,1.0,12.0,5.0,6.0,10.0,7.0
Discarded Syringes,5.0,4.0,31.0,51.0,9.0,36.0,19.0,11.0,9.0,2.0
Dog Fouling,1643.0,2226.0,2337.0,2243.0,2535.0,2792.0,2669.0,2842.0,3025.0,3272.0
Dog Litter Bin,45.0,25.0,36.0,25.0,35.0,38.0,20.0,44.0,21.0,17.0
Dumped Rubbish,1026.0,2234.0,1963.0,3162.0,3101.0,2793.0,3432.0,4305.0,3064.0,5483.0
Environmental Health,5.0,12.0,16.0,15.0,20.0,22.0,50.0,43.0,9.0,16.0
Fallen/Dangerous Trees,7873.0,5832.0,4850.0,4300.0,4257.0,4129.0,3644.0,3545.0,2988.0,2567.0
Fences,102.0,73.0,48.0,44.0,46.0,54.0,35.0,39.0,15.0,3.0
Flooding,3485.0,1042.0,767.0,715.0,567.0,588.0,503.0,514.0,534.0,515.0
Floral displays,1.0,12.0,17.0,19.0,13.0,18.0,30.0,22.0,14.0,23.0
Fly-tipping,32063.0,17607.0,18672.0,18672.0,23940.0,24649.0,29207.0,38208.0,45797.0,50535.0
Flyposting,1000.0,683.0,615.0,576.0,700.0,517.0,657.0,809.0,721.0,770.0
Garden Waste,4.0,9.0,73.0,44.0,225.0,363.0,464.0,554.0,954.0,785.0
Gates/Stiles RoW,212.0,38.0,26.0,12.0,11.0,11.0,7.0,25.0,1.0,
General Highways Enquiries,365.0,512.0,716.0,680.0,874.0,834.0,1032.0,1064.0,1119.0,1153.0
Graffiti,1255.0,2231.0,2832.0,3764.0,4027.0,4838.0,5976.0,5888.0,7106.0,8751.0
Grass/Weed Control,4713.0,2612.0,2153.0,1853.0,1824.0,1568.0,1196.0,1335.0,573.0,433.0
Grids and Drains,1.0,7.0,7.0,13.0,22.0,44.0,36.0,19.0,61.0,88.0
Grit Bins,190.0,72.0,83.0,76.0,67.0,61.0,43.0,67.0,53.0,29.0
Gritting,1.0,13.0,22.0,23.0,28.0,30.0,30.0,18.0,23.0,27.0
Grounds Maintenance,11.0,7.0,4.0,1.0,4.0,5.0,1.0,1.0,,
Gullies,1066.0,501.0,503.0,589.0,817.0,528.0,678.0,915.0,860.0,905.0
Gully/Manhole Defects,659.0,325.0,273.0,204.0,131.0,168.0,225.0,164.0,261.0,196.0
Highway Condition,24872.0,14770.0,12518.0,11272.0,11709.0,11772.0,11087.0,11363.0,10740.0,10501.0
Highway Drainage,96.0,37.0,34.0,8.0,9.0,7.0,8.0,9.0,3.0,
Ice & Snow,116.0,47.0,24.0,35.0,33.0,20.0,27.0,23.0,8.0,2.0
Leafing,22.0,135.0,203.0,231.0,188.0,262.0,251.0,310.0,187.0,210.0
Lewisham Homes,,,114.0,18.0,40.0,22.0,81.0,155.0,186.0,125.0
Lit Signs,1.0,,,,,,,,,
Litter/Litter Bin,603.0,723.0,1209.0,1533.0,1267.0,1497.0,1496.0,2405.0,2645.0,3634.0
Manhole Covers,1619.0,873.0,673.0,625.0,829.0,750.0,711.0,692.0,535.0,419.0
Manhole Defects,24.0,22.0,15.0,24.0,18.0,25.0,31.0,44.0,33.0,24.0
Missed Bin Collection,,3.0,78.0,104.0,193.0,178.0,340.0,383.0,740.0,520.0
Noise,,3.0,6.0,13.0,6.0,22.0,13.0,19.0,19.0,26.0
Obstruction,3007.0,1829.0,1790.0,1718.0,2246.0,2078.0,2203.0,2431.0,2135.0,1900.0
Open Spaces/Parks,1904.0,2850.0,3238.0,3522.0,3250.0,3316.0,3141.0,3253.0,2809.0,2602.0
Other,16641.0,12009.0,10921.0,10566.0,10597.0,11193.0,10834.0,11159.0,10921.0,11323.0
