SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,175.0,217.0,193.0,261.0,212.0,190.0,124.0,143.0,131.0,158.0
Bus Stops Damage,55.0,62.0,63.0,88.0,62.0,55.0,46.0,90.0,77.0,63.0
Dog Fouling,489.0,394.0,272.0,574.0,282.0,270.0,305.0,217.0,214.0,303.0
Fallen/Dangerous Trees,89.0,74.0,99.0,119.0,125.0,126.0,137.0,149.0,144.0,151.0
Fly-tipping,548.0,616.0,509.0,596.0,674.0,618.0,716.0,497.0,515.0,455.0
Flyposting,9.0,15.0,8.0,8.0,12.0,19.0,15.0,20.0,16.0,12.0
Graffiti,97.0,101.0,92.0,106.0,131.0,147.0,111.0,116.0,130.0,150.0
Highway Condition,735.0,763.0,669.0,978.0,1117.0,1194.0,1457.0,1414.0,1411.0,1721.0
Open Spaces/Parks,143.0,122.0,151.0,188.0,209.0,134.0,123.0,132.0,149.0,158.0
Other,631.0,576.0,645.0,674.0,693.0,667.0,732.0,616.0,679.0,718.0
Parking,275.0,310.0,283.0,295.0,245.0,241.0,271.0,192.0,235.0,209.0
Pavement /Footway Defects,487.0,531.0,538.0,567.0,610.0,638.0,732.0,730.0,746.0,784.0
Potholes,2534.0,2367.0,1861.0,2465.0,2680.0,3602.0,3987.0,4381.0,4002.0,4783.0
Public Toilets,7.0,3.0,2.0,11.0,5.0,12.0,8.0,6.0,3.0,6.0
Rubbish,428.0,402.0,499.0,445.0,476.0,426.0,722.0,458.0,443.0,512.0
Street Cleaning,204.0,185.0,215.0,231.0,225.0,207.0,241.0,218.0,171.0,255.0
Street Lights,917.0,992.0,955.0,1048.0,1196.0,1369.0,1450.0,1361.0,1441.0,1525.0
Street Name Plates,27.0,32.0,25.0,56.0,45.0,37.0,50.0,36.0,47.0,42.0
Street Signs,135.0,110.0,160.0,179.0,173.0,267.0,357.0,300.0,315.0,350.0
Traffic Lights,169.0,118.0,133.0,162.0,140.0,203.0,228.0,171.0,204.0,212.0
