SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,74.0,124.0,115.0,128.0,75.0,78.0,73.0,78.0,99.0,61.0
Bus Stops Damage,15.0,37.0,32.0,42.0,17.0,31.0,32.0,24.0,27.0,23.0
Dog Fouling,130.0,147.0,186.0,186.0,322.0,169.0,157.0,114.0,144.0,106.0
Open Spaces/Parks,82.0,103.0,150.0,124.0,95.0,78.0,133.0,101.0,113.0,174.0
Other,314.0,396.0,473.0,390.0,347.0,391.0,431.0,314.0,405.0,450.0
Parking,149.0,280.0,299.0,280.0,289.0,194.0,219.0,188.0,242.0,244.0
Pavement /Footway Defects,257.0,333.0,419.0,431.0,387.0,359.0,446.0,349.0,489.0,571.0
Public Toilets,2.0,3.0,3.0,3.0,3.0,8.0,9.0,2.0,5.0,11.0
Road Safety,89.0,101.0,136.0,125.0,123.0,124.0,191.0,129.0,241.0,222.0
Road Surface Defects,477.0,616.0,854.0,829.0,940.0,850.0,1020.0,1378.0,1501.0,2034.0
Rubbish,1637.0,1929.0,1471.0,1239.0,1251.0,969.0,990.0,876.0,1093.0,1062.0
Street Furniture,22.0,26.0,32.0,28.0,18.0,28.0,25.0,22.0,19.0,44.0
Street Lights,362.0,525.0,571.0,636.0,518.0,596.0,763.0,540.0,812.0,829.0
