SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3460.0,7222.0,7591.0,9171.0,8004.0,7399.0,7048.0,6569.0,7546.0,6153.0
Accumulated Litter,126.0,350.0,443.0,635.0,627.0,1325.0,941.0,935.0,1074.0,991.0
Admin,36.0,265.0,290.0,261.0,193.0,153.0,99.0,69.0,14.0,
Barriers/Bollards on RoW,21.0,43.0,45.0,99.0,46.0,152.0,32.0,88.0,92.0,144.0
Benches/Bicycle Racks,6.0,8.0,10.0,13.0,10.0,31.0,51.0,6.0,11.0,12.0
Bin Collection,7.0,63.0,113.0,101.0,63.0,77.0,56.0,55.0,35.0,46.0
Bin Repair/Replacement,46.0,137.0,216.0,245.0,106.0,127.0,92.0,109.0,57.0,65.0
Blocked Drains,705.0,1508.0,1807.0,2762.0,2646.0,4269.0,5704.0,6431.0,7421.0,7989.0
Bridge/Culvert Defects,86.0,115.0,158.0,300.0,239.0,358.0,453.0,446.0,395.0,365.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,26.0,67.0,80.0,137.0,100.0,198.0,205.0,304.0,288.0,529.0
Bus Stops Damage,543.0,732.0,688.0,823.0,608.0,598.0,620.0,575.0,564.0,695.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,3.0,,3.0,11.0,9.0,2.0,5.0,1.0
Dangerous Building/Structure,9.0,79.0,96.0,100.0,65.0,81.0,61.0,49.0,44.0,23.0
Dead Animals,47.0,496.0,526.0,832.0,909.0,699.0,842.0,796.0,1091.0,759.0
Debris/Spillage,55.0,105.0,154.0,224.0,330.0,366.0,437.0,435.0,460.0,423.0
Demo,1.0,13.0,10.0,3.0,3.0,12.0,,1.0,,
Discarded Syringes,,41.0,22.0,47.0,24.0,12.0,23.0,7.0,,1.0
Dog Fouling,2704.0,3221.0,3276.0,3888.0,3621.0,3464.0,2975.0,2774.0,2465.0,2177.0
Dog Litter Bin,8.0,7.0,21.0,43.0,32.0,25.0,45.0,44.0,37.0,44.0
Dumped Rubbish,252.0,3864.0,2868.0,4430.0,3966.0,2261.0,3343.0,3793.0,3840.0,1946.0
Environmental Health,6.0,19.0,11.0,52.0,11.0,51.0,,21.0,17.0,20.0
Fallen/Dangerous Trees,1891.0,2901.0,3375.0,3943.0,4265.0,4989.0,5708.0,5965.0,6191.0,7352.0
Fences,6.0,27.0,39.0,44.0,48.0,55.0,61.0,63.0,59.0,57.0
Flooding,245.0,412.0,609.0,1087.0,776.0,1251.0,1402.0,1499.0,1146.0,803.0
Floral displays,,10.0,8.0,19.0,11.0,7.0,23.0,26.0,35.0,30.0
Fly-tipping,31664.0,40921.0,44420.0,47965.0,39016.0,36362.0,23344.0,20671.0,16044.0,12048.0
Flyposting,617.0,805.0,709.0,778.0,780.0,769.0,792.0,748.0,704.0,733.0
Garden Waste,41.0,427.0,675.0,696.0,580.0,556.0,244.0,193.0,61.0,2.0
Gates/Stiles RoW,,1.0,8.0,3.0,1.0,30.0,88.0,104.0,81.0,27.0
General Highways Enquiries,279.0,504.0,759.0,813.0,911.0,840.0,1354.0,1132.0,1151.0,606.0
Graffiti,2600.0,5602.0,5484.0,6891.0,5655.0,4863.0,4948.0,4871.0,4185.0,3458.0
Grass/Weed Control,104.0,583.0,570.0,995.0,1291.0,1673.0,2613.0,2713.0,3361.0,4357.0
Grids and Drains,33.0,41.0,23.0,15.0,41.0,32.0,7.0,51.0,49.0,6.0
Grit Bins,44.0,52.0,66.0,99.0,46.0,94.0,74.0,78.0,77.0,111.0
Gritting,12.0,9.0,12.0,17.0,34.0,22.0,44.0,19.0,34.0,12.0
Grounds Maintenance,,,,1.0,1.0,5.0,3.0,7.0,6.0,11.0
Gullies,547.0,728.0,564.0,722.0,549.0,608.0,922.0,803.0,957.0,962.0
Gully/Manhole Defects,60.0,111.0,121.0,209.0,259.0,410.0,415.0,457.0,354.0,210.0
Highway Condition,9612.0,11241.0,11766.0,13029.0,14952.0,16513.0,17924.0,16848.0,17556.0,18270.0
