SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3460.0,7222.0,7591.0,9171.0,8004.0,7399.0,7048.0,6569.0,7546.0,6153.0
Bridge/Culvert Defects,86.0,115.0,158.0,300.0,239.0,358.0,453.0,446.0,395.0,365.0
Bus Stops Damage,543.0,732.0,688.0,823.0,608.0,598.0,620.0,575.0,564.0,695.0
Dangerous Building/Structure,13.0,86.0,110.0,106.0,72.0,92.0,82.0,59.0,57.0,46.0
Dog Fouling,2704.0,3221.0,3276.0,3888.0,3621.0,3464.0,2975.0,2774.0,2465.0,2177.0
Environmental Health,56.0,524.0,545.0,890.0,923.0,752.0,845.0,826.0,1108.0,782.0
Fences,6.0,27.0,39.0,44.0,48.0,55.0,61.0,63.0,59.0,57.0
Gritting,58.0,73.0,88.0,142.0,117.0,173.0,199.0,209.0,206.0,263.0
Grounds Maintenance,183.0,330.0,325.0,543.0,450.0,511.0,716.0,642.0,561.0,426.0
Open Spaces/Parks,2449.0,3826.0,3592.0,3768.0,2933.0,2644.0,3413.0,3212.0,3451.0,3271.0
Other,11063.0,12105.0,12716.0,13200.0,13164.0,14137.0,14817.0,13711.0,13114.0,13048.0
Parking,4853.0,6165.0,5983.0,6166.0,6029.0,5406.0,5260.0,5503.0,5218.0,4963.0
Pavement /Footway Defects,8230.0,10137.0,9911.0,11614.0,11681.0,12040.0,14856.0,14041.0,16129.0,17999.0
Property Damage,15.0,8.0,16.0,15.0,27.0,31.0,47.0,40.0,59.0,66.0
Public Toilets,75.0,97.0,93.0,112.0,126.0,113.0,163.0,113.0,103.0,93.0
Retaining Wall,29.0,39.0,32.0,32.0,15.0,26.0,30.0,28.0,38.0,8.0
Right of Way,1770.0,2846.0,3749.0,5001.0,4848.0,5269.0,6323.0,6188.0,5805.0,4566.0
Road Safety,4596.0,6205.0,7117.0,8855.0,8786.0,10492.0,12064.0,12245.0,12359.0,12535.0
Road Surface Defects,19392.0,24675.0,30661.0,39871.0,46701.0,58840.0,74022.0,74899.0,82250.0,81400.0
Rubbish,46570.0,63560.0,65743.0,71916.0,59328.0,55730.0,41582.0,40773.0,34290.0,27129.0
Street Furniture,1020.0,3807.0,3858.0,5786.0,6029.0,4566.0,5141.0,6558.0,5706.0,4287.0
Street Lights,12559.0,14841.0,15053.0,17589.0,17987.0,18996.0,22328.0,24130.0,27304.0,32121.0
Utility Works,140.0,267.0,288.0,380.0,278.0,294.0,266.0,203.0,180.0,190.0
