SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,13997.0,13506.0,11806.0,7558.0,5028.0,4001.0,3470.0,3379.0,2927.0,1781.0
Accumulated Litter,2008.0,1226.0,431.0,847.0,646.0,774.0,331.0,660.0,390.0,134.0
Admin,1069.0,271.0,40.0,,,,,,,
Barriers/Bollards on RoW,103.0,83.0,47.0,106.0,80.0,65.0,48.0,98.0,106.0,26.0
Benches/Bicycle Racks,,70.0,20.0,5.0,10.0,5.0,18.0,9.0,12.0,9.0
Bin Collection,311.0,152.0,53.0,16.0,27.0,12.0,13.0,24.0,8.0,
Bin Repair/Replacement,471.0,248.0,58.0,75.0,73.0,72.0,74.0,76.0,48.0,5.0
Blocked Drains,2537.0,4219.0,3181.0,2854.0,3638.0,4720.0,4915.0,5827.0,6324.0,3027.0
Bridge/Culvert Defects,120.0,141.0,125.0,150.0,253.0,355.0,371.0,418.0,670.0,312.0
Broken Fire Hydrant,,,,1.0,,,,,1.0,
Broken Kerbs,5.0,68.0,134.0,162.0,223.0,286.0,275.0,293.0,273.0,215.0
Bus Stops Damage,869.0,833.0,675.0,608.0,478.0,485.0,483.0,376.0,390.0,308.0
C.C.T.V Faults,,2.0,1.0,,,,,,,
Countryside RoW,,,,1.0,4.0,6.0,13.0,6.0,4.0,
Dangerous Building/Structure,337.0,183.0,50.0,24.0,7.0,4.0,2.0,,,
Dead Animals,1227.0,1894.0,1503.0,756.0,470.0,265.0,192.0,348.0,272.0,70.0
Debris/Spillage,266.0,255.0,144.0,156.0,270.0,320.0,370.0,481.0,461.0,266.0
Demo,33.0,10.0,,,,,,,,
Discarded Syringes,,41.0,79.0,43.0,13.0,1.0,,,,
Dog Fouling,2919.0,3032.0,2844.0,3121.0,2235.0,2641.0,2253.0,2162.0,2147.0,2230.0
Dog Litter Bin,27.0,25.0,24.0,27.0,26.0,49.0,33.0,45.0,40.0,10.0
Dumped Rubbish,11299.0,10743.0,5773.0,1999.0,595.0,107.0,38.0,9.0,,
Environmental Health,,9.0,23.0,65.0,45.0,27.0,18.0,14.0,6.0,1.0
Fallen/Dangerous Trees,3660.0,4281.0,3913.0,4137.0,4740.0,5064.0,5264.0,4988.0,4847.0,3091.0
Fences,9.0,42.0,62.0,67.0,47.0,59.0,39.0,61.0,56.0,17.0
Flooding,274.0,704.0,616.0,514.0,623.0,800.0,1054.0,1221.0,1936.0,1488.0
Floral displays,30.0,58.0,56.0,11.0,7.0,5.0,2.0,,,
Fly-tipping,117843.0,52250.0,27444.0,20532.0,15089.0,14341.0,13938.0,14208.0,13805.0,9900.0
Flyposting,1570.0,934.0,700.0,602.0,579.0,564.0,562.0,540.0,536.0,461.0
Garden Waste,2427.0,908.0,130.0,6.0,3.0,1.0,,,,
Gates/Stiles RoW,,1.0,,5.0,11.0,11.0,12.0,47.0,110.0,146.0
General Highways Enquiries,2449.0,2800.0,1402.0,508.0,304.0,217.0,173.0,229.0,184.0,83.0
Graffiti,14039.0,12578.0,6709.0,3339.0,2679.0,1960.0,1788.0,1300.0,1231.0,1045.0
Grass/Weed Control,760.0,1621.0,1731.0,1516.0,1788.0,1900.0,2254.0,2482.0,2785.0,1423.0
Grids and Drains,28.0,63.0,34.0,25.0,26.0,32.0,23.0,4.0,29.0,34.0
