SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,9860.0,12169.0,12572.0,9058.0,5862.0,4587.0,3742.0,3399.0,3298.0,2906.0
Bridge/Culvert Defects,30.0,131.0,291.0,290.0,283.0,243.0,355.0,428.0,416.0,448.0
Bus Stops Damage,713.0,668.0,796.0,551.0,475.0,442.0,487.0,428.0,468.0,477.0
Dangerous Building/Structure,383.0,160.0,49.0,19.0,8.0,14.0,21.0,38.0,28.0,3.0
Dog Fouling,3098.0,2596.0,2914.0,2612.0,2509.0,2454.0,2241.0,2124.0,2503.0,2533.0
Environmental Health,844.0,1644.0,1806.0,1184.0,491.0,302.0,184.0,166.0,239.0,391.0
Fences,4.0,24.0,48.0,57.0,62.0,66.0,63.0,59.0,44.0,32.0
Gritting,45.0,126.0,131.0,95.0,157.0,167.0,203.0,153.0,224.0,227.0
Grounds Maintenance,442.0,406.0,447.0,391.0,587.0,449.0,720.0,583.0,459.0,203.0
Open Spaces/Parks,3773.0,4814.0,4775.0,4273.0,2581.0,2290.0,1923.0,1788.0,1882.0,1795.0
Other,13805.0,13778.0,13150.0,12458.0,11907.0,11974.0,11668.0,11112.0,10220.0,10459.0
Parking,5738.0,6935.0,6427.0,5515.0,5258.0,5081.0,4445.0,4066.0,3690.0,3448.0
Pavement /Footway Defects,12866.0,15330.0,14955.0,13063.0,10654.0,10911.0,11037.0,10606.0,9324.0,7484.0
Property Damage,1.0,23.0,10.0,30.0,58.0,49.0,58.0,41.0,26.0,28.0
Public Toilets,133.0,108.0,90.0,83.0,94.0,92.0,85.0,101.0,85.0,105.0
Retaining Wall,,11.0,43.0,64.0,47.0,53.0,36.0,18.0,1.0,4.0
Right of Way,1868.0,4152.0,6720.0,6984.0,5210.0,5014.0,4424.0,4290.0,3926.0,3777.0
Road Safety,10344.0,9303.0,9979.0,8942.0,8586.0,8245.0,8525.0,9218.0,8661.0,7883.0
Road Surface Defects,25842.0,38823.0,49778.0,46387.0,46798.0,46641.0,56573.0,61550.0,58173.0,58977.0
Rubbish,140983.0,99887.0,61272.0,41160.0,29423.0,24553.0,21968.0,20560.0,21749.0,19840.0
Street Furniture,3824.0,10556.0,12406.0,7928.0,3587.0,2055.0,1745.0,1595.0,1440.0,961.0
Street Lights,12131.0,16708.0,22622.0,20952.0,18743.0,17791.0,19814.0,20812.0,19214.0,15712.0
Utility Works,82.0,136.0,278.0,392.0,423.0,389.0,377.0,244.0,144.0,21.0
