SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,376.0,281.0,192.0,167.0,151.0,147.0,138.0,146.0,106.0,100.0
Bus Stops Damage,136.0,78.0,73.0,72.0,60.0,54.0,45.0,46.0,42.0,55.0
Dog Fouling,543.0,335.0,285.0,521.0,403.0,192.0,293.0,283.0,246.0,219.0
Fallen/Dangerous Trees,139.0,104.0,92.0,91.0,130.0,123.0,108.0,109.0,160.0,157.0
Fly-tipping,1784.0,699.0,453.0,524.0,425.0,318.0,329.0,650.0,338.0,224.0
Flyposting,33.0,16.0,4.0,13.0,10.0,8.0,9.0,11.0,14.0,16.0
Graffiti,375.0,132.0,100.0,107.0,100.0,83.0,53.0,94.0,60.0,77.0
Highway Condition,1511.0,961.0,790.0,917.0,1056.0,1032.0,1221.0,1423.0,1304.0,1244.0
Open Spaces/Parks,209.0,202.0,134.0,168.0,122.0,141.0,113.0,121.0,154.0,145.0
Other,1123.0,722.0,643.0,505.0,566.0,565.0,651.0,672.0,602.0,582.0
Parking,693.0,325.0,257.0,266.0,203.0,194.0,151.0,166.0,149.0,152.0
Pavement /Footway Defects,1297.0,676.0,556.0,535.0,505.0,494.0,493.0,548.0,573.0,686.0
Potholes,3964.0,2692.0,2290.0,2211.0,2541.0,3360.0,4296.0,4422.0,3690.0,3196.0
Public Toilets,11.0,10.0,4.0,4.0,7.0,6.0,8.0,7.0,2.0,4.0
Rubbish,1884.0,754.0,431.0,325.0,331.0,203.0,217.0,284.0,203.0,179.0
Street Cleaning,534.0,386.0,203.0,182.0,131.0,159.0,121.0,162.0,135.0,139.0
Street Lights,1981.0,1236.0,1057.0,1031.0,942.0,1170.0,1034.0,1166.0,1267.0,1370.0
Street Name Plates,56.0,39.0,31.0,36.0,39.0,33.0,42.0,37.0,38.0,46.0
Street Signs,422.0,247.0,123.0,209.0,177.0,221.0,218.0,268.0,241.0,220.0
Traffic Lights,465.0,182.0,132.0,144.0,122.0,129.0,179.0,139.0,126.0,122.0
