SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,79.0,125.0,114.0,112.0,94.0,102.0,85.0,68.0,67.0,60.0
Bus Stops Damage,31.0,18.0,27.0,34.0,19.0,35.0,31.0,31.0,25.0,29.0
Dog Fouling,142.0,139.0,189.0,185.0,296.0,218.0,170.0,126.0,107.0,89.0
Fallen/Dangerous Trees,61.0,102.0,93.0,136.0,134.0,174.0,156.0,174.0,177.0,175.0
Fly-tipping,1181.0,751.0,927.0,826.0,625.0,718.0,463.0,744.0,557.0,566.0
Flyposting,24.0,5.0,29.0,24.0,48.0,25.0,18.0,27.0,20.0,33.0
Graffiti,55.0,56.0,71.0,59.0,37.0,67.0,57.0,84.0,58.0,160.0
Highway Condition,288.0,348.0,423.0,454.0,506.0,689.0,553.0,683.0,834.0,861.0
Open Spaces/Parks,80.0,98.0,127.0,108.0,91.0,141.0,93.0,124.0,137.0,157.0
Other,300.0,440.0,411.0,406.0,382.0,415.0,343.0,395.0,391.0,424.0
Parking,216.0,257.0,292.0,222.0,275.0,221.0,176.0,264.0,199.0,262.0
Pavement /Footway Defects,268.0,407.0,383.0,355.0,364.0,486.0,373.0,428.0,424.0,548.0
Potholes,541.0,731.0,669.0,801.0,827.0,942.0,1027.0,1288.0,1731.0,1944.0
Public Toilets,3.0,6.0,,8.0,3.0,,6.0,5.0,9.0,9.0
Rubbish,401.0,239.0,395.0,302.0,379.0,418.0,191.0,325.0,319.0,271.0
Street Cleaning,182.0,185.0,257.0,192.0,130.0,215.0,132.0,235.0,171.0,211.0
Street Lights,408.0,660.0,619.0,651.0,602.0,624.0,575.0,531.0,780.0,691.0
Street Name Plates,24.0,35.0,18.0,23.0,14.0,37.0,27.0,35.0,21.0,30.0
Street Signs,52.0,54.0,72.0,77.0,84.0,113.0,90.0,122.0,130.0,176.0
Traffic Lights,36.0,39.0,59.0,31.0,42.0,69.0,50.0,60.0,60.0,62.0
