SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,4148.0,6713.0,7913.0,9272.0,8860.0,6651.0,5841.0,6103.0,6073.0,5879.0
Accumulated Litter,87.0,512.0,539.0,720.0,1275.0,1080.0,897.0,748.0,729.0,860.0
Admin,53.0,302.0,224.0,339.0,175.0,157.0,42.0,56.0,32.0,
Barriers/Bollards on RoW,11.0,53.0,53.0,64.0,102.0,110.0,93.0,95.0,78.0,103.0
Benches/Bicycle Racks,3.0,11.0,8.0,10.0,10.0,30.0,13.0,6.0,7.0,60.0
Bin Collection,14.0,81.0,114.0,75.0,85.0,72.0,52.0,25.0,57.0,41.0
Bin Repair/Replacement,61.0,198.0,201.0,192.0,93.0,131.0,131.0,62.0,57.0,74.0
Blocked Drains,764.0,1319.0,2099.0,2768.0,3109.0,4090.0,5384.0,6290.0,7601.0,7818.0
Bridge/Culvert Defects,66.0,66.0,169.0,238.0,207.0,362.0,483.0,392.0,501.0,431.0
Broken Fire Hydrant,,1.0,,,,,,,1.0,
Broken Kerbs,36.0,61.0,104.0,143.0,153.0,178.0,252.0,182.0,291.0,534.0
Bus Stops Damage,410.0,632.0,602.0,726.0,618.0,534.0,529.0,470.0,443.0,541.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,1.0,,3.0,3.0,7.0,2.0,14.0,4.0,
Dangerous Building/Structure,25.0,86.0,92.0,102.0,79.0,65.0,48.0,36.0,31.0,43.0
Dead Animals,150.0,523.0,658.0,778.0,925.0,750.0,711.0,798.0,872.0,832.0
Debris/Spillage,47.0,116.0,183.0,240.0,221.0,286.0,461.0,444.0,530.0,461.0
Demo,,9.0,9.0,10.0,4.0,10.0,,,1.0,
Discarded Syringes,,48.0,15.0,62.0,18.0,9.0,7.0,17.0,,1.0
Dog Fouling,1966.0,2773.0,2968.0,3326.0,3579.0,2808.0,2447.0,2214.0,1852.0,1651.0
Dog Litter Bin,4.0,21.0,24.0,36.0,32.0,46.0,49.0,26.0,31.0,37.0
Dumped Rubbish,2675.0,2277.0,4128.0,4518.0,3832.0,2345.0,2164.0,3579.0,2780.0,2265.0
Environmental Health,3.0,22.0,17.0,22.0,38.0,46.0,14.0,18.0,14.0,14.0
Fallen/Dangerous Trees,1706.0,2826.0,3277.0,3861.0,4237.0,4528.0,5142.0,5197.0,6238.0,6973.0
Fences,4.0,36.0,37.0,48.0,54.0,55.0,56.0,54.0,63.0,52.0
Flooding,201.0,354.0,606.0,826.0,798.0,1224.0,1233.0,1524.0,1390.0,1074.0
Floral displays,6.0,10.0,11.0,20.0,13.0,15.0,9.0,34.0,21.0,30.0
Fly-tipping,30406.0,42994.0,41687.0,45882.0,38107.0,26606.0,21017.0,18150.0,17045.0,17456.0
Flyposting,508.0,780.0,702.0,747.0,837.0,643.0,687.0,591.0,761.0,792.0
Garden Waste,74.0,539.0,572.0,869.0,555.0,502.0,120.0,140.0,101.0,3.0
Gates/Stiles RoW,,1.0,3.0,8.0,4.0,19.0,30.0,92.0,146.0,40.0
General Highways Enquiries,238.0,541.0,950.0,990.0,1136.0,1049.0,921.0,771.0,920.0,833.0
Graffiti,2586.0,5137.0,6538.0,6127.0,5739.0,4317.0,3809.0,4373.0,3266.0,4776.0
Grass/Weed Control,204.0,495.0,733.0,1219.0,1283.0,1639.0,2207.0,2677.0,3859.0,3944.0
Grids and Drains,41.0,32.0,24.0,31.0,12.0,23.0,24.0,31.0,45.0,35.0
Grit Bins,29.0,52.0,46.0,100.0,80.0,81.0,87.0,81.0,105.0,80.0
Gritting,10.0,9.0,16.0,29.0,45.0,34.0,24.0,23.0,13.0,12.0
Grounds Maintenance,,,,,3.0,2.0,5.0,1.0,12.0,11.0
Gullies,510.0,430.0,661.0,708.0,478.0,442.0,799.0,922.0,993.0,1419.0
Gully/Manhole Defects,49.0,111.0,116.0,230.0,266.0,297.0,211.0,525.0,440.0,361.0
