SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,183.0,180.0,225.0,265.0,196.0,158.0,156.0,138.0,158.0,144.0
Bus Stops Damage,63.0,56.0,68.0,91.0,63.0,49.0,53.0,60.0,72.0,86.0
Dog Fouling,487.0,363.0,289.0,279.0,553.0,294.0,224.0,311.0,206.0,314.0
Fallen/Dangerous Trees,82.0,86.0,82.0,147.0,128.0,139.0,107.0,140.0,148.0,154.0
Fly-tipping,584.0,592.0,547.0,765.0,583.0,614.0,495.0,525.0,502.0,537.0
Flyposting,13.0,11.0,8.0,17.0,13.0,15.0,17.0,13.0,19.0,8.0
Graffiti,96.0,117.0,111.0,103.0,109.0,118.0,107.0,111.0,131.0,178.0
Highway Condition,844.0,764.0,679.0,930.0,1067.0,1279.0,1331.0,1372.0,1464.0,1727.0
Open Spaces/Parks,146.0,132.0,166.0,183.0,180.0,164.0,107.0,129.0,131.0,171.0
Other,627.0,620.0,664.0,684.0,650.0,744.0,583.0,640.0,680.0,739.0
Parking,303.0,305.0,239.0,324.0,257.0,280.0,210.0,196.0,205.0,237.0
Pavement /Footway Defects,526.0,555.0,481.0,622.0,591.0,659.0,609.0,734.0,844.0,741.0
Potholes,2886.0,2415.0,2017.0,2484.0,2570.0,3219.0,3790.0,4013.0,4250.0,5015.0
Public Toilets,6.0,5.0,4.0,4.0,8.0,7.0,8.0,8.0,8.0,5.0
Rubbish,475.0,389.0,350.0,556.0,472.0,411.0,405.0,486.0,705.0,562.0
Street Cleaning,219.0,209.0,177.0,262.0,216.0,227.0,206.0,213.0,151.0,272.0
Street Lights,1005.0,909.0,932.0,1153.0,1042.0,1398.0,1361.0,1454.0,1419.0,1581.0
Street Name Plates,23.0,37.0,28.0,43.0,40.0,70.0,37.0,34.0,40.0,45.0
Street Signs,150.0,129.0,128.0,191.0,175.0,297.0,261.0,298.0,328.0,389.0
Traffic Lights,187.0,142.0,138.0,157.0,150.0,183.0,214.0,159.0,181.0,229.0
