SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,183.0,180.0,225.0,265.0,196.0,158.0,156.0,138.0,158.0,144.0
Bus Stops Damage,63.0,56.0,68.0,91.0,63.0,49.0,53.0,60.0,72.0,86.0
Dog Fouling,487.0,363.0,289.0,279.0,553.0,294.0,224.0,311.0,206.0,314.0
Open Spaces/Parks,146.0,132.0,166.0,183.0,180.0,164.0,107.0,129.0,131.0,171.0
Other,627.0,620.0,664.0,684.0,650.0,744.0,583.0,640.0,680.0,739.0
Parking,303.0,305.0,239.0,324.0,257.0,280.0,210.0,196.0,205.0,237.0
Pavement /Footway Defects,526.0,555.0,481.0,622.0,591.0,659.0,609.0,734.0,844.0,741.0
Public Toilets,6.0,5.0,4.0,4.0,8.0,7.0,8.0,8.0,8.0,5.0
Road Safety,337.0,271.0,266.0,348.0,325.0,480.0,475.0,457.0,509.0,618.0
Road Surface Defects,2886.0,2415.0,2017.0,2484.0,2570.0,3219.0,3790.0,4013.0,4250.0,5015.0
Rubbish,1278.0,1190.0,1074.0,1583.0,1271.0,1252.0,1106.0,1224.0,1358.0,1371.0
Street Furniture,23.0,37.0,28.0,43.0,40.0,70.0,37.0,34.0,40.0,45.0
Street Lights,1005.0,909.0,932.0,1153.0,1042.0,1398.0,1361.0,1454.0,1419.0,1581.0
