SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,105.0,109.0,128.0,141.0,195.0,149.0,264.0,179.0,212.0,321.0
Bus Stops Damage,25.0,46.0,50.0,66.0,51.0,80.0,93.0,63.0,98.0,89.0
Dog Fouling,148.0,364.0,256.0,208.0,293.0,219.0,261.0,266.0,888.0,417.0
Highways Enquiries,1784.0,1429.0,975.0,972.0,1093.0,941.0,958.0,1013.0,1081.0,1213.0
Incivilities,46.0,73.0,88.0,97.0,101.0,110.0,166.0,142.0,205.0,287.0
Open Spaces/Parks,111.0,168.0,166.0,180.0,142.0,178.0,127.0,135.0,136.0,166.0
Other,651.0,657.0,607.0,630.0,619.0,612.0,601.0,590.0,724.0,939.0
Overgrown/Fallen Veg/Trees,147.0,133.0,127.0,140.0,111.0,115.0,121.0,110.0,96.0,113.0
Parking,85.0,157.0,205.0,213.0,239.0,267.0,273.0,318.0,372.0,427.0
Pavement /Footway Defects,365.0,614.0,502.0,639.0,597.0,642.0,687.0,653.0,769.0,894.0
Public Toilets,12.0,2.0,3.0,2.0,4.0,9.0,3.0,8.0,6.0,14.0
Road Safety,371.0,382.0,365.0,350.0,364.0,382.0,442.0,478.0,458.0,494.0
Road Surface Defects,6942.0,4508.0,2496.0,2482.0,2768.0,2470.0,3022.0,2473.0,2818.0,2680.0
Rubbish,1226.0,1032.0,715.0,747.0,925.0,920.0,1485.0,1198.0,1884.0,2574.0
Street Furniture,25.0,46.0,61.0,44.0,39.0,46.0,27.0,32.0,40.0,37.0
Street Lights,692.0,1256.0,1332.0,1251.0,1162.0,1314.0,1291.0,1344.0,1334.0,1278.0
