SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3091.0,5405.0,7409.0,7999.0,7511.0,6916.0,6536.0,7394.0,7331.0,7861.0
Bin Replacement,10.0,47.0,85.0,147.0,128.0,224.0,191.0,159.0,185.0,330.0
Bridge/Culvert Defects,102.0,149.0,188.0,215.0,208.0,328.0,339.0,527.0,523.0,336.0
Bus Stops Damage,438.0,520.0,537.0,506.0,649.0,507.0,518.0,450.0,565.0,815.0
Dangerous Building/Structure,9.0,44.0,43.0,63.0,44.0,61.0,66.0,65.0,125.0,203.0
Dog Fouling,1585.0,2373.0,2730.0,2981.0,2971.0,2862.0,2586.0,2610.0,2472.0,2414.0
Drainage,2061.0,3022.0,3966.0,4347.0,5130.0,6319.0,7791.0,10665.0,12203.0,13431.0
Environmental Health,51.0,418.0,667.0,763.0,957.0,812.0,825.0,1032.0,739.0,987.0
Fences,8.0,29.0,42.0,56.0,62.0,49.0,64.0,64.0,43.0,42.0
Floral Displays,,7.0,11.0,4.0,14.0,18.0,31.0,30.0,31.0,23.0
Gritting,65.0,71.0,86.0,116.0,108.0,156.0,161.0,221.0,244.0,300.0
Grounds Maintenance,202.0,243.0,425.0,484.0,397.0,471.0,530.0,564.0,709.0,662.0
Highways Enquiries,7699.0,9464.0,10369.0,11751.0,11892.0,13374.0,15610.0,17723.0,20195.0,20432.0
Incivilities,2304.0,3156.0,3727.0,3533.0,4784.0,4957.0,4931.0,6381.0,8264.0,12163.0
Open Spaces/Parks,1827.0,2664.0,3283.0,2951.0,3228.0,3605.0,3062.0,3388.0,3289.0,2597.0
Other,8754.0,10217.0,11534.0,11605.0,11306.0,12198.0,12582.0,13520.0,13946.0,14869.0
Overgrown/Fallen Veg/Trees,3084.0,5344.0,6973.0,7150.0,8691.0,11059.0,12859.0,15285.0,15729.0,14075.0
Parking,4175.0,4934.0,5169.0,5394.0,5308.0,5144.0,5177.0,5009.0,5006.0,5287.0
Pavement /Footway Defects,6414.0,7454.0,8814.0,9985.0,9285.0,10884.0,12276.0,13713.0,15855.0,21550.0
Property Damage,5.0,15.0,21.0,25.0,26.0,23.0,39.0,51.0,56.0,63.0
Public Toilets,32.0,63.0,69.0,97.0,87.0,86.0,122.0,141.0,117.0,162.0
Retaining Wall,23.0,13.0,33.0,8.0,17.0,19.0,18.0,29.0,17.0,100.0
Right of Way,1916.0,2950.0,4555.0,5333.0,5403.0,4650.0,4564.0,6069.0,5552.0,5373.0
Road Safety,3790.0,4895.0,6070.0,6851.0,7225.0,8537.0,9845.0,11957.0,14096.0,16420.0
Road Surface Defects,17669.0,23305.0,29288.0,32712.0,39227.0,49198.0,59606.0,76238.0,86027.0,76272.0
Rubbish,34104.0,38230.0,47090.0,43595.0,45697.0,54008.0,44129.0,55194.0,57752.0,61596.0
Street Furniture,903.0,3572.0,5078.0,4304.0,4741.0,4037.0,5630.0,5980.0,6553.0,5299.0
Street Lights,11771.0,13570.0,15286.0,15616.0,15916.0,18245.0,21302.0,23230.0,23318.0,26245.0
Utility Works,102.0,169.0,239.0,299.0,266.0,257.0,235.0,259.0,220.0,440.0
