SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3355.0,5697.0,6988.0,7663.0,7291.0,6927.0,7120.0,7243.0,8328.0,6841.0
Accumulated Litter,309.0,113.0,159.0,561.0,429.0,560.0,934.0,959.0,1570.0,1853.0
Admin,,19.0,127.0,145.0,112.0,274.0,229.0,221.0,131.0,122.0
Barriers/Bollards on RoW,34.0,32.0,39.0,49.0,61.0,63.0,94.0,90.0,141.0,159.0
Benches/Bicycle Racks,7.0,9.0,18.0,21.0,5.0,11.0,10.0,8.0,12.0,57.0
Bin Collection,1.0,14.0,26.0,42.0,69.0,105.0,69.0,106.0,98.0,86.0
Bin Repair/Replacement,28.0,29.0,87.0,138.0,135.0,174.0,187.0,113.0,187.0,122.0
Blocked Drains,1303.0,1486.0,2063.0,2727.0,3165.0,3752.0,5376.0,6003.0,7701.0,7666.0
Bridge/Culvert Defects,133.0,131.0,210.0,283.0,272.0,302.0,359.0,400.0,494.0,331.0
Broken Fire Hydrant,,1.0,,,,,,,,1.0
Broken Kerbs,89.0,101.0,105.0,164.0,108.0,160.0,180.0,246.0,360.0,421.0
Bus Stops Damage,491.0,507.0,514.0,585.0,629.0,533.0,537.0,485.0,581.0,643.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,1.0,,1.0,4.0,10.0,13.0,1.0,3.0,1.0,
Dangerous Building/Structure,,11.0,38.0,46.0,64.0,54.0,85.0,86.0,87.0,136.0
Dead Animals,54.0,313.0,476.0,653.0,809.0,828.0,881.0,890.0,1177.0,916.0
Debris/Spillage,85.0,116.0,207.0,227.0,238.0,313.0,422.0,450.0,532.0,399.0
Demo,,,3.0,4.0,3.0,9.0,6.0,6.0,11.0,1.0
Discarded Syringes,,57.0,52.0,33.0,9.0,17.0,,9.0,,
Dog Fouling,1857.0,2635.0,2953.0,2942.0,3044.0,2548.0,2586.0,2587.0,2450.0,1982.0
Dog Litter Bin,7.0,17.0,37.0,45.0,30.0,23.0,34.0,33.0,40.0,40.0
Dumped Rubbish,4.0,2553.0,1548.0,2110.0,3418.0,2932.0,2783.0,6083.0,5575.0,3557.0
Environmental Health,31.0,18.0,18.0,9.0,15.0,13.0,21.0,28.0,34.0,21.0
Fallen/Dangerous Trees,2304.0,2909.0,3286.0,3628.0,4186.0,4563.0,5133.0,5312.0,5878.0,6786.0
Fences,22.0,38.0,57.0,38.0,69.0,52.0,59.0,55.0,40.0,29.0
Flooding,408.0,522.0,657.0,835.0,752.0,882.0,1118.0,1187.0,1706.0,1163.0
Floral displays,,6.0,8.0,8.0,10.0,17.0,17.0,27.0,39.0,37.0
Fly-tipping,22890.0,24227.0,30663.0,30722.0,28137.0,33262.0,40018.0,34727.0,32298.0,22406.0
Flyposting,407.0,521.0,640.0,710.0,676.0,815.0,740.0,856.0,854.0,829.0
Garden Waste,,48.0,187.0,317.0,278.0,539.0,719.0,582.0,534.0,271.0
Gates/Stiles RoW,,9.0,4.0,25.0,10.0,24.0,67.0,58.0,121.0,25.0
General Highways Enquiries,383.0,222.0,371.0,798.0,564.0,449.0,896.0,937.0,1598.0,2131.0
Graffiti,1888.0,2764.0,2814.0,3753.0,4614.0,4834.0,5308.0,5731.0,7925.0,7037.0
Grass/Weed Control,481.0,891.0,1017.0,1326.0,1470.0,1789.0,2593.0,2915.0,3119.0,2659.0
Grids and Drains,29.0,22.0,17.0,28.0,15.0,58.0,42.0,11.0,44.0,32.0
Grit Bins,72.0,48.0,59.0,69.0,72.0,95.0,78.0,76.0,77.0,95.0
Gritting,9.0,5.0,2.0,15.0,11.0,8.0,27.0,32.0,62.0,44.0
Grounds Maintenance,,1.0,1.0,,3.0,,3.0,6.0,11.0,9.0
Gullies,704.0,466.0,483.0,832.0,574.0,405.0,698.0,636.0,953.0,1611.0
Gully/Manhole Defects,84.0,119.0,215.0,194.0,171.0,184.0,235.0,362.0,569.0,473.0
Highway Condition,7940.0,9583.0,10840.0,10902.0,12437.0,13354.0,15436.0,16285.0,17039.0,16788.0
Highway Drainage,2.0,7.0,6.0,6.0,20.0,36.0,14.0,45.0,47.0,28.0
Ice & Snow,12.0,5.0,28.0,15.0,19.0,23.0,39.0,63.0,62.0,69.0
Leafing,3.0,45.0,83.0,71.0,112.0,138.0,233.0,306.0,504.0,504.0
Lewisham Homes,,,19.0,86.0,156.0,110.0,184.0,121.0,45.0,20.0
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,394.0,733.0,768.0,1097.0,1189.0,1216.0,1844.0,2288.0,4161.0,3322.0
Manhole Covers,398.0,453.0,673.0,785.0,736.0,778.0,949.0,888.0,1173.0,893.0
Manhole Defects,1.0,6.0,24.0,28.0,39.0,17.0,62.0,22.0,28.0,33.0
Missed Bin Collection,,12.0,105.0,322.0,249.0,386.0,684.0,399.0,246.0,136.0
Noise,15.0,7.0,17.0,25.0,19.0,11.0,20.0,8.0,3.0,2.0
Obstruction,1826.0,1444.0,1864.0,2482.0,2176.0,2089.0,2130.0,1987.0,2666.0,2673.0
Open Spaces/Parks,2041.0,2602.0,2506.0,3098.0,3206.0,3645.0,3068.0,3179.0,3892.0,2648.0
Other,9542.0,10687.0,11834.0,11797.0,11206.0,10674.0,12562.0,12643.0,13426.0,11793.0
Overgrown Vegetation,1433.0,2196.0,2334.0,3094.0,2924.0,3506.0,4445.0,5438.0,7957.0,6238.0
Parking,4231.0,5296.0,5586.0,5320.0,5384.0,5158.0,5119.0,5087.0,4891.0,4531.0
Pavement /Footway Defects,7831.0,9796.0,10941.0,12690.0,12659.0,12927.0,14552.0,15903.0,19033.0,21319.0
Pest Control,2.0,9.0,10.0,5.0,1.0,3.0,7.0,1.0,3.0,5.0
Phoenix HA,,5.0,42.0,12.0,23.0,,,,,
Potholes,17766.0,21811.0,25716.0,29437.0,32505.0,38286.0,51015.0,58167.0,64827.0,60877.0
Property Damage,13.0,21.0,26.0,22.0,37.0,33.0,33.0,48.0,49.0,42.0
Protected Trees,,,,1.0,,,,1.0,,1.0
Public Toilets,52.0,62.0,66.0,79.0,118.0,104.0,119.0,110.0,148.0,118.0
Recycling,203.0,56.0,17.0,112.0,75.0,110.0,84.0,110.0,114.0,71.0
Retaining Wall,24.0,29.0,19.0,40.0,37.0,15.0,17.0,19.0,26.0,51.0
Right of Way,477.0,472.0,973.0,792.0,1223.0,961.0,1010.0,1168.0,1503.0,845.0
Road Markings,594.0,730.0,1060.0,1345.0,990.0,1704.0,1597.0,1761.0,2189.0,2094.0
Road Safety,26.0,52.0,54.0,65.0,33.0,64.0,80.0,49.0,62.0,4.0
Road Surface Defects,1940.0,2831.0,3164.0,4564.0,4627.0,5325.0,5862.0,9052.0,13319.0,12902.0
Road Works,148.0,269.0,485.0,428.0,315.0,323.0,558.0,469.0,719.0,636.0
Road/Pavement Defects,26.0,229.0,663.0,951.0,1199.0,1481.0,1629.0,1878.0,2132.0,2517.0
Rubbish,5150.0,5702.0,5120.0,5045.0,5089.0,5656.0,5407.0,4780.0,4411.0,4318.0
Salt Bins,,7.0,7.0,19.0,13.0,19.0,18.0,31.0,60.0,63.0
Shopping Trolley,48.0,97.0,33.0,140.0,90.0,182.0,170.0,92.0,27.0,28.0
Sign or Marking,,1.0,,,,4.0,,4.0,4.0,3.0
Skips,3.0,,18.0,14.0,9.0,14.0,23.0,23.0,31.0,25.0
Spillage on Road,41.0,103.0,85.0,124.0,130.0,160.0,179.0,268.0,312.0,246.0
Street Cleaning,4514.0,7629.0,8008.0,8506.0,9032.0,8418.0,8776.0,11841.0,13612.0,10257.0
Street Furniture,199.0,195.0,378.0,449.0,332.0,362.0,407.0,387.0,376.0,459.0
Street Lights,14303.0,14629.0,14812.0,16834.0,16965.0,18628.0,19470.0,19885.0,24192.0,24781.0
Street Name Plates,736.0,809.0,796.0,785.0,887.0,864.0,1027.0,1006.0,1019.0,1225.0
