SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,48.0,94.0,121.0,96.0,153.0,81.0,103.0,66.0,69.0,74.0
Bus Stops Damage,11.0,25.0,30.0,18.0,30.0,27.0,44.0,32.0,25.0,38.0
Dog Fouling,45.0,110.0,213.0,158.0,205.0,254.0,220.0,162.0,131.0,163.0
Fallen/Dangerous Trees,148.0,115.0,118.0,144.0,136.0,110.0,178.0,162.0,122.0,149.0
Fly-tipping,472.0,987.0,1092.0,886.0,952.0,540.0,959.0,680.0,412.0,381.0
Flyposting,7.0,10.0,39.0,25.0,21.0,26.0,42.0,25.0,37.0,21.0
Graffiti,14.0,39.0,103.0,59.0,57.0,51.0,87.0,153.0,61.0,84.0
Highway Condition,1000.0,544.0,500.0,487.0,543.0,476.0,516.0,534.0,473.0,574.0
Open Spaces/Parks,25.0,73.0,182.0,92.0,138.0,92.0,127.0,150.0,106.0,171.0
Other,336.0,333.0,459.0,406.0,466.0,322.0,484.0,440.0,336.0,330.0
Parking,59.0,183.0,224.0,277.0,255.0,225.0,314.0,324.0,214.0,311.0
Pavement /Footway Defects,225.0,343.0,415.0,417.0,509.0,372.0,399.0,495.0,362.0,508.0
Potholes,1753.0,1081.0,886.0,997.0,847.0,766.0,1048.0,981.0,956.0,1192.0
Public Toilets,7.0,4.0,1.0,3.0,5.0,5.0,14.0,6.0,2.0,2.0
Rubbish,90.0,254.0,270.0,456.0,555.0,307.0,486.0,325.0,279.0,221.0
Street Cleaning,66.0,140.0,278.0,231.0,216.0,167.0,242.0,241.0,139.0,195.0
Street Lights,196.0,469.0,584.0,618.0,608.0,648.0,804.0,783.0,583.0,861.0
Street Name Plates,13.0,22.0,36.0,36.0,21.0,12.0,41.0,31.0,27.0,25.0
Street Signs,128.0,116.0,76.0,80.0,97.0,62.0,86.0,124.0,95.0,107.0
Traffic Lights,14.0,47.0,66.0,46.0,64.0,53.0,55.0,57.0,48.0,61.0
