SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,9678.0,11314.0,10662.0,8330.0,7690.0,5807.0,4846.0,3548.0,3185.0,2393.0
Accumulated Litter,867.0,1081.0,1239.0,600.0,728.0,378.0,1082.0,541.0,708.0,223.0
Admin,391.0,453.0,305.0,171.0,60.0,,,,,
Barriers/Bollards on RoW,97.0,56.0,54.0,77.0,55.0,61.0,146.0,76.0,92.0,48.0
Benches/Bicycle Racks,11.0,9.0,56.0,29.0,16.0,12.0,2.0,6.0,10.0,7.0
Bin Collection,145.0,136.0,120.0,105.0,39.0,19.0,33.0,14.0,5.0,
Bin Repair/Replacement,178.0,191.0,178.0,157.0,117.0,72.0,121.0,70.0,92.0,24.0
Blocked Drains,7226.0,5508.0,5075.0,4795.0,3908.0,3546.0,3092.0,2806.0,3381.0,1905.0
Bridge/Culvert Defects,816.0,460.0,341.0,253.0,197.0,191.0,154.0,192.0,214.0,97.0
Broken Fire Hydrant,1.0,,,,,,1.0,,,
Broken Kerbs,279.0,195.0,200.0,196.0,177.0,196.0,200.0,167.0,189.0,135.0
Bus Stops Damage,565.0,762.0,676.0,588.0,547.0,529.0,489.0,468.0,483.0,398.0
C.C.T.V Faults,,1.0,,2.0,,,,,,
Countryside RoW,13.0,2.0,3.0,6.0,3.0,2.0,,4.0,1.0,
Dangerous Building/Structure,168.0,168.0,78.0,77.0,50.0,38.0,11.0,9.0,6.0,2.0
Dead Animals,1074.0,1267.0,1101.0,1133.0,888.0,584.0,501.0,177.0,211.0,61.0
Debris/Spillage,694.0,490.0,379.0,295.0,210.0,239.0,190.0,180.0,204.0,108.0
Demo,8.0,21.0,12.0,2.0,,,,,,
Discarded Syringes,3.0,44.0,34.0,17.0,23.0,29.0,23.0,4.0,,
Dog Fouling,1780.0,2538.0,2860.0,2694.0,2419.0,2640.0,2552.0,2684.0,2623.0,2794.0
Dog Litter Bin,19.0,47.0,42.0,19.0,24.0,37.0,35.0,37.0,20.0,26.0
Dumped Rubbish,6599.0,7386.0,6310.0,4963.0,3069.0,1497.0,536.0,45.0,156.0,2.0
Environmental Health,5.0,6.0,20.0,11.0,12.0,8.0,80.0,35.0,19.0,12.0
Fallen/Dangerous Trees,6017.0,5639.0,5346.0,5305.0,4439.0,4060.0,3858.0,3493.0,3357.0,2471.0
Fences,50.0,90.0,53.0,52.0,52.0,47.0,48.0,40.0,18.0,9.0
Flooding,2168.0,1239.0,1027.0,866.0,741.0,800.0,639.0,688.0,573.0,489.0
Floral displays,10.0,33.0,31.0,39.0,26.0,26.0,4.0,,,
Fly-tipping,72402.0,64411.0,46516.0,31864.0,24269.0,16860.0,15106.0,10825.0,9330.0,7767.0
Flyposting,1257.0,1168.0,993.0,885.0,610.0,519.0,530.0,447.0,359.0,280.0
Garden Waste,770.0,1091.0,836.0,529.0,231.0,8.0,10.0,,,
Gates/Stiles RoW,125.0,56.0,36.0,12.0,14.0,24.0,24.0,4.0,12.0,36.0
General Highways Enquiries,1362.0,1657.0,1822.0,1161.0,963.0,599.0,249.0,262.0,153.0,121.0
Graffiti,6644.0,7706.0,7571.0,6927.0,4869.0,4472.0,3379.0,1989.0,1642.0,1469.0
Grass/Weed Control,3133.0,2702.0,2108.0,2157.0,1846.0,1788.0,1135.0,1417.0,1300.0,674.0
Grids and Drains,,3.0,26.0,37.0,38.0,45.0,25.0,27.0,27.0,70.0
Grit Bins,98.0,71.0,104.0,100.0,81.0,58.0,67.0,60.0,50.0,52.0
Gritting,37.0,39.0,40.0,32.0,32.0,15.0,9.0,5.0,2.0,4.0
Grounds Maintenance,7.0,4.0,3.0,5.0,3.0,1.0,2.0,3.0,5.0,1.0
Gullies,774.0,1045.0,1024.0,951.0,858.0,718.0,459.0,636.0,499.0,398.0
Gully/Manhole Defects,459.0,312.0,300.0,278.0,221.0,311.0,221.0,247.0,166.0,91.0
Highway Condition,18314.0,16775.0,13967.0,12821.0,12151.0,11596.0,11613.0,10907.0,10784.0,11676.0
Highway Drainage,42.0,29.0,27.0,27.0,14.0,14.0,26.0,9.0,2.0,21.0
Ice & Snow,78.0,50.0,31.0,52.0,29.0,25.0,23.0,24.0,16.0,7.0
Leafing,251.0,399.0,489.0,421.0,201.0,143.0,56.0,16.0,21.0,2.0
Lewisham Homes,433.0,200.0,60.0,44.0,4.0,,,,,
Lit Signs,,,1.0,,,,,,,
Litter/Litter Bin,1232.0,1909.0,2804.0,2553.0,2417.0,1641.0,1927.0,872.0,1259.0,398.0
Manhole Covers,1159.0,930.0,979.0,903.0,714.0,859.0,514.0,648.0,579.0,441.0
Manhole Defects,70.0,52.0,36.0,38.0,14.0,11.0,19.0,4.0,6.0,10.0
Missed Bin Collection,876.0,886.0,489.0,214.0,69.0,5.0,,,,
Noise,,1.0,4.0,8.0,20.0,33.0,33.0,10.0,16.0,2.0
Obstruction,3148.0,3101.0,3333.0,3035.0,2486.0,1990.0,1386.0,1182.0,933.0,743.0
Open Spaces/Parks,4188.0,5127.0,4096.0,3278.0,2896.0,2942.0,2483.0,1702.0,1731.0,1442.0
Other,14690.0,14622.0,13836.0,13172.0,11771.0,11891.0,10280.0,9795.0,8773.0,7334.0
Overgrown Vegetation,4771.0,5714.0,6185.0,5380.0,4576.0,3569.0,2934.0,2172.0,2614.0,1650.0
Parking,4475.0,5709.0,5957.0,5649.0,5423.0,5134.0,4890.0,4725.0,4572.0,4069.0
Pavement /Footway Defects,13183.0,17669.0,17903.0,16892.0,15300.0,13594.0,12508.0,11724.0,10617.0,8261.0
Pest Control,,,6.0,6.0,5.0,12.0,9.0,,8.0,
Phoenix HA,55.0,27.0,,,,,,,,
Potholes,78893.0,52982.0,41866.0,38535.0,33655.0,33185.0,31336.0,32701.0,30664.0,26590.0
Property Damage,39.0,44.0,43.0,41.0,25.0,39.0,29.0,28.0,29.0,7.0
Protected Trees,,,1.0,1.0,1.0,,,,,
Public Toilets,119.0,142.0,95.0,114.0,96.0,99.0,88.0,71.0,55.0,97.0
Recycling,86.0,156.0,226.0,208.0,166.0,58.0,31.0,16.0,5.0,
Retaining Wall,12.0,28.0,62.0,61.0,37.0,28.0,11.0,28.0,6.0,4.0
Right of Way,3098.0,1784.0,1122.0,833.0,669.0,587.0,459.0,408.0,341.0,123.0
Road Markings,2400.0,1413.0,1795.0,1537.0,1241.0,1362.0,1422.0,1131.0,1113.0,650.0
Road Safety,122.0,85.0,79.0,42.0,40.0,28.0,24.0,15.0,33.0,21.0
Road Surface Defects,9973.0,9487.0,10304.0,9183.0,6814.0,5890.0,4541.0,2696.0,3222.0,1476.0
Road Works,646.0,610.0,560.0,436.0,335.0,397.0,346.0,503.0,339.0,178.0
Road/Pavement Defects,3022.0,2740.0,2355.0,1762.0,1217.0,684.0,448.0,292.0,142.0,43.0
Rubbish,7203.0,8609.0,6923.0,6038.0,4869.0,3865.0,3712.0,3259.0,3254.0,2946.0
Salt Bins,54.0,18.0,33.0,27.0,32.0,16.0,24.0,23.0,9.0,1.0
Shopping Trolley,262.0,239.0,123.0,69.0,80.0,88.0,18.0,18.0,9.0,1.0
Sign or Marking,,4.0,4.0,2.0,1.0,,,2.0,1.0,2.0
Skips,37.0,27.0,16.0,17.0,20.0,16.0,5.0,10.0,10.0,2.0
Spillage on Road,270.0,270.0,273.0,211.0,180.0,165.0,115.0,59.0,70.0,35.0
Street Cleaning,12175.0,16861.0,15568.0,12765.0,10299.0,8047.0,5607.0,3421.0,3206.0,2644.0
Street Furniture,586.0,640.0,545.0,427.0,325.0,290.0,233.0,242.0,160.0,96.0
Street Lights,14758.0,19841.0,22855.0,24803.0,22247.0,19356.0,17073.0,15933.0,15033.0,12600.0
Street Name Plates,914.0,993.0,1106.0,1070.0,1028.0,900.0,898.0,788.0,758.0,699.0
Street Signs,8510.0,7639.0,6959.0,6625.0,5638.0,5171.0,3746.0,3769.0,3252.0,2570.0
To Let Signs,,2.0,,1.0,1.0,19.0,7.0,,1.0,1.0
Trade Waste,77.0,76.0,67.0,32.0,8.0,,,,1.0,
Traffic Lights,2228.0,2808.0,2646.0,2186.0,2054.0,2063.0,1937.0,1757.0,1321.0,1429.0
Trees and Hedges RoW,661.0,523.0,469.0,393.0,326.0,445.0,402.0,549.0,432.0,141.0
Trees on RoW,74.0,149.0,117.0,80.0,99.0,76.0,94.0,41.0,27.0,17.0
Trenches,,,,,,1.0,,,,
Trip Hazard,314.0,216.0,223.0,237.0,279.0,290.0,269.0,220.0,301.0,372.0
Untaxed Vehcile,44.0,42.0,22.0,22.0,7.0,6.0,2.0,1.0,,
Utility Works,247.0,380.0,353.0,287.0,225.0,252.0,233.0,289.0,140.0,79.0
Vehicle Access,4.0,5.0,2.0,1.0,2.0,4.0,7.0,3.0,,3.0
Zebra Crossing,2.0,4.0,3.0,7.0,5.0,9.0,8.0,3.0,9.0,3.0
