SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,179.0,195.0,242.0,246.0,195.0,191.0,149.0,130.0,149.0,128.0
Bus Stops Damage,54.0,60.0,72.0,71.0,75.0,49.0,47.0,72.0,102.0,59.0
Dog Fouling,465.0,418.0,284.0,279.0,537.0,291.0,290.0,246.0,303.0,207.0
Fallen/Dangerous Trees,79.0,76.0,106.0,114.0,126.0,127.0,148.0,140.0,140.0,157.0
Fly-tipping,556.0,578.0,470.0,817.0,624.0,573.0,637.0,717.0,423.0,349.0
Flyposting,9.0,12.0,12.0,8.0,21.0,11.0,13.0,29.0,9.0,10.0
Graffiti,87.0,109.0,94.0,120.0,119.0,144.0,106.0,134.0,125.0,143.0
Highway Condition,676.0,723.0,748.0,1080.0,971.0,1196.0,1496.0,1613.0,1330.0,1626.0
Open Spaces/Parks,134.0,115.0,163.0,219.0,172.0,142.0,132.0,125.0,137.0,170.0
Other,619.0,531.0,632.0,751.0,735.0,638.0,720.0,691.0,679.0,635.0
Parking,261.0,271.0,293.0,333.0,259.0,260.0,297.0,222.0,198.0,162.0
Pavement /Footway Defects,495.0,466.0,555.0,633.0,595.0,648.0,753.0,768.0,688.0,762.0
Potholes,2294.0,2257.0,2074.0,2814.0,2520.0,3224.0,4854.0,4416.0,3802.0,4407.0
Public Toilets,9.0,,4.0,10.0,6.0,11.0,14.0,2.0,1.0,6.0
Rubbish,427.0,380.0,407.0,533.0,600.0,406.0,481.0,755.0,428.0,394.0
Street Cleaning,196.0,175.0,253.0,289.0,164.0,238.0,205.0,250.0,170.0,212.0
Street Lights,926.0,944.0,913.0,1151.0,1175.0,1368.0,1446.0,1409.0,1386.0,1536.0
Street Name Plates,22.0,34.0,37.0,37.0,49.0,47.0,41.0,43.0,48.0,39.0
Street Signs,116.0,107.0,136.0,209.0,199.0,263.0,350.0,340.0,310.0,316.0
Traffic Lights,144.0,131.0,119.0,184.0,141.0,203.0,220.0,226.0,157.0,215.0
