SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,157.0,236.0,268.0,204.0,196.0,180.0,132.0,123.0,146.0,162.0
Bus Stops Damage,55.0,71.0,71.0,84.0,58.0,50.0,44.0,68.0,79.0,81.0
Dog Fouling,455.0,406.0,298.0,560.0,272.0,261.0,313.0,204.0,331.0,220.0
Fallen/Dangerous Trees,78.0,87.0,89.0,123.0,129.0,133.0,155.0,134.0,134.0,151.0
Fly-tipping,504.0,713.0,582.0,888.0,536.0,588.0,712.0,456.0,459.0,304.0
Flyposting,8.0,15.0,10.0,10.0,13.0,15.0,23.0,14.0,18.0,8.0
Graffiti,86.0,120.0,96.0,113.0,131.0,98.0,152.0,81.0,125.0,179.0
Highway Condition,706.0,795.0,759.0,1058.0,1130.0,1279.0,1564.0,1401.0,1321.0,1445.0
Open Spaces/Parks,131.0,128.0,158.0,227.0,169.0,125.0,133.0,146.0,135.0,156.0
Other,610.0,581.0,663.0,709.0,693.0,726.0,720.0,652.0,625.0,652.0
Parking,251.0,318.0,292.0,305.0,254.0,234.0,231.0,258.0,184.0,229.0
Pavement /Footway Defects,482.0,573.0,511.0,612.0,634.0,616.0,715.0,695.0,688.0,834.0
Potholes,2439.0,2325.0,2155.0,2612.0,3217.0,3969.0,4525.0,4339.0,3560.0,3521.0
Public Toilets,7.0,3.0,4.0,8.0,8.0,14.0,3.0,7.0,4.0,5.0
Rubbish,359.0,484.0,418.0,548.0,456.0,364.0,806.0,368.0,485.0,523.0
Street Cleaning,176.0,216.0,252.0,279.0,167.0,216.0,215.0,197.0,204.0,230.0
Street Lights,899.0,989.0,960.0,1100.0,1445.0,1154.0,1182.0,1412.0,1437.0,1668.0
Street Name Plates,24.0,31.0,37.0,47.0,41.0,45.0,39.0,47.0,45.0,41.0
Street Signs,119.0,132.0,156.0,218.0,236.0,273.0,324.0,298.0,270.0,319.0
Traffic Lights,159.0,136.0,146.0,168.0,160.0,212.0,224.0,166.0,148.0,221.0
