SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,99.0,107.0,103.0,108.0,104.0,96.0,83.0,78.0,73.0,55.0
Bus Stops Damage,23.0,21.0,32.0,29.0,37.0,32.0,30.0,19.0,23.0,31.0
Dog Fouling,169.0,191.0,156.0,280.0,192.0,198.0,153.0,136.0,112.0,73.0
Highways Enquiries,337.0,421.0,373.0,480.0,467.0,685.0,529.0,628.0,806.0,912.0
Incivilities,88.0,61.0,107.0,75.0,99.0,118.0,101.0,56.0,81.0,173.0
Open Spaces/Parks,95.0,96.0,146.0,102.0,91.0,168.0,96.0,71.0,118.0,168.0
Other,433.0,393.0,372.0,402.0,400.0,442.0,370.0,326.0,360.0,407.0
Overgrown/Fallen Veg/Trees,95.0,98.0,90.0,121.0,151.0,166.0,145.0,145.0,159.0,208.0
Parking,263.0,255.0,229.0,252.0,272.0,316.0,197.0,174.0,193.0,226.0
Pavement /Footway Defects,370.0,420.0,364.0,292.0,427.0,542.0,322.0,354.0,378.0,567.0
Public Toilets,3.0,5.0,3.0,2.0,7.0,2.0,2.0,4.0,11.0,10.0
Road Safety,98.0,119.0,108.0,130.0,101.0,220.0,163.0,137.0,166.0,238.0
Road Surface Defects,747.0,697.0,615.0,827.0,774.0,1100.0,971.0,1130.0,1675.0,1964.0
Rubbish,1830.0,1616.0,1107.0,1722.0,1355.0,1282.0,1101.0,672.0,831.0,983.0
Street Furniture,30.0,30.0,24.0,18.0,31.0,27.0,24.0,28.0,21.0,31.0
Street Lights,521.0,653.0,631.0,606.0,512.0,824.0,563.0,555.0,551.0,732.0
