SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,5511.0,8241.0,8485.0,8201.0,8476.0,7761.0,6933.0,5867.0,4369.0,3609.0
Bin Replacement,103.0,154.0,208.0,167.0,224.0,188.0,191.0,139.0,50.0,82.0
Bridge/Culvert Defects,134.0,120.0,91.0,184.0,166.0,215.0,237.0,350.0,519.0,899.0
Bus Stops Damage,616.0,610.0,700.0,665.0,726.0,479.0,502.0,481.0,357.0,369.0
Dangerous Building/Structure,66.0,116.0,98.0,98.0,86.0,71.0,72.0,55.0,35.0,26.0
Dog Fouling,2582.0,2917.0,3268.0,2958.0,3047.0,2700.0,2269.0,1996.0,1961.0,1886.0
Drainage,3638.0,4005.0,4598.0,4778.0,5694.0,6053.0,6849.0,8890.0,10037.0,14393.0
Environmental Health,436.0,753.0,929.0,849.0,798.0,852.0,908.0,874.0,520.0,332.0
Fences,11.0,16.0,26.0,24.0,37.0,63.0,50.0,61.0,78.0,93.0
Floral Displays,8.0,24.0,11.0,21.0,24.0,21.0,15.0,16.0,20.0,9.0
Gritting,107.0,99.0,117.0,85.0,136.0,123.0,164.0,163.0,199.0,335.0
Grounds Maintenance,272.0,246.0,404.0,348.0,551.0,354.0,573.0,666.0,502.0,771.0
Highways Enquiries,13195.0,12561.0,12708.0,12430.0,13941.0,14078.0,13466.0,14520.0,15246.0,16364.0
Incivilities,8538.0,7672.0,7394.0,6684.0,7011.0,4910.0,4144.0,3384.0,2482.0,1981.0
Open Spaces/Parks,3603.0,4024.0,3750.0,3364.0,3316.0,2861.0,2705.0,2454.0,1995.0,1822.0
Other,13358.0,12652.0,12846.0,12010.0,12181.0,11556.0,11849.0,11558.0,11480.0,11041.0
Overgrown/Fallen Veg/Trees,4533.0,6729.0,7613.0,7853.0,9306.0,10384.0,11373.0,12873.0,13619.0,15966.0
Parking,5681.0,6034.0,5920.0,5547.0,5714.0,5064.0,5114.0,4400.0,3959.0,3170.0
Pavement /Footway Defects,11435.0,11205.0,11964.0,11691.0,12041.0,12099.0,11364.0,11890.0,11251.0,11290.0
Property Damage,25.0,10.0,12.0,13.0,22.0,44.0,29.0,45.0,53.0,71.0
Public Toilets,113.0,100.0,109.0,113.0,118.0,76.0,85.0,97.0,83.0,82.0
Retaining Wall,75.0,50.0,62.0,33.0,22.0,7.0,13.0,7.0,5.0,3.0
Right of Way,3838.0,4012.0,4010.0,4411.0,4436.0,4267.0,4851.0,5326.0,5249.0,5965.0
Road Safety,7417.0,7405.0,7767.0,7972.0,8971.0,8943.0,9108.0,9955.0,10323.0,11825.0
Road Surface Defects,23816.0,28995.0,32576.0,33457.0,40595.0,47665.0,52128.0,62300.0,73366.0,94644.0
Rubbish,60663.0,75697.0,74612.0,60825.0,59766.0,42998.0,37923.0,28100.0,21371.0,19440.0
Street Furniture,3826.0,6199.0,5189.0,5931.0,5915.0,4906.0,4285.0,4302.0,3074.0,2470.0
Street Lights,15019.0,15491.0,16205.0,16207.0,17789.0,18128.0,18405.0,19719.0,20325.0,27211.0
Utility Works,425.0,304.0,303.0,262.0,263.0,159.0,201.0,236.0,182.0,151.0
