SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3430.0,7178.0,7315.0,8369.0,8202.0,7701.0,7046.0,6853.0,7820.0,6317.0
Bridge/Culvert Defects,86.0,111.0,152.0,248.0,251.0,383.0,393.0,508.0,417.0,366.0
Bus Stops Damage,537.0,731.0,662.0,799.0,581.0,614.0,634.0,591.0,595.0,706.0
Dangerous Building/Structure,12.0,84.0,107.0,101.0,77.0,93.0,80.0,63.0,60.0,46.0
Dog Fouling,2703.0,3208.0,3091.0,3716.0,3574.0,3552.0,3009.0,3049.0,2436.0,2303.0
Environmental Health,54.0,525.0,528.0,798.0,911.0,762.0,873.0,856.0,1118.0,826.0
Fences,6.0,26.0,40.0,38.0,53.0,52.0,51.0,72.0,64.0,57.0
Gritting,58.0,73.0,80.0,141.0,121.0,152.0,201.0,215.0,218.0,269.0
Grounds Maintenance,181.0,293.0,345.0,516.0,445.0,521.0,694.0,662.0,586.0,444.0
Open Spaces/Parks,2436.0,3781.0,3488.0,3523.0,3023.0,2681.0,3412.0,3370.0,3485.0,3378.0
Other,11041.0,11912.0,12137.0,12781.0,12842.0,13969.0,15145.0,14464.0,13551.0,13338.0
Parking,4850.0,6009.0,5806.0,5974.0,5850.0,5551.0,5379.0,5672.0,5400.0,5098.0
Pavement /Footway Defects,8232.0,9978.0,9571.0,11176.0,11385.0,12180.0,14494.0,14781.0,16524.0,18461.0
Property Damage,15.0,8.0,16.0,15.0,27.0,30.0,42.0,40.0,64.0,67.0
Public Toilets,75.0,96.0,88.0,113.0,116.0,111.0,167.0,120.0,109.0,94.0
Retaining Wall,29.0,37.0,34.0,30.0,16.0,27.0,24.0,34.0,38.0,8.0
Right of Way,1762.0,2781.0,3557.0,4970.0,4683.0,5062.0,6560.0,6306.0,5978.0,4706.0
Road Safety,4587.0,6094.0,6722.0,8556.0,8518.0,10562.0,11678.0,12939.0,12800.0,12868.0
Road Surface Defects,19370.0,24110.0,29300.0,37456.0,44777.0,59306.0,72110.0,79109.0,84553.0,83083.0
Rubbish,46253.0,63412.0,63171.0,65428.0,62310.0,56570.0,43803.0,42637.0,35423.0,27948.0
Street Furniture,1017.0,3778.0,3790.0,5190.0,6271.0,4791.0,4820.0,6839.0,5802.0,4479.0
Street Lights,12544.0,14645.0,14511.0,16932.0,17877.0,19059.0,21942.0,25193.0,27850.0,32986.0
Utility Works,140.0,242.0,295.0,374.0,259.0,332.0,228.0,237.0,185.0,194.0
