SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3716.0,6045.0,7026.0,6596.0,7769.0,7019.0,7672.0,6519.0,7475.0,7616.0
Accumulated Litter,347.0,183.0,230.0,341.0,844.0,673.0,1056.0,974.0,1447.0,1352.0
Admin,,32.0,72.0,150.0,223.0,283.0,208.0,185.0,115.0,112.0
Barriers/Bollards on RoW,45.0,36.0,32.0,62.0,84.0,44.0,98.0,117.0,167.0,77.0
Benches/Bicycle Racks,12.0,16.0,14.0,18.0,12.0,6.0,12.0,6.0,47.0,15.0
Bin Collection,3.0,4.0,36.0,64.0,88.0,83.0,101.0,71.0,101.0,65.0
Bin Repair/Replacement,34.0,80.0,106.0,138.0,176.0,173.0,195.0,126.0,100.0,72.0
Blocked Drains,1529.0,2253.0,2552.0,3207.0,3548.0,3971.0,6077.0,5509.0,6452.0,6144.0
Bridge/Culvert Defects,145.0,259.0,208.0,293.0,271.0,312.0,371.0,372.0,377.0,307.0
Broken Fire Hydrant,,,1.0,,,,,,,1.0
Broken Kerbs,107.0,144.0,108.0,156.0,145.0,130.0,171.0,242.0,326.0,405.0
Bus Stops Damage,544.0,541.0,584.0,637.0,555.0,486.0,575.0,481.0,554.0,548.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,1.0,1.0,5.0,7.0,14.0,2.0,,4.0,,
Dangerous Building/Structure,,4.0,24.0,51.0,82.0,80.0,94.0,79.0,91.0,102.0
Dead Animals,85.0,391.0,412.0,549.0,730.0,614.0,949.0,770.0,1201.0,1296.0
Debris/Spillage,128.0,199.0,223.0,235.0,316.0,313.0,431.0,454.0,434.0,256.0
Demo,,2.0,4.0,4.0,7.0,6.0,7.0,3.0,9.0,1.0
Discarded Syringes,1.0,73.0,54.0,18.0,20.0,2.0,7.0,1.0,1.0,
Dog Fouling,2270.0,2967.0,3162.0,2768.0,2863.0,2448.0,2719.0,2205.0,2383.0,1799.0
Dog Litter Bin,14.0,37.0,44.0,20.0,35.0,29.0,18.0,26.0,42.0,41.0
Dumped Rubbish,1.0,1639.0,1329.0,3196.0,3832.0,1953.0,5091.0,3032.0,5042.0,5448.0
Environmental Health,37.0,24.0,16.0,11.0,23.0,9.0,30.0,33.0,14.0,11.0
Fallen/Dangerous Trees,2839.0,3510.0,3461.0,4003.0,4462.0,4470.0,5013.0,4907.0,5387.0,5933.0
Fences,32.0,50.0,61.0,47.0,58.0,51.0,67.0,45.0,30.0,18.0
Flooding,510.0,605.0,673.0,806.0,792.0,889.0,1257.0,1114.0,1325.0,1259.0
Floral displays,,5.0,6.0,9.0,18.0,10.0,23.0,7.0,35.0,56.0
Fly-tipping,21582.0,26341.0,29188.0,31149.0,35592.0,35465.0,35900.0,33220.0,30073.0,20840.0
Flyposting,424.0,631.0,562.0,728.0,915.0,748.0,662.0,811.0,768.0,799.0
Garden Waste,,94.0,170.0,303.0,537.0,644.0,499.0,585.0,359.0,284.0
Gates/Stiles RoW,,10.0,32.0,3.0,34.0,27.0,60.0,70.0,83.0,24.0
General Highways Enquiries,517.0,445.0,320.0,498.0,556.0,739.0,891.0,907.0,1461.0,2015.0
Graffiti,2354.0,2960.0,3663.0,4697.0,5277.0,4812.0,6065.0,4970.0,5238.0,6632.0
Grass/Weed Control,719.0,1253.0,1262.0,1411.0,1772.0,1663.0,3050.0,2478.0,2351.0,2301.0
Grids and Drains,15.0,28.0,24.0,24.0,16.0,63.0,42.0,50.0,19.0,17.0
Grit Bins,95.0,54.0,53.0,72.0,62.0,89.0,97.0,83.0,67.0,69.0
Gritting,6.0,5.0,7.0,10.0,16.0,20.0,23.0,30.0,48.0,50.0
Grounds Maintenance,1.0,1.0,,2.0,1.0,3.0,3.0,6.0,12.0,5.0
Gullies,910.0,925.0,550.0,795.0,424.0,420.0,607.0,779.0,863.0,1089.0
Gully/Manhole Defects,104.0,115.0,195.0,162.0,262.0,217.0,427.0,202.0,374.0,548.0
Highway Condition,8387.0,10560.0,11972.0,12293.0,13312.0,13546.0,14854.0,15819.0,15022.0,14839.0
Highway Drainage,3.0,11.0,10.0,10.0,28.0,21.0,39.0,28.0,23.0,38.0
Ice & Snow,21.0,18.0,15.0,23.0,14.0,37.0,57.0,49.0,57.0,44.0
Leafing,5.0,39.0,44.0,107.0,154.0,80.0,265.0,262.0,424.0,619.0
Lewisham Homes,,18.0,56.0,50.0,117.0,115.0,74.0,206.0,86.0,19.0
Lit Signs,,,,,,,,,,1.0
Litter/Litter Bin,635.0,751.0,793.0,1091.0,1525.0,1446.0,2861.0,2306.0,2682.0,2922.0
Manhole Covers,550.0,613.0,626.0,875.0,742.0,760.0,1072.0,870.0,930.0,688.0
Manhole Defects,2.0,14.0,9.0,25.0,45.0,28.0,41.0,32.0,41.0,23.0
Missed Bin Collection,,33.0,202.0,308.0,495.0,551.0,298.0,351.0,175.0,126.0
Noise,18.0,16.0,14.0,25.0,15.0,13.0,10.0,8.0,6.0,2.0
Obstruction,2202.0,2054.0,1635.0,2388.0,1683.0,1622.0,2378.0,1825.0,2677.0,2873.0
Open Spaces/Parks,2183.0,2463.0,2426.0,3114.0,3361.0,3075.0,3673.0,2522.0,3346.0,3722.0
Other,10578.0,12177.0,11917.0,11941.0,11361.0,11168.0,12821.0,11523.0,11814.0,10864.0
