SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,5511.0,8241.0,8485.0,8201.0,8476.0,7761.0,6933.0,5867.0,4369.0,3609.0
Accumulated Litter,236.0,589.0,1220.0,931.0,1037.0,1263.0,847.0,713.0,328.0,283.0
Admin,50.0,185.0,304.0,294.0,299.0,105.0,133.0,10.0,,
Barriers/Bollards on RoW,66.0,44.0,124.0,91.0,73.0,86.0,127.0,67.0,28.0,56.0
Benches/Bicycle Racks,6.0,6.0,18.0,54.0,11.0,5.0,5.0,14.0,13.0,26.0
Bin Collection,80.0,90.0,85.0,84.0,68.0,74.0,42.0,36.0,34.0,23.0
Bin Repair/Replacement,97.0,139.0,185.0,146.0,184.0,145.0,153.0,86.0,24.0,41.0
Blocked Drains,1248.0,2000.0,2463.0,2525.0,3363.0,3810.0,4349.0,5724.0,6516.0,9244.0
Bridge/Culvert Defects,134.0,120.0,91.0,184.0,166.0,215.0,237.0,350.0,519.0,899.0
Broken Fire Hydrant,1.0,,,,,,,1.0,,
Broken Kerbs,27.0,70.0,83.0,75.0,134.0,176.0,182.0,292.0,360.0,535.0
Bus Stops Damage,616.0,610.0,700.0,665.0,726.0,479.0,502.0,481.0,357.0,369.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,2.0,8.0,1.0,,2.0,4.0,5.0,8.0,4.0,
Dangerous Building/Structure,60.0,104.0,91.0,91.0,81.0,58.0,65.0,35.0,18.0,4.0
Dead Animals,419.0,720.0,855.0,804.0,776.0,825.0,890.0,863.0,518.0,327.0
Debris/Spillage,86.0,139.0,241.0,202.0,239.0,281.0,342.0,354.0,518.0,587.0
Demo,8.0,3.0,18.0,5.0,3.0,3.0,3.0,,,
Discarded Syringes,43.0,50.0,27.0,20.0,12.0,13.0,3.0,7.0,,2.0
Dog Fouling,2582.0,2917.0,3268.0,2958.0,3047.0,2700.0,2269.0,1996.0,1961.0,1886.0
Dog Litter Bin,6.0,15.0,23.0,21.0,40.0,43.0,38.0,53.0,26.0,41.0
Dumped Rubbish,3165.0,5700.0,3851.0,4324.0,4006.0,3015.0,2878.0,1977.0,1131.0,516.0
Environmental Health,3.0,21.0,63.0,39.0,22.0,27.0,16.0,10.0,2.0,5.0
Fallen/Dangerous Trees,2316.0,3109.0,3897.0,3578.0,4347.0,4505.0,4588.0,5666.0,5585.0,6394.0
Fences,11.0,16.0,26.0,24.0,37.0,63.0,50.0,61.0,78.0,93.0
Flooding,492.0,444.0,467.0,661.0,727.0,684.0,882.0,1207.0,1285.0,2381.0
Floral displays,8.0,24.0,11.0,21.0,24.0,21.0,15.0,16.0,20.0,9.0
Fly-tipping,38467.0,48761.0,50523.0,38081.0,38237.0,25901.0,21778.0,15007.0,11581.0,11014.0
Flyposting,832.0,738.0,818.0,838.0,790.0,709.0,622.0,572.0,528.0,601.0
Garden Waste,121.0,403.0,675.0,734.0,826.0,340.0,314.0,51.0,11.0,
Gates/Stiles RoW,,1.0,17.0,17.0,27.0,22.0,58.0,52.0,80.0,69.0
General Highways Enquiries,849.0,916.0,1285.0,999.0,1273.0,923.0,702.0,684.0,373.0,345.0
Graffiti,7459.0,6761.0,6437.0,5842.0,6173.0,4279.0,3460.0,2893.0,1962.0,1402.0
Grass/Weed Control,465.0,928.0,848.0,1052.0,1351.0,1747.0,1801.0,2539.0,3048.0,4481.0
Grids and Drains,35.0,49.0,21.0,20.0,34.0,59.0,20.0,38.0,17.0,5.0
