SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,157.0,236.0,268.0,204.0,196.0,180.0,132.0,123.0,146.0,162.0
Bus Stops Damage,55.0,71.0,71.0,84.0,58.0,50.0,44.0,68.0,79.0,81.0
Dog Fouling,455.0,406.0,298.0,560.0,272.0,261.0,313.0,204.0,331.0,220.0
Open Spaces/Parks,131.0,128.0,158.0,227.0,169.0,125.0,133.0,146.0,135.0,156.0
Other,610.0,581.0,663.0,709.0,693.0,726.0,720.0,652.0,625.0,652.0
Parking,251.0,318.0,292.0,305.0,254.0,234.0,231.0,258.0,184.0,229.0
Pavement /Footway Defects,482.0,573.0,511.0,612.0,634.0,616.0,715.0,695.0,688.0,834.0
Public Toilets,7.0,3.0,4.0,8.0,8.0,14.0,3.0,7.0,4.0,5.0
Road Safety,278.0,268.0,302.0,386.0,396.0,485.0,548.0,464.0,418.0,540.0
Road Surface Defects,2439.0,2325.0,2155.0,2612.0,3217.0,3969.0,4525.0,4339.0,3560.0,3521.0
Rubbish,1039.0,1413.0,1252.0,1715.0,1159.0,1168.0,1733.0,1021.0,1148.0,1057.0
Street Furniture,24.0,31.0,37.0,47.0,41.0,45.0,39.0,47.0,45.0,41.0
Street Lights,899.0,989.0,960.0,1100.0,1445.0,1154.0,1182.0,1412.0,1437.0,1668.0
