SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3168.0,5967.0,7640.0,7974.0,8256.0,6728.0,6831.0,5971.0,7491.0,7427.0
Accumulated Litter,59.0,373.0,438.0,915.0,647.0,1089.0,869.0,949.0,997.0,1111.0
Admin,33.0,166.0,294.0,256.0,111.0,256.0,108.0,69.0,69.0,18.0
Barriers/Bollards on RoW,12.0,25.0,51.0,116.0,79.0,74.0,81.0,85.0,112.0,127.0
Benches/Bicycle Racks,7.0,6.0,12.0,7.0,15.0,19.0,9.0,16.0,7.0,60.0
Bin Collection,5.0,39.0,76.0,87.0,79.0,71.0,60.0,67.0,58.0,74.0
Bin Repair/Replacement,57.0,112.0,214.0,220.0,130.0,143.0,97.0,59.0,47.0,121.0
Blocked Drains,771.0,1408.0,1961.0,2494.0,3033.0,3606.0,4314.0,6002.0,7658.0,9995.0
Bridge/Culvert Defects,90.0,115.0,190.0,182.0,212.0,383.0,308.0,432.0,472.0,531.0
Broken Fire Hydrant,,1.0,,,,,,,,1.0
Broken Kerbs,38.0,76.0,108.0,137.0,130.0,192.0,176.0,250.0,279.0,548.0
Bus Stops Damage,446.0,505.0,589.0,642.0,679.0,473.0,534.0,489.0,549.0,599.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,1.0,,2.0,4.0,3.0,4.0,12.0,6.0,2.0
Dangerous Building/Structure,7.0,48.0,72.0,84.0,84.0,78.0,63.0,56.0,47.0,68.0
Dead Animals,89.0,435.0,632.0,638.0,917.0,679.0,823.0,659.0,1067.0,1058.0
Debris/Spillage,55.0,98.0,174.0,215.0,202.0,293.0,360.0,446.0,560.0,586.0
Demo,1.0,4.0,8.0,12.0,2.0,12.0,2.0,1.0,,1.0
Discarded Syringes,,43.0,34.0,35.0,12.0,20.0,13.0,19.0,,1.0
Dog Fouling,2228.0,2744.0,3011.0,3079.0,3162.0,2947.0,2595.0,2071.0,2018.0,1729.0
Dog Litter Bin,9.0,21.0,30.0,37.0,31.0,41.0,35.0,21.0,38.0,43.0
Dumped Rubbish,208.0,3700.0,2104.0,3372.0,5208.0,2792.0,3184.0,2611.0,4101.0,3283.0
Environmental Health,6.0,20.0,11.0,48.0,41.0,19.0,14.0,15.0,11.0,23.0
Fallen/Dangerous Trees,1798.0,2540.0,3360.0,3765.0,3906.0,4382.0,4601.0,5552.0,6425.0,7656.0
Fences,7.0,40.0,39.0,53.0,39.0,50.0,35.0,72.0,64.0,60.0
Flooding,299.0,411.0,735.0,780.0,867.0,1147.0,1127.0,1266.0,1245.0,1353.0
Floral displays,,12.0,8.0,13.0,20.0,12.0,14.0,21.0,28.0,41.0
Fly-tipping,25109.0,29957.0,41327.0,40219.0,33554.0,32503.0,29983.0,21875.0,21166.0,23657.0
Flyposting,517.0,619.0,660.0,767.0,656.0,740.0,705.0,597.0,930.0,857.0
Garden Waste,33.0,266.0,645.0,542.0,439.0,759.0,354.0,192.0,203.0,42.0
Gates/Stiles RoW,,1.0,11.0,1.0,8.0,16.0,37.0,46.0,126.0,97.0
General Highways Enquiries,215.0,433.0,612.0,902.0,793.0,991.0,922.0,1132.0,1117.0,1232.0
Graffiti,2499.0,3605.0,5020.0,5541.0,6371.0,4032.0,5197.0,3858.0,4031.0,6514.0
Grass/Weed Control,113.0,435.0,741.0,944.0,1260.0,1462.0,1762.0,2744.0,3999.0,4800.0
Grids and Drains,42.0,26.0,35.0,25.0,16.0,41.0,19.0,39.0,2.0,53.0
Grit Bins,36.0,65.0,77.0,73.0,101.0,57.0,63.0,85.0,93.0,91.0
Gritting,9.0,8.0,15.0,19.0,27.0,37.0,17.0,34.0,37.0,12.0
Grounds Maintenance,,,,,2.0,4.0,3.0,7.0,8.0,10.0
Gullies,476.0,529.0,626.0,724.0,433.0,474.0,652.0,886.0,1070.0,1492.0
Gully/Manhole Defects,59.0,93.0,156.0,185.0,154.0,307.0,343.0,413.0,455.0,441.0
Highway Condition,8349.0,8971.0,10763.0,10986.0,11860.0,13316.0,13934.0,14871.0,17667.0,19887.0
Highway Drainage,,2.0,3.0,8.0,9.0,10.0,23.0,10.0,93.0,53.0
Ice & Snow,4.0,11.0,13.0,16.0,16.0,27.0,27.0,44.0,56.0,121.0
Leafing,9.0,48.0,98.0,176.0,237.0,167.0,296.0,296.0,344.0,328.0
Lewisham Homes,16.0,139.0,229.0,187.0,88.0,24.0,22.0,2.0,20.0,14.0
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,385.0,1085.0,1271.0,1588.0,1729.0,1841.0,1810.0,1698.0,1686.0,3919.0
Manhole Covers,264.0,394.0,694.0,679.0,761.0,899.0,823.0,997.0,1056.0,1159.0
Manhole Defects,2.0,14.0,22.0,28.0,37.0,53.0,39.0,35.0,17.0,13.0
Missed Bin Collection,44.0,178.0,648.0,541.0,339.0,409.0,190.0,84.0,65.0,41.0
Noise,10.0,9.0,10.0,9.0,33.0,21.0,12.0,12.0,4.0,7.0
Obstruction,1234.0,1515.0,1886.0,2270.0,2473.0,2054.0,2258.0,2382.0,2590.0,2675.0
Open Spaces/Parks,2148.0,3054.0,3239.0,3115.0,3501.0,2872.0,2923.0,2468.0,3017.0,3548.0
Other,9167.0,9899.0,10901.0,10748.0,11284.0,11750.0,12118.0,12454.0,13455.0,14388.0
Overgrown Vegetation,892.0,1911.0,2492.0,3080.0,3754.0,3990.0,4626.0,4860.0,6333.0,7627.0
Parking,4083.0,4893.0,5534.0,5729.0,5455.0,5396.0,5265.0,4847.0,4668.0,4733.0
Pavement /Footway Defects,7159.0,9887.0,10631.0,12232.0,13244.0,13040.0,13684.0,15983.0,17929.0,23862.0
Pest Control,,5.0,5.0,5.0,7.0,5.0,,4.0,4.0,11.0
Phoenix HA,15.0,20.0,46.0,,1.0,,,,,
Potholes,14661.0,17841.0,22591.0,27412.0,30995.0,38261.0,42292.0,55935.0,70612.0,79807.0
Property Damage,11.0,13.0,16.0,24.0,26.0,24.0,25.0,51.0,63.0,71.0
Protected Trees,,,,1.0,,,,,1.0,1.0
Public Toilets,70.0,75.0,94.0,112.0,91.0,92.0,122.0,91.0,97.0,132.0
Recycling,74.0,53.0,140.0,127.0,174.0,87.0,87.0,114.0,60.0,36.0
Retaining Wall,28.0,20.0,34.0,40.0,25.0,8.0,18.0,32.0,25.0,47.0
Right of Way,257.0,347.0,431.0,916.0,1151.0,1186.0,1225.0,1117.0,1394.0,1400.0
Road Markings,315.0,559.0,883.0,1072.0,1367.0,1590.0,1578.0,1876.0,2037.0,2787.0
Road Safety,20.0,31.0,56.0,49.0,77.0,89.0,74.0,56.0,31.0,6.0
Road Surface Defects,1241.0,2435.0,3323.0,4514.0,5222.0,4568.0,6847.0,7663.0,11716.0,16057.0
Road Works,123.0,263.0,323.0,469.0,353.0,640.0,461.0,616.0,564.0,538.0
Road/Pavement Defects,130.0,628.0,1330.0,1549.0,1808.0,1498.0,1433.0,1289.0,1514.0,1526.0
Rubbish,5940.0,6095.0,6503.0,6244.0,5233.0,4688.0,4383.0,3681.0,3729.0,4182.0
Salt Bins,,2.0,11.0,8.0,9.0,14.0,24.0,25.0,32.0,112.0
Shopping Trolley,54.0,97.0,262.0,183.0,123.0,71.0,68.0,28.0,8.0,13.0
Sign or Marking,,,,,,3.0,1.0,,8.0,4.0
Skips,1.0,1.0,21.0,19.0,19.0,12.0,26.0,16.0,21.0,24.0
Spillage on Road,27.0,91.0,98.0,162.0,172.0,151.0,187.0,190.0,277.0,293.0
Street Cleaning,4913.0,8380.0,9158.0,9028.0,11897.0,8122.0,9057.0,9123.0,10181.0,10734.0
Street Furniture,169.0,285.0,396.0,449.0,422.0,344.0,359.0,404.0,359.0,357.0
Street Lights,11551.0,12781.0,14393.0,16173.0,17870.0,18851.0,18702.0,22240.0,22111.0,29827.0
Street Name Plates,620.0,705.0,762.0,822.0,908.0,926.0,947.0,1125.0,1039.0,1300.0
Street Signs,2162.0,2937.0,3674.0,4335.0,4493.0,5170.0,5754.0,6779.0,8210.0,10365.0
To Let Signs,,,2.0,,3.0,2.0,17.0,5.0,1.0,2.0
Trade Waste,5.0,14.0,57.0,60.0,18.0,44.0,37.0,9.0,8.0,9.0
Traffic Lights,1582.0,1696.0,1766.0,1927.0,1830.0,1918.0,2160.0,2123.0,2193.0,3234.0
Trees and Hedges RoW,49.0,102.0,221.0,313.0,196.0,455.0,667.0,706.0,776.0,856.0
Trees on RoW,4.0,32.0,63.0,85.0,94.0,88.0,76.0,65.0,83.0,184.0
Trenches,,,,,,,,,,1.0
Trip Hazard,306.0,205.0,304.0,292.0,372.0,337.0,413.0,322.0,138.0,32.0
Untaxed Vehcile,,9.0,28.0,22.0,22.0,17.0,14.0,15.0,11.0,8.0
Utility Works,134.0,281.0,274.0,333.0,194.0,272.0,209.0,209.0,273.0,306.0
Vehicle Access,1.0,3.0,1.0,7.0,2.0,5.0,2.0,4.0,2.0,4.0
Verge Damage,22.0,33.0,68.0,35.0,62.0,89.0,113.0,99.0,156.0,150.0
Zebra Crossing,1.0,7.0,11.0,2.0,1.0,7.0,2.0,12.0,3.0,7.0
