SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3192.0,6878.0,7401.0,8940.0,8061.0,7294.0,6834.0,6166.0,7107.0,5580.0
Accumulated Litter,126.0,350.0,497.0,629.0,706.0,1413.0,811.0,959.0,998.0,958.0
Admin,36.0,265.0,290.0,285.0,169.0,184.0,119.0,32.0,,
Barriers/Bollards on RoW,21.0,43.0,55.0,92.0,69.0,131.0,46.0,74.0,96.0,135.0
Benches/Bicycle Racks,6.0,8.0,11.0,12.0,11.0,31.0,50.0,7.0,10.0,12.0
Bin Collection,7.0,63.0,123.0,100.0,57.0,83.0,51.0,54.0,33.0,45.0
Bin Repair/Replacement,46.0,140.0,224.0,237.0,114.0,126.0,96.0,100.0,60.0,57.0
Blocked Drains,705.0,1529.0,1867.0,2793.0,2767.0,4725.0,5669.0,6250.0,7386.0,7551.0
Bridge/Culvert Defects,86.0,116.0,164.0,307.0,237.0,403.0,424.0,451.0,379.0,348.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,26.0,67.0,88.0,129.0,105.0,212.0,199.0,317.0,269.0,522.0
Bus Stops Damage,453.0,642.0,604.0,730.0,534.0,512.0,542.0,462.0,470.0,556.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,3.0,,3.0,14.0,6.0,2.0,5.0,1.0
Dangerous Building/Structure,9.0,82.0,95.0,101.0,66.0,88.0,58.0,44.0,43.0,21.0
Dead Animals,47.0,496.0,553.0,844.0,942.0,705.0,889.0,734.0,1092.0,695.0
Debris/Spillage,55.0,105.0,168.0,240.0,322.0,390.0,457.0,407.0,482.0,363.0
Demo,1.0,13.0,10.0,3.0,3.0,12.0,1.0,,,
Discarded Syringes,,41.0,22.0,47.0,24.0,12.0,30.0,,,1.0
Dog Fouling,2060.0,2649.0,2928.0,3343.0,3060.0,2893.0,2632.0,2227.0,2057.0,1735.0
Dog Litter Bin,8.0,7.0,21.0,43.0,35.0,25.0,49.0,39.0,38.0,41.0
Dumped Rubbish,252.0,3869.0,2901.0,4437.0,3974.0,2488.0,3666.0,3448.0,3839.0,1689.0
Environmental Health,6.0,19.0,20.0,45.0,32.0,28.0,,23.0,17.0,18.0
Fallen/Dangerous Trees,1722.0,2705.0,3289.0,3747.0,4081.0,4799.0,5441.0,5631.0,5748.0,6822.0
Fences,6.0,27.0,41.0,48.0,52.0,54.0,65.0,53.0,59.0,54.0
Flooding,245.0,412.0,638.0,1088.0,810.0,1326.0,1372.0,1526.0,1031.0,782.0
Floral displays,,10.0,8.0,19.0,11.0,12.0,18.0,28.0,34.0,29.0
Fly-tipping,29515.0,39167.0,44593.0,45979.0,38334.0,35388.0,23177.0,17901.0,14285.0,11011.0
Flyposting,585.0,758.0,684.0,761.0,742.0,755.0,768.0,634.0,691.0,670.0
Garden Waste,41.0,429.0,673.0,731.0,547.0,621.0,283.0,140.0,8.0,2.0
Gates/Stiles RoW,,1.0,8.0,3.0,3.0,33.0,95.0,94.0,80.0,26.0
General Highways Enquiries,279.0,504.0,793.0,848.0,901.0,947.0,1310.0,1068.0,1124.0,575.0
Graffiti,2442.0,5409.0,5442.0,6768.0,5531.0,4891.0,4852.0,4405.0,3938.0,2990.0
Grass/Weed Control,104.0,583.0,587.0,1057.0,1316.0,1857.0,2653.0,2647.0,3401.0,4055.0
Grids and Drains,33.0,41.0,24.0,23.0,32.0,32.0,24.0,35.0,52.0,2.0
Grit Bins,44.0,52.0,67.0,99.0,61.0,83.0,78.0,69.0,77.0,111.0
Gritting,12.0,9.0,12.0,19.0,33.0,30.0,36.0,21.0,31.0,12.0
Grounds Maintenance,,,,1.0,1.0,5.0,3.0,7.0,6.0,11.0
Gullies,547.0,728.0,590.0,722.0,623.0,567.0,995.0,709.0,938.0,943.0
Gully/Manhole Defects,60.0,111.0,132.0,217.0,255.0,456.0,393.0,478.0,322.0,182.0
Highway Condition,8555.0,9983.0,10880.0,11971.0,13244.0,15055.0,15493.0,14365.0,15640.0,15418.0
Highway Drainage,,2.0,2.0,2.0,13.0,15.0,60.0,17.0,55.0,45.0
Ice & Snow,2.0,12.0,8.0,24.0,18.0,38.0,58.0,57.0,53.0,65.0
Leafing,12.0,83.0,129.0,188.0,221.0,244.0,348.0,291.0,263.0,220.0
Lewisham Homes,19.0,216.0,237.0,164.0,41.0,31.0,30.0,3.0,,
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,310.0,1208.0,1298.0,1696.0,1774.0,2529.0,1825.0,2580.0,1901.0,1891.0
Manhole Covers,205.0,358.0,677.0,788.0,746.0,871.0,1145.0,1045.0,1012.0,879.0
Manhole Defects,2.0,18.0,31.0,46.0,39.0,52.0,37.0,11.0,18.0,6.0
Missed Bin Collection,47.0,480.0,664.0,614.0,254.0,297.0,155.0,27.0,1.0,
Noise,11.0,14.0,26.0,31.0,16.0,13.0,9.0,4.0,2.0,1.0
Obstruction,1290.0,1820.0,2102.0,2612.0,2170.0,2245.0,2589.0,2421.0,2353.0,1735.0
Open Spaces/Parks,2202.0,3570.0,3369.0,3468.0,2707.0,2637.0,3237.0,2721.0,3217.0,2757.0
Other,9885.0,10483.0,11267.0,11737.0,12073.0,12960.0,13197.0,11947.0,11635.0,10980.0
Overgrown Vegetation,822.0,1895.0,2393.0,3210.0,3099.0,3853.0,5092.0,5761.0,7004.0,6436.0
Parking,4288.0,5603.0,5553.0,5716.0,5557.0,5023.0,4888.0,4927.0,4612.0,4436.0
Pavement /Footway Defects,7801.0,10169.0,10970.0,12919.0,12832.0,13830.0,15716.0,15746.0,17794.0,19874.0
Pest Control,3.0,9.0,8.0,6.0,3.0,2.0,8.0,4.0,2.0,1.0
Phoenix HA,15.0,32.0,34.0,1.0,,,,,,
Potholes,14544.0,17336.0,22644.0,29663.0,36122.0,49904.0,55574.0,56208.0,60671.0,57741.0
Property Damage,15.0,8.0,17.0,15.0,31.0,34.0,42.0,40.0,64.0,58.0
Protected Trees,,,,,1.0,,,,2.0,
Public Toilets,66.0,87.0,89.0,105.0,107.0,110.0,153.0,96.0,88.0,75.0
Recycling,104.0,134.0,179.0,104.0,59.0,126.0,136.0,77.0,21.0,12.0
Retaining Wall,29.0,39.0,32.0,34.0,24.0,16.0,37.0,21.0,37.0,8.0
Right of Way,286.0,427.0,628.0,1057.0,1313.0,1597.0,1441.0,1281.0,821.0,573.0
Road Markings,290.0,502.0,859.0,1271.0,1106.0,1909.0,1676.0,2044.0,1922.0,2485.0
Road Safety,17.0,23.0,51.0,73.0,57.0,72.0,64.0,48.0,60.0,24.0
Road Surface Defects,1259.0,2641.0,3228.0,4753.0,4830.0,5556.0,8727.0,9091.0,12061.0,11440.0
