SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,48.0,94.0,121.0,96.0,153.0,81.0,103.0,66.0,69.0,74.0
Bus Stops Damage,11.0,25.0,30.0,18.0,30.0,27.0,44.0,32.0,25.0,38.0
Dog Fouling,45.0,110.0,213.0,158.0,205.0,254.0,220.0,162.0,131.0,163.0
Open Spaces/Parks,25.0,73.0,182.0,92.0,138.0,92.0,127.0,150.0,106.0,171.0
Other,336.0,333.0,459.0,406.0,466.0,322.0,484.0,440.0,336.0,330.0
Parking,59.0,183.0,224.0,277.0,255.0,225.0,314.0,324.0,214.0,311.0
Pavement /Footway Defects,225.0,343.0,415.0,417.0,509.0,372.0,399.0,495.0,362.0,508.0
Public Toilets,7.0,4.0,1.0,3.0,5.0,5.0,14.0,6.0,2.0,2.0
Road Safety,142.0,163.0,142.0,126.0,161.0,115.0,141.0,181.0,143.0,168.0
Road Surface Defects,1753.0,1081.0,886.0,997.0,847.0,766.0,1048.0,981.0,956.0,1192.0
Rubbish,628.0,1381.0,1640.0,1573.0,1723.0,1014.0,1687.0,1246.0,830.0,797.0
Street Furniture,13.0,22.0,36.0,36.0,21.0,12.0,41.0,31.0,27.0,25.0
Street Lights,196.0,469.0,584.0,618.0,608.0,648.0,804.0,783.0,583.0,861.0
