SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,125.0,103.0,61.0,76.0,95.0,90.0,53.0,72.0,39.0,41.0
Bus Stops Damage,42.0,26.0,30.0,27.0,25.0,46.0,16.0,17.0,18.0,12.0
Dog Fouling,111.0,265.0,134.0,165.0,119.0,157.0,134.0,83.0,105.0,45.0
Fallen/Dangerous Trees,84.0,89.0,88.0,127.0,125.0,168.0,136.0,144.0,168.0,157.0
Fly-tipping,1643.0,1206.0,826.0,787.0,567.0,634.0,567.0,318.0,249.0,194.0
Flyposting,43.0,38.0,20.0,39.0,26.0,31.0,14.0,12.0,7.0,15.0
Graffiti,86.0,104.0,41.0,76.0,65.0,62.0,40.0,24.0,34.0,21.0
Highway Condition,449.0,432.0,334.0,391.0,479.0,631.0,590.0,527.0,609.0,573.0
Open Spaces/Parks,139.0,142.0,87.0,127.0,76.0,116.0,95.0,100.0,97.0,62.0
Other,462.0,419.0,265.0,355.0,350.0,326.0,270.0,253.0,272.0,230.0
Parking,343.0,252.0,186.0,277.0,198.0,270.0,199.0,152.0,129.0,104.0
Pavement /Footway Defects,425.0,382.0,241.0,338.0,399.0,479.0,370.0,330.0,337.0,342.0
Potholes,632.0,783.0,637.0,748.0,939.0,1040.0,973.0,1018.0,1070.0,1146.0
Public Toilets,4.0,3.0,4.0,2.0,5.0,6.0,5.0,4.0,11.0,2.0
Rubbish,568.0,400.0,567.0,363.0,290.0,222.0,203.0,122.0,116.0,108.0
Street Cleaning,307.0,296.0,155.0,232.0,165.0,184.0,143.0,94.0,89.0,79.0
Street Lights,465.0,597.0,383.0,514.0,654.0,676.0,524.0,498.0,424.0,717.0
Street Name Plates,13.0,17.0,18.0,22.0,27.0,28.0,24.0,13.0,21.0,16.0
Street Signs,109.0,85.0,43.0,96.0,91.0,102.0,81.0,65.0,90.0,100.0
Traffic Lights,74.0,76.0,38.0,32.0,42.0,61.0,43.0,24.0,35.0,17.0
