SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,79.0,125.0,113.0,112.0,93.0,102.0,85.0,67.0,67.0,59.0
Bus Stops Damage,31.0,18.0,27.0,34.0,19.0,35.0,31.0,31.0,25.0,29.0
Dog Fouling,141.0,139.0,189.0,184.0,296.0,217.0,170.0,125.0,107.0,89.0
Highways Enquiries,286.0,348.0,422.0,454.0,506.0,689.0,553.0,683.0,834.0,859.0
Incivilities,78.0,60.0,100.0,83.0,85.0,92.0,75.0,111.0,78.0,193.0
Open Spaces/Parks,80.0,98.0,127.0,108.0,91.0,141.0,92.0,124.0,136.0,157.0
Other,298.0,439.0,410.0,405.0,381.0,415.0,343.0,394.0,391.0,422.0
Overgrown/Fallen Veg/Trees,61.0,102.0,93.0,136.0,134.0,174.0,156.0,172.0,177.0,175.0
Parking,216.0,257.0,292.0,222.0,274.0,220.0,175.0,264.0,199.0,261.0
Pavement /Footway Defects,268.0,407.0,383.0,355.0,364.0,485.0,372.0,427.0,424.0,545.0
Public Toilets,3.0,6.0,,8.0,3.0,,6.0,5.0,9.0,9.0
Road Safety,88.0,93.0,131.0,108.0,126.0,182.0,140.0,182.0,188.0,238.0
Road Surface Defects,537.0,729.0,667.0,801.0,822.0,940.0,1026.0,1287.0,1727.0,1933.0
Rubbish,1761.0,1175.0,1577.0,1317.0,1131.0,1351.0,786.0,1302.0,1045.0,1043.0
Street Furniture,24.0,35.0,18.0,23.0,14.0,37.0,27.0,35.0,21.0,30.0
Street Lights,408.0,660.0,619.0,651.0,600.0,624.0,574.0,531.0,780.0,687.0
