SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3491.0,4489.0,4737.0,4327.0,4350.0,3782.0,3482.0,3047.0,2391.0,2049.0
Accumulated Litter,132.0,304.0,520.0,299.0,369.0,500.0,266.0,213.0,79.0,36.0
Admin,50.0,185.0,304.0,294.0,299.0,105.0,133.0,10.0,,
Barriers/Bollards on RoW,47.0,20.0,45.0,34.0,32.0,25.0,49.0,21.0,15.0,17.0
Benches/Bicycle Racks,2.0,2.0,9.0,33.0,4.0,5.0,3.0,7.0,5.0,14.0
Bin Collection,65.0,70.0,75.0,79.0,61.0,61.0,35.0,31.0,29.0,23.0
Bin Repair/Replacement,51.0,88.0,105.0,83.0,104.0,46.0,63.0,8.0,3.0,5.0
Blocked Drains,451.0,720.0,969.0,771.0,1050.0,1242.0,1195.0,1648.0,1953.0,2681.0
Bridge/Culvert Defects,57.0,27.0,21.0,56.0,50.0,72.0,53.0,89.0,132.0,195.0
Broken Fire Hydrant,1.0,,,,,,,1.0,,
Broken Kerbs,5.0,14.0,28.0,15.0,30.0,39.0,41.0,69.0,64.0,108.0
Bus Stops Damage,514.0,446.0,489.0,504.0,581.0,345.0,330.0,331.0,250.0,253.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,2.0,7.0,1.0,,2.0,4.0,5.0,8.0,3.0,
Dangerous Building/Structure,49.0,91.0,81.0,78.0,67.0,53.0,49.0,31.0,14.0,4.0
Dead Animals,66.0,102.0,107.0,104.0,110.0,86.0,97.0,65.0,53.0,28.0
Debris/Spillage,28.0,58.0,82.0,54.0,78.0,103.0,109.0,102.0,181.0,228.0
Demo,8.0,3.0,18.0,5.0,3.0,3.0,3.0,,,
Discarded Syringes,1.0,1.0,3.0,,,1.0,1.0,,,
Dog Fouling,1563.0,1736.0,1892.0,1731.0,1747.0,1532.0,1342.0,1271.0,1284.0,1147.0
Dog Litter Bin,1.0,4.0,10.0,8.0,16.0,25.0,7.0,9.0,16.0,25.0
Dumped Rubbish,1182.0,2365.0,1854.0,1799.0,1558.0,987.0,891.0,677.0,222.0,96.0
Environmental Health,1.0,9.0,9.0,14.0,1.0,4.0,3.0,4.0,,2.0
Fallen/Dangerous Trees,1606.0,2086.0,2600.0,2280.0,2630.0,2593.0,2499.0,2787.0,2704.0,2825.0
Fences,7.0,6.0,11.0,9.0,13.0,33.0,19.0,20.0,32.0,32.0
Flooding,111.0,69.0,100.0,113.0,135.0,121.0,149.0,164.0,177.0,373.0
Floral displays,2.0,9.0,6.0,10.0,4.0,7.0,2.0,2.0,3.0,4.0
Fly-tipping,30934.0,37600.0,37210.0,27734.0,26167.0,17037.0,15653.0,9985.0,8245.0,7557.0
Flyposting,715.0,578.0,651.0,565.0,612.0,477.0,451.0,353.0,355.0,378.0
Garden Waste,120.0,391.0,661.0,707.0,796.0,320.0,294.0,41.0,2.0,
Gates/Stiles RoW,,,6.0,3.0,4.0,4.0,8.0,10.0,22.0,19.0
General Highways Enquiries,154.0,253.0,489.0,350.0,536.0,379.0,267.0,297.0,184.0,125.0
Graffiti,5005.0,4252.0,4330.0,3711.0,3703.0,2334.0,1939.0,1512.0,995.0,812.0
Grass/Weed Control,170.0,228.0,259.0,271.0,365.0,553.0,552.0,802.0,1019.0,1602.0
Grids and Drains,24.0,29.0,16.0,14.0,21.0,41.0,16.0,19.0,12.0,
Grit Bins,1.0,4.0,1.0,4.0,6.0,2.0,3.0,12.0,4.0,18.0
Gritting,11.0,13.0,16.0,8.0,19.0,6.0,9.0,4.0,1.0,2.0
Grounds Maintenance,1.0,,2.0,1.0,4.0,4.0,9.0,6.0,2.0,3.0
Gullies,193.0,121.0,111.0,81.0,95.0,58.0,69.0,112.0,114.0,178.0
Gully/Manhole Defects,76.0,48.0,64.0,80.0,123.0,96.0,159.0,103.0,94.0,62.0
Highway Condition,10236.0,9688.0,9206.0,9407.0,10323.0,10583.0,10251.0,10821.0,11231.0,11717.0
Highway Drainage,,,3.0,3.0,12.0,60.0,21.0,57.0,40.0,15.0
Ice & Snow,2.0,1.0,9.0,6.0,7.0,14.0,5.0,7.0,15.0,21.0
Leafing,43.0,73.0,91.0,91.0,63.0,49.0,50.0,43.0,20.0,17.0
Lewisham Homes,62.0,95.0,141.0,160.0,157.0,25.0,35.0,66.0,,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,750.0,572.0,500.0,446.0,421.0,389.0,419.0,503.0,333.0,136.0
Manhole Covers,77.0,96.0,192.0,168.0,211.0,251.0,229.0,289.0,351.0,553.0
Manhole Defects,3.0,7.0,16.0,11.0,11.0,11.0,7.0,20.0,22.0,25.0
Missed Bin Collection,138.0,409.0,623.0,421.0,484.0,218.0,134.0,17.0,2.0,
Noise,50.0,14.0,13.0,8.0,6.0,3.0,3.0,1.0,2.0,3.0
Obstruction,391.0,425.0,414.0,450.0,636.0,351.0,358.0,288.0,277.0,284.0
Open Spaces/Parks,2788.0,2822.0,2828.0,2381.0,2327.0,1889.0,1660.0,1568.0,1338.0,1196.0
Other,8232.0,7536.0,7175.0,6687.0,6878.0,6679.0,6865.0,6365.0,6421.0,6101.0
Overgrown Vegetation,440.0,720.0,746.0,684.0,999.0,1188.0,1167.0,1093.0,1055.0,1099.0
Parking,4734.0,4813.0,4698.0,4519.0,4463.0,4060.0,4045.0,3367.0,3078.0,2399.0
Pavement /Footway Defects,8041.0,7751.0,8477.0,8159.0,8803.0,8773.0,8436.0,8644.0,8113.0,7847.0
Pest Control,9.0,7.0,8.0,3.0,,,2.0,1.0,,
Phoenix HA,1.0,28.0,42.0,7.0,3.0,,1.0,,,
Potholes,12198.0,13994.0,16130.0,16438.0,20002.0,22954.0,25141.0,28771.0,34253.0,40741.0
Property Damage,11.0,6.0,1.0,5.0,13.0,24.0,12.0,25.0,23.0,15.0
Protected Trees,,,,,2.0,,1.0,,,
Public Toilets,89.0,73.0,78.0,81.0,66.0,63.0,66.0,64.0,59.0,63.0
Recycling,96.0,54.0,64.0,106.0,91.0,91.0,147.0,115.0,43.0,1.0
Retaining Wall,15.0,8.0,10.0,9.0,2.0,1.0,3.0,1.0,5.0,3.0
Right of Way,139.0,134.0,187.0,189.0,295.0,503.0,512.0,750.0,1105.0,1650.0
Road Markings,82.0,169.0,190.0,232.0,289.0,346.0,369.0,458.0,476.0,805.0
Road Safety,1.0,1.0,1.0,1.0,4.0,6.0,6.0,12.0,19.0,38.0
Road Surface Defects,933.0,1503.0,1459.0,1521.0,1925.0,2553.0,2178.0,2702.0,2004.0,2626.0
Road Works,41.0,35.0,72.0,49.0,82.0,73.0,105.0,142.0,97.0,181.0
Road/Pavement Defects,894.0,1325.0,1595.0,1604.0,1285.0,1074.0,843.0,616.0,355.0,131.0
Rubbish,7374.0,6633.0,5565.0,4794.0,4096.0,3111.0,2849.0,2266.0,1915.0,1582.0
Salt Bins,,,,,4.0,1.0,2.0,8.0,2.0,7.0
Shopping Trolley,205.0,194.0,178.0,84.0,88.0,26.0,81.0,9.0,,
Sign or Marking,,,,,,6.0,2.0,2.0,4.0,2.0
Skips,14.0,13.0,14.0,12.0,9.0,11.0,7.0,8.0,2.0,4.0
Spillage on Road,19.0,50.0,31.0,62.0,44.0,33.0,37.0,29.0,12.0,13.0
Street Cleaning,6438.0,7151.0,7121.0,6416.0,6456.0,4486.0,4100.0,3435.0,2892.0,2238.0
Street Furniture,188.0,157.0,163.0,183.0,108.0,85.0,75.0,79.0,46.0,34.0
Street Lights,9419.0,8816.0,9651.0,9333.0,9861.0,10121.0,9601.0,9836.0,10118.0,12120.0
Street Name Plates,422.0,434.0,550.0,484.0,541.0,610.0,545.0,661.0,634.0,722.0
Street Signs,2641.0,2369.0,2881.0,2724.0,2933.0,3057.0,3143.0,3257.0,3530.0,3609.0
To Let Signs,14.0,5.0,2.0,2.0,,,,,,
Trade Waste,27.0,44.0,53.0,45.0,43.0,19.0,23.0,4.0,,
Traffic Lights,1939.0,1610.0,1588.0,1518.0,1552.0,1398.0,1169.0,1112.0,1015.0,831.0
Trees and Hedges RoW,36.0,41.0,80.0,101.0,145.0,137.0,196.0,220.0,127.0,89.0
Trees on RoW,12.0,32.0,67.0,54.0,70.0,90.0,76.0,87.0,66.0,56.0
Trip Hazard,11.0,23.0,46.0,27.0,36.0,42.0,65.0,64.0,148.0,212.0
Untaxed Vehcile,16.0,13.0,14.0,16.0,17.0,17.0,6.0,10.0,1.0,
Utility Works,67.0,55.0,60.0,47.0,47.0,67.0,50.0,66.0,89.0,66.0
Vehicle Access,1.0,2.0,,,,3.0,4.0,5.0,2.0,6.0
Zebra Crossing,2.0,1.0,,,3.0,,1.0,,,
