SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,4485.0,5088.0,5180.0,5007.0,4491.0,4296.0,4154.0,3464.0,3154.0,2353.0
Accumulated Litter,77.0,236.0,637.0,579.0,447.0,247.0,233.0,103.0,74.0,85.0
Admin,293.0,473.0,314.0,248.0,51.0,1.0,,,,
Barriers/Bollards on RoW,28.0,47.0,86.0,55.0,53.0,9.0,28.0,20.0,18.0,13.0
Benches/Bicycle Racks,27.0,12.0,9.0,15.0,6.0,10.0,6.0,1.0,,3.0
Bin Collection,98.0,156.0,124.0,81.0,46.0,37.0,6.0,10.0,11.0,42.0
Bin Repair/Replacement,142.0,177.0,173.0,102.0,37.0,23.0,36.0,17.0,8.0,8.0
Blocked Drains,2157.0,1694.0,1795.0,1814.0,1733.0,1664.0,1254.0,1554.0,1413.0,999.0
Bridge/Culvert Defects,128.0,218.0,142.0,167.0,119.0,131.0,105.0,111.0,105.0,124.0
Broken Fire Hydrant,,1.0,,,,1.0,,,,
Broken Kerbs,53.0,61.0,63.0,86.0,73.0,57.0,97.0,122.0,128.0,163.0
Bus Stops Damage,506.0,454.0,501.0,469.0,469.0,623.0,465.0,449.0,408.0,366.0
C.C.T.V Faults,,,2.0,1.0,,,,,,
Countryside RoW,2.0,1.0,1.0,7.0,8.0,4.0,4.0,3.0,3.0,1.0
Dangerous Building/Structure,79.0,144.0,146.0,121.0,61.0,25.0,9.0,3.0,,
Dead Animals,232.0,146.0,210.0,203.0,175.0,165.0,155.0,71.0,26.0,6.0
Debris/Spillage,217.0,151.0,210.0,157.0,107.0,127.0,99.0,103.0,110.0,49.0
Demo,13.0,6.0,17.0,5.0,2.0,,,,,
Discarded Syringes,,,,,1.0,,4.0,1.0,1.0,
Dog Fouling,2522.0,2563.0,2281.0,2222.0,1834.0,2190.0,1917.0,1977.0,1778.0,1945.0
Dog Litter Bin,14.0,19.0,37.0,22.0,21.0,25.0,29.0,23.0,12.0,24.0
Dumped Rubbish,877.0,1979.0,2872.0,2358.0,1470.0,1544.0,723.0,395.0,21.0,
Environmental Health,1.0,7.0,4.0,3.0,5.0,2.0,9.0,9.0,10.0,5.0
Fallen/Dangerous Trees,2734.0,2958.0,3161.0,3034.0,2827.0,2881.0,3115.0,3105.0,3029.0,2916.0
Fences,24.0,16.0,26.0,28.0,23.0,28.0,20.0,22.0,29.0,20.0
Flooding,589.0,718.0,505.0,613.0,357.0,360.0,431.0,392.0,385.0,431.0
Floral displays,,3.0,7.0,12.0,7.0,10.0,4.0,3.0,3.0,
Fly-tipping,40559.0,45979.0,44748.0,32864.0,18588.0,12889.0,13798.0,10445.0,8977.0,7559.0
Flyposting,982.0,877.0,807.0,620.0,557.0,449.0,544.0,301.0,427.0,438.0
Garden Waste,682.0,1232.0,767.0,570.0,74.0,4.0,1.0,2.0,,
Gates/Stiles RoW,6.0,14.0,14.0,7.0,19.0,11.0,3.0,5.0,8.0,8.0
General Highways Enquiries,138.0,216.0,551.0,574.0,799.0,440.0,263.0,62.0,63.0,21.0
Graffiti,5582.0,5692.0,6439.0,4888.0,3394.0,2409.0,2630.0,1474.0,1710.0,1478.0
Grass/Weed Control,500.0,325.0,576.0,554.0,611.0,740.0,635.0,896.0,1035.0,634.0
Grids and Drains,19.0,35.0,22.0,24.0,21.0,7.0,9.0,19.0,3.0,33.0
Grit Bins,35.0,33.0,40.0,16.0,11.0,16.0,12.0,18.0,13.0,27.0
Gritting,10.0,6.0,13.0,30.0,16.0,10.0,6.0,4.0,,1.0
Grounds Maintenance,4.0,,2.0,3.0,6.0,3.0,3.0,7.0,4.0,2.0
Gullies,337.0,337.0,276.0,335.0,292.0,257.0,325.0,189.0,288.0,177.0
Gully/Manhole Defects,153.0,101.0,137.0,119.0,86.0,111.0,102.0,70.0,38.0,35.0
Highway Condition,15321.0,14605.0,13578.0,13196.0,12130.0,11161.0,11586.0,10398.0,10132.0,8446.0
Highway Drainage,12.0,16.0,46.0,15.0,9.0,25.0,23.0,11.0,16.0,38.0
Ice & Snow,12.0,15.0,6.0,7.0,12.0,16.0,2.0,8.0,6.0,7.0
Leafing,38.0,95.0,140.0,86.0,83.0,77.0,53.0,16.0,3.0,
Lewisham Homes,66.0,150.0,148.0,293.0,84.0,,,,,
Lit Signs,,,,,,1.0,,,,
Litter/Litter Bin,822.0,633.0,1055.0,744.0,635.0,428.0,363.0,214.0,250.0,182.0
Manhole Covers,494.0,482.0,458.0,466.0,392.0,380.0,379.0,372.0,383.0,364.0
Manhole Defects,35.0,33.0,24.0,41.0,24.0,3.0,10.0,5.0,13.0,9.0
Missed Bin Collection,513.0,737.0,616.0,471.0,109.0,,,,,
Noise,27.0,18.0,22.0,17.0,6.0,1.0,1.0,,2.0,9.0
Obstruction,398.0,862.0,980.0,914.0,703.0,894.0,612.0,521.0,403.0,457.0
Open Spaces/Parks,1901.0,2290.0,2792.0,2525.0,2540.0,2690.0,2286.0,2118.0,1901.0,2203.0
Other,11663.0,10742.0,10583.0,9936.0,10122.0,9078.0,9982.0,9015.0,8689.0,7502.0
Overgrown Vegetation,1111.0,1264.0,1728.0,1682.0,1927.0,2014.0,1907.0,1630.0,1435.0,1577.0
Parking,4986.0,5318.0,5264.0,5114.0,4757.0,4551.0,4545.0,4221.0,3942.0,3528.0
Pavement /Footway Defects,10003.0,10199.0,10604.0,9883.0,10127.0,9353.0,10343.0,9359.0,9410.0,9004.0
Pest Control,1.0,2.0,17.0,5.0,3.0,,3.0,,,
Phoenix HA,1.0,9.0,34.0,38.0,,,,,,
Potholes,36670.0,28453.0,28797.0,28725.0,28854.0,28487.0,30014.0,29240.0,29178.0,22538.0
Property Damage,11.0,5.0,7.0,11.0,13.0,19.0,9.0,22.0,25.0,13.0
Protected Trees,,,,,,,1.0,,2.0,
Public Toilets,118.0,131.0,111.0,93.0,81.0,59.0,77.0,67.0,64.0,51.0
Recycling,160.0,196.0,108.0,85.0,71.0,76.0,147.0,74.0,28.0,7.0
Retaining Wall,1.0,8.0,11.0,12.0,10.0,6.0,4.0,1.0,1.0,3.0
Right of Way,1359.0,1007.0,691.0,550.0,327.0,331.0,364.0,351.0,308.0,258.0
Road Markings,487.0,562.0,588.0,593.0,420.0,490.0,428.0,612.0,507.0,577.0
Road Safety,30.0,55.0,36.0,23.0,21.0,27.0,26.0,25.0,24.0,47.0
Road Surface Defects,1375.0,1897.0,2176.0,2793.0,3303.0,3485.0,3213.0,2756.0,1609.0,1354.0
Road Works,328.0,280.0,323.0,287.0,231.0,241.0,190.0,158.0,125.0,181.0
Road/Pavement Defects,2116.0,2448.0,2443.0,1701.0,1180.0,755.0,447.0,195.0,72.0,57.0
Rubbish,8875.0,7966.0,6240.0,5179.0,4045.0,3244.0,3080.0,2723.0,2546.0,2579.0
Salt Bins,,4.0,4.0,1.0,2.0,,4.0,1.0,7.0,2.0
Shopping Trolley,246.0,229.0,232.0,84.0,74.0,,,,,
Sign or Marking,1.0,2.0,1.0,1.0,,6.0,2.0,,,3.0
Skips,18.0,24.0,21.0,15.0,7.0,5.0,8.0,4.0,1.0,1.0
Spillage on Road,59.0,53.0,71.0,115.0,60.0,50.0,48.0,42.0,7.0,7.0
