year,1,2,3,4,5,6,7,8,9,10
2007,55.0,64.0,53.0,66.0,77.0,96.0,73.0,118.0,104.0,71.0
2008,314.0,317.0,350.0,396.0,382.0,481.0,422.0,362.0,474.0,510.0
2009,351.0,359.0,405.0,433.0,472.0,540.0,384.0,408.0,394.0,417.0
2010,420.0,534.0,478.0,544.0,579.0,600.0,551.0,568.0,622.0,650.0
2011,791.0,717.0,596.0,815.0,778.0,933.0,738.0,893.0,843.0,924.0
2012,676.0,600.0,443.0,615.0,570.0,794.0,725.0,742.0,681.0,709.0
2013,600.0,554.0,414.0,614.0,637.0,688.0,723.0,743.0,707.0,828.0
2014,578.0,490.0,432.0,594.0,650.0,572.0,637.0,714.0,699.0,775.0
2015,528.0,513.0,498.0,681.0,618.0,746.0,697.0,765.0,772.0,873.0
2016,645.0,548.0,626.0,764.0,746.0,799.0,773.0,906.0,1140.0,1290.0
2017,647.0,632.0,596.0,724.0,693.0,850.0,917.0,865.0,1091.0,1227.0
2018,1042.0,768.0,882.0,1032.0,1108.0,1178.0,1337.0,1437.0,1546.0,1806.0
2019,978.0,846.0,689.0,863.0,818.0,898.0,971.0,1063.0,1150.0,1482.0
2020,1268.0,1071.0,827.0,1082.0,871.0,1009.0,1182.0,1336.0,1332.0,1522.0
