SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2890.0,4326.0,4342.0,4507.0,4270.0,3974.0,3790.0,3614.0,3680.0,2968.0
Bridge/Culvert Defects,16.0,31.0,39.0,66.0,77.0,97.0,87.0,137.0,102.0,100.0
Bus Stops Damage,445.0,564.0,532.0,648.0,435.0,446.0,457.0,429.0,399.0,488.0
Dangerous Building/Structure,8.0,67.0,80.0,83.0,62.0,71.0,51.0,41.0,39.0,23.0
Dog Fouling,1912.0,2146.0,1887.0,2197.0,2225.0,1875.0,1814.0,1962.0,1596.0,1446.0
Environmental Health,11.0,97.0,67.0,121.0,131.0,113.0,90.0,101.0,97.0,67.0
Fences,4.0,14.0,18.0,18.0,18.0,33.0,13.0,23.0,25.0,16.0
Gritting,12.0,18.0,14.0,24.0,31.0,26.0,39.0,30.0,32.0,29.0
Grounds Maintenance,114.0,94.0,65.0,78.0,94.0,138.0,150.0,203.0,167.0,109.0
Open Spaces/Parks,2072.0,2935.0,2745.0,2534.0,2212.0,2007.0,2135.0,2134.0,2114.0,2112.0
Other,7862.0,7925.0,7578.0,7687.0,8117.0,8195.0,8811.0,8037.0,7615.0,7556.0
Parking,4153.0,4988.0,4661.0,4783.0,4660.0,4449.0,4207.0,4525.0,4177.0,3800.0
Pavement /Footway Defects,6533.0,7145.0,6830.0,7915.0,8193.0,8401.0,9255.0,9557.0,10248.0,11556.0
Property Damage,7.0,2.0,8.0,4.0,20.0,12.0,21.0,15.0,25.0,21.0
Public Toilets,57.0,76.0,72.0,74.0,89.0,83.0,113.0,90.0,81.0,69.0
Retaining Wall,7.0,7.0,10.0,5.0,1.0,3.0,7.0,3.0,11.0,3.0
Right of Way,322.0,590.0,1112.0,1804.0,1821.0,1891.0,2211.0,1960.0,2000.0,1664.0
Road Safety,3245.0,3882.0,4017.0,4857.0,5025.0,5820.0,6128.0,6502.0,6171.0,6292.0
Road Surface Defects,12871.0,15063.0,17597.0,21958.0,28637.0,34669.0,39690.0,42959.0,42684.0,42088.0
Rubbish,41714.0,49675.0,48574.0,44192.0,40200.0,36986.0,27256.0,25023.0,20304.0,14889.0
Street Furniture,558.0,1579.0,1460.0,1917.0,2763.0,1953.0,2000.0,2919.0,2390.0,1720.0
Street Lights,8585.0,9139.0,9086.0,9464.0,10752.0,10925.0,11969.0,13281.0,14169.0,16150.0
Utility Works,11.0,44.0,43.0,51.0,40.0,88.0,70.0,86.0,90.0,91.0
