SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2522.0,3326.0,3668.0,3877.0,3600.0,3949.0,3589.0,3776.0,3998.0,3840.0
Accumulated Litter,33.0,97.0,234.0,100.0,145.0,322.0,249.0,300.0,651.0,587.0
Admin,,63.0,150.0,104.0,97.0,227.0,81.0,241.0,205.0,212.0
Barriers/Bollards on RoW,14.0,37.0,16.0,20.0,24.0,38.0,18.0,34.0,25.0,79.0
Benches/Bicycle Racks,,4.0,8.0,16.0,1.0,2.0,3.0,3.0,5.0,42.0
Bin Collection,4.0,26.0,24.0,37.0,59.0,54.0,39.0,80.0,72.0,134.0
Bin Repair/Replacement,6.0,21.0,34.0,47.0,50.0,103.0,53.0,89.0,85.0,68.0
Blocked Drains,332.0,436.0,464.0,670.0,790.0,1075.0,1434.0,2093.0,2723.0,2663.0
Bridge/Culvert Defects,22.0,31.0,36.0,44.0,45.0,93.0,85.0,168.0,128.0,100.0
Broken Fire Hydrant,,1.0,,,,,,,1.0,
Broken Kerbs,6.0,13.0,19.0,33.0,26.0,29.0,57.0,69.0,96.0,65.0
Bus Stops Damage,327.0,407.0,405.0,380.0,516.0,384.0,393.0,333.0,390.0,508.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,1.0,,1.0,5.0,10.0,13.0,1.0,1.0,
Dangerous Building/Structure,7.0,31.0,25.0,54.0,37.0,46.0,42.0,42.0,78.0,155.0
Dead Animals,9.0,68.0,84.0,72.0,93.0,79.0,78.0,158.0,82.0,95.0
Debris/Spillage,15.0,33.0,76.0,80.0,71.0,131.0,126.0,168.0,167.0,156.0
Demo,,,4.0,1.0,3.0,4.0,5.0,12.0,11.0,3.0
Discarded Syringes,,2.0,2.0,1.0,2.0,,,,,
Dog Fouling,1086.0,1586.0,1526.0,1569.0,1742.0,1727.0,1581.0,1685.0,1494.0,1249.0
Dog Litter Bin,,1.0,5.0,8.0,11.0,15.0,25.0,18.0,17.0,21.0
Dumped Rubbish,73.0,1013.0,830.0,651.0,1316.0,1224.0,1380.0,1724.0,1976.0,1444.0
Environmental Health,3.0,11.0,18.0,5.0,2.0,1.0,5.0,2.0,,
Fallen/Dangerous Trees,1240.0,1742.0,2032.0,2064.0,2321.0,2762.0,2671.0,3080.0,3350.0,3348.0
Fences,6.0,16.0,16.0,28.0,26.0,17.0,22.0,21.0,15.0,15.0
Flooding,57.0,82.0,92.0,136.0,126.0,218.0,123.0,257.0,234.0,187.0
Floral displays,,3.0,3.0,2.0,6.0,3.0,8.0,6.0,11.0,7.0
Fly-tipping,21650.0,19390.0,22322.0,19302.0,20635.0,27502.0,18749.0,24239.0,23679.0,20654.0
Flyposting,372.0,361.0,493.0,422.0,516.0,494.0,560.0,565.0,664.0,688.0
Garden Waste,,50.0,271.0,179.0,214.0,505.0,247.0,619.0,659.0,588.0
Gates/Stiles RoW,,1.0,,,4.0,15.0,6.0,18.0,32.0,
General Highways Enquiries,53.0,50.0,232.0,114.0,182.0,214.0,327.0,457.0,642.0,763.0
Graffiti,1028.0,1621.0,1736.0,1887.0,2777.0,2825.0,2565.0,3389.0,4419.0,6346.0
Grass/Weed Control,107.0,190.0,291.0,346.0,446.0,584.0,752.0,1056.0,1142.0,907.0
Grids and Drains,43.0,20.0,18.0,28.0,34.0,21.0,23.0,1.0,2.0,2.0
Grit Bins,2.0,1.0,5.0,7.0,2.0,10.0,8.0,10.0,5.0,5.0
Gritting,9.0,4.0,5.0,5.0,9.0,14.0,8.0,7.0,15.0,13.0
Grounds Maintenance,,,1.0,1.0,2.0,2.0,2.0,10.0,9.0,5.0
Gullies,69.0,50.0,53.0,51.0,72.0,56.0,94.0,111.0,184.0,392.0
Gully/Manhole Defects,30.0,56.0,66.0,41.0,89.0,48.0,75.0,140.0,201.0,159.0
Highway Condition,6142.0,7742.0,8165.0,9421.0,9241.0,10361.0,11756.0,13069.0,14261.0,13305.0
Highway Drainage,,6.0,3.0,3.0,23.0,30.0,20.0,54.0,46.0,26.0
Ice & Snow,3.0,6.0,2.0,5.0,2.0,2.0,7.0,13.0,26.0,21.0
Leafing,2.0,23.0,25.0,18.0,40.0,76.0,41.0,55.0,118.0,142.0
Lewisham Homes,,9.0,98.0,39.0,91.0,172.0,87.0,115.0,83.0,47.0
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,176.0,188.0,247.0,195.0,277.0,355.0,422.0,504.0,634.0,1471.0
