SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3232.0,4023.0,4338.0,4423.0,4928.0,4583.0,4415.0,4087.0,3893.0,3750.0
Bin Replacement,39.0,105.0,115.0,117.0,158.0,152.0,95.0,67.0,62.0,39.0
Bridge/Culvert Defects,83.0,140.0,108.0,147.0,150.0,153.0,165.0,153.0,156.0,95.0
Bus Stops Damage,464.0,490.0,491.0,590.0,476.0,442.0,477.0,398.0,427.0,455.0
Dangerous Building/Structure,11.0,12.0,31.0,58.0,92.0,77.0,105.0,90.0,107.0,120.0
Dog Fouling,2155.0,2422.0,2443.0,2404.0,2414.0,2027.0,2186.0,1787.0,1959.0,1432.0
Drainage,1581.0,2141.0,2136.0,2650.0,2722.0,2902.0,3974.0,3784.0,3861.0,3642.0
Environmental Health,70.0,159.0,141.0,181.0,199.0,152.0,167.0,143.0,138.0,125.0
Fences,22.0,32.0,45.0,27.0,28.0,26.0,23.0,19.0,11.0,3.0
Floral Displays,,,5.0,3.0,7.0,3.0,7.0,,10.0,14.0
Gritting,25.0,26.0,31.0,39.0,30.0,66.0,70.0,68.0,44.0,34.0
Grounds Maintenance,182.0,394.0,330.0,298.0,237.0,274.0,269.0,225.0,264.0,208.0
Highways Enquiries,7975.0,9957.0,11398.0,11541.0,12556.0,12733.0,13499.0,14640.0,14310.0,14681.0
Incivilities,2744.0,3159.0,3700.0,4579.0,5359.0,4815.0,4461.0,4212.0,4271.0,5221.0
Open Spaces/Parks,2089.0,2215.0,2167.0,2644.0,2686.0,2524.0,2569.0,1929.0,2216.0,2216.0
Other,9848.0,10890.0,10476.0,10626.0,9805.0,9812.0,10398.0,9906.0,9864.0,9009.0
Overgrown/Fallen Veg/Trees,3398.0,4232.0,4306.0,4874.0,5016.0,5127.0,5923.0,5625.0,6078.0,6397.0
Parking,4439.0,5182.0,5134.0,5226.0,4907.0,4690.0,4426.0,4268.0,4030.0,3924.0
Pavement /Footway Defects,6833.0,7988.0,8052.0,9421.0,8958.0,8283.0,9300.0,9325.0,9867.0,11785.0
Property Damage,8.0,15.0,17.0,26.0,11.0,9.0,13.0,17.0,7.0,12.0
Public Toilets,66.0,66.0,74.0,97.0,97.0,107.0,82.0,89.0,92.0,82.0
Retaining Wall,14.0,7.0,3.0,7.0,3.0,4.0,6.0,1.0,5.0,7.0
Right of Way,1098.0,1566.0,1598.0,2025.0,2140.0,1863.0,2439.0,2190.0,2403.0,1884.0
Road Safety,4091.0,5053.0,5210.0,5781.0,5888.0,5829.0,6388.0,6502.0,6493.0,6819.0
Road Surface Defects,17143.0,22778.0,24687.0,28168.0,31258.0,33735.0,39521.0,42530.0,44073.0,47372.0
Rubbish,31454.0,31877.0,33297.0,39459.0,44132.0,42776.0,39777.0,37298.0,32861.0,25643.0
Street Furniture,960.0,1605.0,1635.0,2115.0,2254.0,1615.0,3359.0,2436.0,3218.0,3843.0
Street Lights,12785.0,12014.0,12192.0,13410.0,12021.0,10924.0,13198.0,12026.0,12182.0,14515.0
Utility Works,118.0,252.0,184.0,152.0,95.0,124.0,94.0,85.0,85.0,59.0
