SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,95.0,135.0,109.0,83.0,110.0,73.0,65.0,88.0,74.0,69.0
Bus Stops Damage,26.0,29.0,29.0,29.0,19.0,26.0,34.0,34.0,18.0,36.0
Dog Fouling,169.0,361.0,158.0,132.0,112.0,132.0,141.0,187.0,142.0,122.0
Fallen/Dangerous Trees,104.0,130.0,116.0,122.0,115.0,143.0,135.0,152.0,155.0,207.0
Fly-tipping,1840.0,936.0,467.0,802.0,595.0,412.0,575.0,660.0,547.0,521.0
Flyposting,42.0,31.0,20.0,28.0,19.0,15.0,15.0,34.0,24.0,25.0
Graffiti,132.0,47.0,49.0,58.0,52.0,49.0,85.0,80.0,65.0,89.0
Highway Condition,629.0,603.0,472.0,472.0,412.0,558.0,532.0,607.0,709.0,647.0
Open Spaces/Parks,100.0,171.0,82.0,94.0,79.0,82.0,133.0,99.0,133.0,181.0
Other,531.0,479.0,372.0,353.0,348.0,351.0,367.0,349.0,354.0,400.0
Parking,369.0,260.0,225.0,240.0,183.0,222.0,176.0,241.0,211.0,255.0
Pavement /Footway Defects,447.0,369.0,302.0,327.0,336.0,356.0,384.0,430.0,514.0,573.0
Potholes,948.0,1121.0,893.0,873.0,891.0,964.0,1031.0,1220.0,1325.0,1207.0
Public Toilets,5.0,8.0,3.0,5.0,5.0,3.0,2.0,6.0,4.0,8.0
Rubbish,1309.0,267.0,248.0,196.0,223.0,168.0,211.0,192.0,159.0,259.0
Street Cleaning,409.0,184.0,144.0,154.0,159.0,205.0,170.0,151.0,141.0,194.0
Street Lights,431.0,553.0,442.0,523.0,548.0,593.0,554.0,759.0,791.0,954.0
Street Name Plates,23.0,16.0,23.0,20.0,25.0,22.0,29.0,33.0,39.0,34.0
Street Signs,124.0,102.0,67.0,75.0,71.0,55.0,115.0,98.0,116.0,147.0
Traffic Lights,76.0,52.0,47.0,34.0,42.0,50.0,55.0,53.0,54.0,47.0
