year,1,2,3,4,5,6,7,8,9,10
2007,20.0,24.0,21.0,29.0,24.0,24.0,15.0,20.0,27.0,38.0
2008,36.0,58.0,68.0,58.0,39.0,71.0,74.0,62.0,65.0,68.0
2009,94.0,98.0,142.0,118.0,128.0,163.0,126.0,119.0,135.0,130.0
2010,157.0,140.0,117.0,190.0,188.0,198.0,188.0,170.0,209.0,212.0
2011,152.0,148.0,194.0,194.0,170.0,189.0,256.0,204.0,224.0,255.0
2012,179.0,171.0,244.0,209.0,233.0,244.0,239.0,204.0,280.0,283.0
2013,186.0,155.0,187.0,192.0,182.0,217.0,283.0,224.0,249.0,216.0
2014,344.0,397.0,372.0,284.0,420.0,313.0,402.0,371.0,424.0,385.0
2015,358.0,334.0,370.0,322.0,397.0,300.0,409.0,359.0,527.0,344.0
2016,486.0,414.0,580.0,477.0,529.0,496.0,459.0,465.0,636.0,419.0
2017,611.0,481.0,489.0,628.0,547.0,462.0,471.0,527.0,596.0,532.0
2018,767.0,860.0,716.0,729.0,636.0,606.0,784.0,834.0,1001.0,724.0
2019,873.0,950.0,883.0,703.0,778.0,611.0,785.0,921.0,994.0,759.0
2020,880.0,1074.0,1083.0,756.0,824.0,704.0,1042.0,1024.0,1113.0,833.0
