SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3246.0,4958.0,5240.0,5698.0,4914.0,4515.0,4423.0,3971.0,4095.0,3317.0
Accumulated Litter,59.0,178.0,248.0,273.0,274.0,475.0,413.0,316.0,295.0,187.0
Admin,36.0,265.0,290.0,261.0,193.0,153.0,99.0,69.0,14.0,
Barriers/Bollards on RoW,15.0,38.0,28.0,49.0,31.0,69.0,20.0,26.0,31.0,50.0
Benches/Bicycle Racks,3.0,4.0,1.0,6.0,6.0,21.0,33.0,4.0,4.0,7.0
Bin Collection,7.0,63.0,113.0,100.0,60.0,77.0,56.0,55.0,34.0,46.0
Bin Repair/Replacement,38.0,106.0,173.0,171.0,54.0,69.0,58.0,26.0,12.0,16.0
Blocked Drains,475.0,784.0,971.0,1477.0,1397.0,1701.0,2216.0,2183.0,2554.0,2319.0
Bridge/Culvert Defects,38.0,59.0,95.0,203.0,109.0,169.0,208.0,178.0,170.0,121.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,20.0,53.0,56.0,80.0,44.0,93.0,94.0,122.0,130.0,211.0
Bus Stops Damage,525.0,655.0,624.0,749.0,560.0,509.0,542.0,494.0,443.0,550.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,3.0,,3.0,11.0,9.0,2.0,5.0,1.0
Dangerous Building/Structure,9.0,79.0,92.0,100.0,60.0,78.0,59.0,47.0,42.0,22.0
Dead Animals,25.0,116.0,130.0,248.0,259.0,161.0,177.0,105.0,106.0,62.0
Debris/Spillage,34.0,64.0,98.0,142.0,201.0,165.0,166.0,169.0,163.0,128.0
Demo,1.0,13.0,10.0,3.0,3.0,12.0,,1.0,,
Discarded Syringes,,2.0,,3.0,,1.0,1.0,,,
Dog Fouling,2667.0,2888.0,2714.0,3210.0,3098.0,2591.0,2549.0,2410.0,2176.0,1895.0
Dog Litter Bin,8.0,6.0,13.0,33.0,24.0,21.0,32.0,34.0,22.0,33.0
Dumped Rubbish,152.0,1563.0,1556.0,2303.0,1624.0,1258.0,1201.0,1142.0,1002.0,438.0
Environmental Health,3.0,5.0,8.0,19.0,9.0,6.0,,3.0,2.0,
Fallen/Dangerous Trees,1724.0,2461.0,2854.0,3193.0,3307.0,3461.0,3791.0,3705.0,3870.0,3984.0
Fences,6.0,18.0,25.0,32.0,28.0,40.0,23.0,24.0,24.0,16.0
Flooding,140.0,214.0,367.0,676.0,437.0,651.0,722.0,642.0,544.0,388.0
Floral displays,,3.0,2.0,10.0,5.0,3.0,1.0,7.0,14.0,4.0
Fly-tipping,31082.0,36498.0,37640.0,36631.0,29007.0,25982.0,17779.0,14888.0,11785.0,8210.0
Flyposting,610.0,753.0,661.0,712.0,614.0,656.0,623.0,594.0,580.0,586.0
Garden Waste,41.0,419.0,655.0,676.0,550.0,544.0,219.0,173.0,55.0,
Gates/Stiles RoW,,,2.0,2.0,,2.0,20.0,31.0,30.0,8.0
General Highways Enquiries,41.0,135.0,288.0,305.0,335.0,321.0,563.0,437.0,512.0,190.0
Graffiti,2542.0,4575.0,4644.0,5372.0,4174.0,3594.0,3677.0,3222.0,3034.0,2744.0
Grass/Weed Control,65.0,218.0,203.0,369.0,497.0,614.0,956.0,875.0,1159.0,1550.0
Grids and Drains,33.0,29.0,12.0,6.0,28.0,25.0,2.0,23.0,33.0,1.0
Grit Bins,6.0,12.0,26.0,44.0,23.0,30.0,25.0,17.0,15.0,23.0
Gritting,10.0,8.0,7.0,13.0,18.0,9.0,17.0,4.0,7.0,3.0
Grounds Maintenance,,,,1.0,1.0,5.0,3.0,7.0,6.0,11.0
Gullies,74.0,162.0,139.0,214.0,214.0,253.0,405.0,370.0,419.0,563.0
