year,1,2,3,4,5,6,7,8,9,10
2007,65.0,82.0,58.0,86.0,66.0,80.0,81.0,68.0,61.0,130.0
2008,360.0,444.0,402.0,392.0,362.0,375.0,384.0,407.0,428.0,455.0
2009,445.0,418.0,416.0,393.0,405.0,404.0,367.0,340.0,450.0,525.0
2010,537.0,605.0,608.0,544.0,545.0,506.0,532.0,544.0,555.0,570.0
2011,872.0,888.0,692.0,710.0,810.0,738.0,718.0,901.0,800.0,899.0
2012,675.0,680.0,566.0,547.0,602.0,695.0,650.0,637.0,761.0,743.0
2013,854.0,684.0,544.0,557.0,629.0,568.0,584.0,563.0,756.0,770.0
2014,603.0,636.0,569.0,517.0,599.0,551.0,543.0,588.0,779.0,755.0
2015,707.0,676.0,507.0,576.0,620.0,531.0,680.0,707.0,728.0,959.0
2016,1286.0,947.0,620.0,677.0,620.0,634.0,828.0,684.0,844.0,1094.0
2017,993.0,816.0,584.0,662.0,675.0,718.0,1013.0,708.0,1028.0,1045.0
2018,2139.0,1459.0,897.0,912.0,917.0,898.0,1207.0,882.0,1522.0,1303.0
2019,1367.0,1191.0,667.0,670.0,732.0,798.0,1036.0,920.0,1152.0,1225.0
2020,1738.0,1348.0,871.0,862.0,1075.0,854.0,1171.0,975.0,1208.0,1399.0
