SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2978.0,4615.0,4972.0,5500.0,4714.0,4398.0,4163.0,3688.0,3702.0,2942.0
Accumulated Litter,59.0,178.0,264.0,276.0,277.0,587.0,294.0,329.0,271.0,183.0
Admin,36.0,265.0,290.0,285.0,169.0,184.0,119.0,32.0,,
Barriers/Bollards on RoW,15.0,38.0,31.0,49.0,34.0,67.0,25.0,19.0,36.0,43.0
Benches/Bicycle Racks,3.0,4.0,1.0,6.0,7.0,21.0,32.0,4.0,4.0,7.0
Bin Collection,7.0,63.0,123.0,99.0,54.0,83.0,51.0,54.0,32.0,45.0
Bin Repair/Replacement,38.0,109.0,171.0,173.0,55.0,69.0,60.0,21.0,11.0,16.0
Blocked Drains,475.0,795.0,1004.0,1509.0,1412.0,1887.0,2123.0,2140.0,2559.0,2173.0
Bridge/Culvert Defects,38.0,60.0,98.0,207.0,108.0,189.0,197.0,172.0,165.0,116.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,20.0,53.0,62.0,74.0,47.0,97.0,92.0,128.0,120.0,210.0
Bus Stops Damage,435.0,565.0,538.0,656.0,476.0,422.0,472.0,381.0,351.0,414.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,3.0,,3.0,14.0,6.0,2.0,5.0,1.0
Dangerous Building/Structure,9.0,82.0,91.0,101.0,61.0,85.0,56.0,42.0,41.0,20.0
Dead Animals,25.0,116.0,141.0,267.0,245.0,157.0,175.0,98.0,109.0,56.0
Debris/Spillage,34.0,64.0,109.0,154.0,191.0,170.0,173.0,149.0,185.0,101.0
Demo,1.0,13.0,10.0,3.0,3.0,12.0,1.0,,,
Discarded Syringes,,2.0,,3.0,,1.0,1.0,,,
Dog Fouling,2025.0,2316.0,2345.0,2681.0,2419.0,2116.0,2182.0,1904.0,1775.0,1466.0
Dog Litter Bin,8.0,6.0,13.0,33.0,27.0,20.0,35.0,31.0,23.0,30.0
Dumped Rubbish,152.0,1568.0,1588.0,2309.0,1634.0,1320.0,1282.0,1007.0,1004.0,375.0
Environmental Health,3.0,5.0,10.0,19.0,8.0,5.0,,3.0,2.0,
Fallen/Dangerous Trees,1555.0,2266.0,2732.0,2989.0,3058.0,3211.0,3482.0,3370.0,3505.0,3592.0
Fences,6.0,18.0,26.0,36.0,32.0,34.0,26.0,19.0,24.0,15.0
Flooding,140.0,214.0,381.0,677.0,446.0,684.0,710.0,643.0,501.0,385.0
Floral displays,,3.0,2.0,10.0,5.0,3.0,1.0,7.0,14.0,4.0
Fly-tipping,28934.0,34745.0,37125.0,35145.0,27607.0,25340.0,17375.0,12344.0,10415.0,7376.0
Flyposting,578.0,706.0,635.0,690.0,571.0,638.0,600.0,485.0,569.0,530.0
Garden Waste,41.0,421.0,653.0,711.0,515.0,601.0,265.0,123.0,2.0,
Gates/Stiles RoW,,,2.0,2.0,,3.0,22.0,29.0,29.0,8.0
General Highways Enquiries,41.0,135.0,298.0,321.0,320.0,386.0,526.0,418.0,500.0,182.0
Graffiti,2385.0,4383.0,4566.0,5280.0,4003.0,3568.0,3480.0,2871.0,2825.0,2335.0
Grass/Weed Control,65.0,218.0,211.0,402.0,493.0,684.0,928.0,887.0,1188.0,1430.0
Grids and Drains,33.0,29.0,13.0,14.0,19.0,25.0,14.0,12.0,32.0,1.0
Grit Bins,6.0,12.0,26.0,44.0,26.0,30.0,22.0,17.0,15.0,23.0
Gritting,10.0,8.0,7.0,13.0,19.0,11.0,14.0,4.0,7.0,3.0
Grounds Maintenance,,,,1.0,1.0,5.0,3.0,7.0,6.0,11.0
Gullies,74.0,162.0,152.0,204.0,230.0,247.0,440.0,336.0,411.0,557.0
Gully/Manhole Defects,27.0,58.0,52.0,79.0,68.0,183.0,131.0,153.0,137.0,64.0
Highway Condition,8450.0,9639.0,10496.0,11465.0,12585.0,13946.0,14037.0,12910.0,13693.0,13332.0
Highway Drainage,,2.0,2.0,2.0,13.0,15.0,60.0,17.0,55.0,45.0
Ice & Snow,1.0,7.0,5.0,8.0,9.0,12.0,10.0,14.0,11.0,14.0
Leafing,2.0,26.0,51.0,65.0,87.0,82.0,95.0,79.0,58.0,46.0
Lewisham Homes,19.0,216.0,237.0,164.0,41.0,31.0,30.0,3.0,,
Lit Signs,,,,,,,,,1.0,
