SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2228.0,2998.0,3291.0,3756.0,3807.0,3832.0,3777.0,3832.0,3731.0,4893.0
Accumulated Litter,24.0,126.0,55.0,74.0,128.0,144.0,239.0,419.0,607.0,902.0
Admin,10.0,35.0,166.0,300.0,225.0,294.0,104.0,164.0,82.0,
Barriers/Bollards on RoW,14.0,29.0,21.0,18.0,21.0,46.0,28.0,30.0,43.0,55.0
Benches/Bicycle Racks,5.0,1.0,2.0,2.0,6.0,26.0,5.0,4.0,24.0,9.0
Bin Collection,1.0,10.0,39.0,49.0,85.0,66.0,69.0,73.0,60.0,77.0
Bin Repair/Replacement,10.0,17.0,63.0,138.0,107.0,99.0,59.0,28.0,20.0,15.0
Blocked Drains,216.0,356.0,550.0,504.0,720.0,726.0,1089.0,1483.0,2321.0,4715.0
Bridge/Culvert Defects,14.0,31.0,40.0,34.0,44.0,102.0,72.0,78.0,140.0,197.0
Broken Fire Hydrant,1.0,,,,,,,,,1.0
Broken Kerbs,6.0,8.0,14.0,8.0,20.0,23.0,28.0,42.0,75.0,189.0
Bus Stops Damage,403.0,463.0,397.0,578.0,350.0,393.0,311.0,359.0,401.0,388.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,,,,1.0,5.0,2.0,2.0,4.0,13.0,5.0
Dangerous Building/Structure,2.0,14.0,41.0,50.0,74.0,66.0,55.0,79.0,62.0,74.0
Dead Animals,6.0,28.0,42.0,72.0,54.0,68.0,111.0,130.0,118.0,189.0
Debris/Spillage,28.0,34.0,53.0,58.0,68.0,79.0,97.0,136.0,183.0,287.0
Demo,,1.0,7.0,16.0,5.0,12.0,,1.0,1.0,
Discarded Syringes,,2.0,1.0,1.0,1.0,1.0,1.0,,,
Dog Fouling,1615.0,1686.0,1845.0,1719.0,1603.0,1691.0,1525.0,1317.0,1216.0,1028.0
Dog Litter Bin,,1.0,1.0,4.0,5.0,3.0,9.0,24.0,28.0,46.0
Dumped Rubbish,12.0,150.0,782.0,855.0,1336.0,1207.0,1448.0,2078.0,1761.0,2002.0
Environmental Health,2.0,3.0,7.0,13.0,6.0,7.0,3.0,1.0,4.0,1.0
Fallen/Dangerous Trees,1253.0,1757.0,1986.0,2139.0,2278.0,2446.0,2494.0,2837.0,3109.0,4311.0
Fences,4.0,8.0,15.0,20.0,16.0,22.0,17.0,15.0,28.0,37.0
Flooding,49.0,59.0,89.0,85.0,133.0,182.0,177.0,274.0,209.0,255.0
Floral displays,,,1.0,2.0,2.0,2.0,13.0,4.0,4.0,21.0
Fly-tipping,19015.0,21130.0,23675.0,27968.0,25392.0,27013.0,19726.0,21169.0,14927.0,18107.0
Flyposting,393.0,432.0,427.0,586.0,425.0,578.0,457.0,549.0,554.0,734.0
Garden Waste,13.0,57.0,211.0,652.0,550.0,886.0,301.0,432.0,228.0,2.0
Gates/Stiles RoW,,,,,3.0,2.0,7.0,6.0,28.0,30.0
General Highways Enquiries,37.0,76.0,66.0,89.0,104.0,185.0,228.0,416.0,501.0,1332.0
Graffiti,1826.0,2500.0,2580.0,3758.0,2965.0,2876.0,3068.0,2457.0,2389.0,4174.0
Grass/Weed Control,65.0,95.0,134.0,172.0,235.0,316.0,486.0,725.0,1326.0,2267.0
Grids and Drains,49.0,34.0,43.0,19.0,39.0,1.0,1.0,,4.0,2.0
Grit Bins,1.0,3.0,,6.0,6.0,5.0,11.0,9.0,8.0,6.0
Gritting,15.0,3.0,12.0,6.0,5.0,5.0,8.0,7.0,5.0,23.0
Grounds Maintenance,,,,,1.0,2.0,1.0,4.0,14.0,10.0
Gullies,57.0,101.0,80.0,72.0,84.0,78.0,87.0,126.0,123.0,324.0
Gully/Manhole Defects,18.0,38.0,61.0,69.0,59.0,105.0,114.0,163.0,165.0,113.0
Highway Condition,7997.0,7879.0,9089.0,9155.0,9175.0,10047.0,10101.0,11381.0,12823.0,15816.0
Highway Drainage,,,,5.0,,11.0,30.0,21.0,64.0,80.0
Ice & Snow,4.0,2.0,5.0,8.0,5.0,1.0,8.0,4.0,17.0,33.0
Leafing,1.0,9.0,26.0,37.0,21.0,62.0,81.0,91.0,84.0,128.0
Lewisham Homes,4.0,16.0,111.0,222.0,211.0,79.0,39.0,44.0,15.0,
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,96.0,244.0,188.0,224.0,196.0,260.0,337.0,618.0,681.0,1625.0
Manhole Covers,42.0,56.0,90.0,116.0,156.0,175.0,239.0,293.0,516.0,734.0
Manhole Defects,2.0,6.0,9.0,2.0,20.0,24.0,19.0,17.0,20.0,14.0
Missed Bin Collection,8.0,59.0,278.0,576.0,429.0,628.0,190.0,191.0,83.0,4.0
Noise,14.0,29.0,19.0,16.0,16.0,6.0,1.0,2.0,,
Obstruction,120.0,225.0,257.0,422.0,294.0,383.0,455.0,537.0,525.0,656.0
Open Spaces/Parks,1593.0,1962.0,2690.0,2232.0,2170.0,2191.0,1820.0,1825.0,1891.0,2423.0
Other,6432.0,7058.0,6671.0,6205.0,6177.0,6545.0,6954.0,6767.0,7050.0,9080.0
Overgrown Vegetation,213.0,267.0,347.0,470.0,597.0,689.0,776.0,1285.0,1577.0,2970.0
Parking,3430.0,4459.0,4646.0,4461.0,4320.0,4284.0,3878.0,3754.0,3401.0,3543.0
Pavement /Footway Defects,5915.0,6315.0,7687.0,6936.0,7158.0,7901.0,8095.0,8391.0,10058.0,14588.0
Pest Control,5.0,5.0,5.0,3.0,,5.0,4.0,,2.0,1.0
Phoenix HA,,16.0,16.0,20.0,23.0,7.0,,,,
