SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3444.0,3573.0,3668.0,3754.0,4174.0,4303.0,4311.0,4810.0,4849.0,4786.0
Bin Replacement,55.0,49.0,65.0,37.0,70.0,91.0,102.0,144.0,160.0,176.0
Bridge/Culvert Defects,584.0,171.0,87.0,103.0,94.0,74.0,63.0,116.0,35.0,23.0
Bus Stops Damage,280.0,392.0,454.0,507.0,621.0,494.0,508.0,499.0,486.0,469.0
Dangerous Building/Structure,40.0,25.0,35.0,49.0,48.0,46.0,70.0,82.0,140.0,168.0
Dog Fouling,1431.0,1999.0,1844.0,1957.0,2174.0,2193.0,2287.0,2293.0,2556.0,2495.0
Drainage,8228.0,3386.0,2333.0,2603.0,2320.0,2322.0,2454.0,2297.0,1729.0,1721.0
Environmental Health,233.0,143.0,146.0,124.0,155.0,189.0,133.0,139.0,98.0,115.0
Fences,53.0,36.0,23.0,25.0,21.0,30.0,15.0,20.0,11.0,2.0
Floral Displays,,4.0,5.0,6.0,3.0,3.0,15.0,4.0,3.0,6.0
Gritting,154.0,51.0,32.0,32.0,32.0,36.0,27.0,30.0,20.0,19.0
Grounds Maintenance,575.0,374.0,189.0,213.0,283.0,278.0,217.0,230.0,168.0,154.0
Highways Enquiries,22054.0,13649.0,11924.0,10661.0,10979.0,11250.0,10658.0,10862.0,10706.0,10547.0
Incivilities,1892.0,2468.0,2739.0,3395.0,4039.0,4232.0,5435.0,5329.0,6305.0,6687.0
Open Spaces/Parks,1536.0,2331.0,2456.0,2448.0,2571.0,2488.0,2480.0,2476.0,2338.0,2131.0
Other,13638.0,10155.0,9200.0,9141.0,8956.0,9549.0,9523.0,9894.0,10194.0,10384.0
Overgrown/Fallen Veg/Trees,8905.0,6509.0,5518.0,5346.0,5029.0,4912.0,4239.0,4216.0,3425.0,2877.0
Parking,2635.0,4034.0,4188.0,4655.0,4673.0,4975.0,5216.0,5569.0,5415.0,4866.0
Pavement /Footway Defects,8597.0,9377.0,9331.0,8877.0,9257.0,8975.0,8510.0,9275.0,8679.0,8934.0
Property Damage,18.0,17.0,14.0,17.0,14.0,21.0,11.0,11.0,7.0,5.0
Public Toilets,92.0,78.0,68.0,61.0,70.0,78.0,98.0,86.0,115.0,106.0
Retaining Wall,3.0,,8.0,5.0,8.0,2.0,6.0,2.0,8.0,15.0
Right of Way,5910.0,2441.0,1618.0,1476.0,1608.0,1534.0,1494.0,1260.0,1000.0,865.0
Road Safety,10237.0,6182.0,5348.0,5487.0,5141.0,5268.0,5184.0,5420.0,4980.0,4807.0
Road Surface Defects,87556.0,41745.0,31669.0,29168.0,27390.0,26408.0,24804.0,23809.0,20710.0,18006.0
Rubbish,33662.0,21153.0,21974.0,22405.0,30635.0,29288.0,38202.0,46375.0,56323.0,58557.0
Street Furniture,2042.0,1936.0,2065.0,2356.0,2270.0,2325.0,3358.0,2493.0,1772.0,2423.0
Street Lights,12571.0,14921.0,14182.0,13879.0,13768.0,13320.0,12503.0,11481.0,10079.0,8563.0
Utility Works,203.0,154.0,90.0,62.0,122.0,137.0,155.0,145.0,87.0,93.0
