SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,75.0,97.0,117.0,93.0,75.0,74.0,51.0,61.0,72.0,40.0
Bus Stops Damage,27.0,14.0,28.0,34.0,23.0,25.0,28.0,25.0,28.0,27.0
Dog Fouling,101.0,148.0,160.0,214.0,151.0,111.0,125.0,124.0,98.0,87.0
Fallen/Dangerous Trees,60.0,69.0,120.0,106.0,156.0,105.0,168.0,160.0,172.0,170.0
Fly-tipping,1484.0,1157.0,692.0,663.0,738.0,460.0,476.0,485.0,561.0,275.0
Flyposting,21.0,24.0,19.0,32.0,37.0,22.0,17.0,17.0,30.0,26.0
Graffiti,54.0,59.0,60.0,39.0,44.0,63.0,36.0,62.0,89.0,47.0
Highway Condition,260.0,335.0,439.0,364.0,487.0,518.0,730.0,665.0,710.0,509.0
Open Spaces/Parks,82.0,132.0,102.0,68.0,113.0,63.0,91.0,101.0,154.0,135.0
Other,331.0,340.0,377.0,340.0,287.0,285.0,334.0,332.0,330.0,248.0
Parking,235.0,240.0,219.0,242.0,181.0,177.0,242.0,181.0,234.0,159.0
Pavement /Footway Defects,265.0,349.0,412.0,335.0,341.0,274.0,373.0,366.0,488.0,442.0
Potholes,439.0,649.0,734.0,676.0,657.0,941.0,1142.0,1227.0,1383.0,1137.0
Public Toilets,3.0,3.0,4.0,4.0,1.0,4.0,8.0,4.0,4.0,11.0
Rubbish,536.0,412.0,323.0,355.0,415.0,212.0,187.0,153.0,209.0,157.0
Street Cleaning,236.0,182.0,231.0,158.0,197.0,129.0,128.0,152.0,220.0,111.0
Street Lights,352.0,473.0,725.0,447.0,497.0,326.0,545.0,595.0,776.0,717.0
Street Name Plates,21.0,30.0,18.0,15.0,10.0,8.0,17.0,33.0,23.0,24.0
Street Signs,53.0,57.0,72.0,60.0,88.0,87.0,104.0,117.0,130.0,94.0
Traffic Lights,32.0,54.0,49.0,32.0,33.0,37.0,42.0,48.0,74.0,42.0
