SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2663.0,3236.0,3769.0,3911.0,3724.0,3988.0,4008.0,3828.0,3854.0,3164.0
Accumulated Litter,117.0,41.0,57.0,277.0,158.0,184.0,399.0,346.0,575.0,564.0
Admin,,19.0,127.0,145.0,112.0,274.0,229.0,221.0,131.0,122.0
Barriers/Bollards on RoW,20.0,21.0,22.0,25.0,31.0,18.0,31.0,36.0,51.0,50.0
Benches/Bicycle Racks,3.0,4.0,14.0,11.0,3.0,6.0,6.0,2.0,2.0,33.0
Bin Collection,1.0,13.0,24.0,37.0,63.0,91.0,57.0,84.0,87.0,72.0
Bin Repair/Replacement,9.0,8.0,32.0,78.0,58.0,118.0,122.0,54.0,55.0,22.0
Blocked Drains,428.0,442.0,555.0,737.0,936.0,1056.0,1620.0,1949.0,2511.0,2446.0
Bridge/Culvert Defects,28.0,32.0,49.0,81.0,69.0,93.0,80.0,105.0,130.0,85.0
Broken Fire Hydrant,,1.0,,,,,,,,1.0
Broken Kerbs,10.0,14.0,24.0,37.0,23.0,34.0,31.0,55.0,95.0,90.0
Bus Stops Damage,345.0,405.0,391.0,429.0,490.0,410.0,405.0,370.0,392.0,406.0
C.C.T.V Faults,3.0,,,,,,,,,
Countryside RoW,1.0,,1.0,4.0,10.0,12.0,1.0,2.0,1.0,
Dangerous Building/Structure,,8.0,36.0,40.0,58.0,44.0,70.0,77.0,72.0,112.0
Dead Animals,9.0,46.0,59.0,70.0,114.0,89.0,90.0,123.0,134.0,84.0
Debris/Spillage,40.0,51.0,81.0,76.0,93.0,109.0,132.0,143.0,189.0,109.0
Demo,,,3.0,4.0,3.0,9.0,6.0,6.0,11.0,1.0
Discarded Syringes,,2.0,2.0,1.0,2.0,,,,,
Dog Fouling,1272.0,1641.0,1568.0,1660.0,1833.0,1544.0,1592.0,1589.0,1404.0,1142.0
Dog Litter Bin,,4.0,4.0,10.0,11.0,6.0,15.0,27.0,22.0,22.0
Dumped Rubbish,4.0,612.0,768.0,820.0,1380.0,1371.0,1155.0,2467.0,1804.0,1250.0
Environmental Health,10.0,9.0,15.0,3.0,3.0,1.0,2.0,3.0,1.0,
Fallen/Dangerous Trees,1454.0,1899.0,1956.0,2153.0,2423.0,2628.0,2840.0,2923.0,3047.0,3287.0
Fences,13.0,17.0,30.0,18.0,28.0,18.0,13.0,21.0,12.0,12.0
Flooding,70.0,76.0,103.0,122.0,136.0,169.0,191.0,176.0,289.0,180.0
Floral displays,,1.0,4.0,5.0,3.0,5.0,4.0,6.0,7.0,14.0
Fly-tipping,20697.0,19585.0,21707.0,22437.0,21257.0,25975.0,28963.0,24362.0,19625.0,13514.0
Flyposting,321.0,396.0,503.0,478.0,507.0,621.0,549.0,660.0,557.0,543.0
Garden Waste,,38.0,167.0,283.0,254.0,516.0,696.0,578.0,529.0,271.0
Gates/Stiles RoW,,1.0,,8.0,,5.0,14.0,14.0,28.0,6.0
General Highways Enquiries,71.0,43.0,82.0,296.0,163.0,155.0,325.0,380.0,711.0,808.0
Graffiti,1193.0,1642.0,1769.0,2541.0,3049.0,3449.0,3609.0,3509.0,3660.0,4172.0
Grass/Weed Control,186.0,268.0,342.0,439.0,467.0,570.0,911.0,965.0,895.0,778.0
Grids and Drains,29.0,22.0,17.0,27.0,6.0,50.0,36.0,1.0,3.0,1.0
Grit Bins,4.0,2.0,2.0,6.0,7.0,6.0,7.0,9.0,7.0,5.0
Gritting,7.0,5.0,2.0,11.0,7.0,4.0,18.0,12.0,16.0,7.0
Grounds Maintenance,,1.0,1.0,,3.0,,3.0,6.0,10.0,8.0
Gullies,91.0,61.0,39.0,115.0,80.0,76.0,149.0,125.0,148.0,248.0
Gully/Manhole Defects,36.0,34.0,74.0,71.0,62.0,49.0,80.0,123.0,224.0,152.0
Highway Condition,6412.0,7922.0,8794.0,8882.0,10027.0,10895.0,12230.0,12710.0,12887.0,12704.0
Highway Drainage,2.0,7.0,6.0,6.0,20.0,36.0,14.0,45.0,47.0,28.0
Ice & Snow,5.0,4.0,7.0,3.0,3.0,5.0,6.0,24.0,9.0,21.0
Leafing,1.0,12.0,19.0,24.0,49.0,39.0,55.0,81.0,116.0,144.0
Lewisham Homes,,,19.0,86.0,156.0,110.0,184.0,121.0,45.0,20.0
Lit Signs,,,,,,,,,1.0,
Litter/Litter Bin,203.0,173.0,161.0,255.0,314.0,249.0,405.0,766.0,1208.0,735.0
Manhole Covers,69.0,104.0,156.0,174.0,193.0,260.0,337.0,314.0,411.0,399.0
Manhole Defects,1.0,5.0,12.0,16.0,24.0,14.0,30.0,10.0,11.0,10.0
Missed Bin Collection,,11.0,102.0,316.0,239.0,379.0,661.0,387.0,225.0,126.0
Noise,13.0,5.0,12.0,22.0,13.0,11.0,16.0,7.0,3.0,1.0
Obstruction,193.0,187.0,310.0,423.0,561.0,365.0,384.0,379.0,549.0,523.0
Open Spaces/Parks,1675.0,1973.0,1992.0,2235.0,2323.0,2594.0,2081.0,2034.0,2211.0,1679.0
Other,6366.0,6654.0,6875.0,7022.0,6937.0,6378.0,7094.0,7240.0,7323.0,7050.0
Overgrown Vegetation,296.0,454.0,537.0,731.0,711.0,900.0,941.0,1317.0,1792.0,1512.0
Parking,3583.0,4387.0,4576.0,4327.0,4339.0,4145.0,3974.0,3937.0,3541.0,3367.0
Pavement /Footway Defects,5383.0,6601.0,6894.0,7899.0,8007.0,7894.0,8927.0,9706.0,10401.0,11332.0
Pest Control,2.0,8.0,6.0,1.0,,1.0,6.0,,1.0,5.0
Phoenix HA,,5.0,42.0,12.0,23.0,,,,,
Potholes,10920.0,13500.0,15372.0,17663.0,19824.0,22963.0,28144.0,32745.0,35651.0,33840.0
Property Damage,2.0,13.0,14.0,15.0,17.0,18.0,12.0,16.0,14.0,14.0
Protected Trees,,,,1.0,,,,1.0,,1.0
Public Toilets,44.0,52.0,43.0,50.0,92.0,84.0,83.0,74.0,89.0,91.0
Recycling,199.0,51.0,15.0,103.0,63.0,77.0,58.0,92.0,98.0,52.0
Retaining Wall,2.0,10.0,3.0,10.0,6.0,2.0,1.0,8.0,6.0,9.0
Right of Way,188.0,233.0,739.0,535.0,784.0,574.0,576.0,654.0,774.0,407.0
Road Markings,118.0,173.0,302.0,302.0,233.0,491.0,348.0,449.0,531.0,469.0
Road Safety,3.0,8.0,8.0,15.0,8.0,11.0,15.0,10.0,9.0,2.0
