SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,6279.0,5900.0,4797.0,3988.0,3255.0,2885.0,2526.0,2393.0,2228.0,1894.0
Bridge/Culvert Defects,12.0,38.0,92.0,106.0,75.0,87.0,83.0,89.0,83.0,87.0
Bus Stops Damage,607.0,492.0,605.0,431.0,332.0,321.0,356.0,290.0,324.0,285.0
Dangerous Building/Structure,331.0,131.0,37.0,17.0,1.0,1.0,,3.0,4.0,
Dog Fouling,1501.0,1433.0,1642.0,1477.0,1512.0,1521.0,1505.0,1377.0,1711.0,1566.0
Environmental Health,164.0,228.0,193.0,127.0,38.0,31.0,17.0,22.0,34.0,41.0
Fences,1.0,5.0,14.0,24.0,26.0,34.0,20.0,18.0,18.0,22.0
Gritting,21.0,40.0,36.0,13.0,14.0,19.0,37.0,15.0,25.0,35.0
Grounds Maintenance,133.0,124.0,115.0,128.0,140.0,86.0,170.0,171.0,68.0,77.0
Open Spaces/Parks,3206.0,2902.0,2655.0,2542.0,1893.0,1815.0,1535.0,1441.0,1437.0,1380.0
Other,8764.0,8310.0,7595.0,7496.0,7145.0,7283.0,6865.0,6518.0,6071.0,5693.0
Parking,4423.0,5361.0,4982.0,4502.0,4374.0,4107.0,3590.0,3176.0,2948.0,2713.0
Pavement /Footway Defects,8787.0,9028.0,8868.0,8209.0,7331.0,7514.0,7276.0,7471.0,6826.0,5778.0
Property Damage,,11.0,4.0,13.0,26.0,21.0,19.0,19.0,13.0,9.0
Public Toilets,100.0,70.0,52.0,43.0,70.0,79.0,66.0,74.0,68.0,80.0
Retaining Wall,,3.0,6.0,14.0,9.0,10.0,7.0,4.0,,4.0
Right of Way,749.0,1181.0,1925.0,1960.0,1517.0,1675.0,1303.0,1536.0,1813.0,1716.0
Road Safety,5975.0,5521.0,5394.0,5084.0,4531.0,4500.0,4317.0,4286.0,4222.0,3677.0
Road Surface Defects,17621.0,22484.0,26530.0,25191.0,25118.0,25652.0,28784.0,30794.0,29436.0,31677.0
Rubbish,101937.0,67704.0,35292.0,25896.0,19977.0,17746.0,16395.0,14655.0,14383.0,12301.0
Street Furniture,1908.0,5333.0,4335.0,2357.0,1161.0,912.0,820.0,700.0,706.0,555.0
Street Lights,6993.0,9146.0,12128.0,11263.0,10502.0,10175.0,10474.0,10237.0,9673.0,8285.0
Utility Works,36.0,51.0,52.0,68.0,89.0,88.0,64.0,74.0,76.0,16.0
