SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,76.0,83.0,100.0,105.0,153.0,122.0,226.0,131.0,158.0,238.0
Bus Stops Damage,22.0,34.0,42.0,46.0,41.0,62.0,85.0,53.0,82.0,70.0
Dog Fouling,86.0,281.0,172.0,125.0,219.0,141.0,174.0,178.0,769.0,274.0
Fallen/Dangerous Trees,115.0,99.0,91.0,96.0,80.0,90.0,75.0,83.0,60.0,90.0
Fly-tipping,807.0,617.0,263.0,247.0,355.0,311.0,437.0,352.0,669.0,945.0
Flyposting,8.0,5.0,10.0,12.0,4.0,6.0,3.0,12.0,13.0,19.0
Graffiti,22.0,43.0,31.0,53.0,49.0,60.0,122.0,84.0,129.0,180.0
Highway Condition,1354.0,1033.0,685.0,684.0,774.0,661.0,721.0,746.0,855.0,935.0
Open Spaces/Parks,90.0,124.0,108.0,127.0,117.0,129.0,98.0,101.0,112.0,129.0
Other,465.0,421.0,378.0,410.0,393.0,392.0,388.0,375.0,478.0,633.0
Parking,67.0,118.0,152.0,167.0,192.0,221.0,227.0,247.0,320.0,361.0
Pavement /Footway Defects,294.0,454.0,350.0,443.0,454.0,471.0,543.0,468.0,593.0,685.0
Potholes,5852.0,3657.0,1883.0,1882.0,2067.0,1870.0,2357.0,1760.0,2136.0,2013.0
Public Toilets,12.0,2.0,2.0,2.0,3.0,9.0,2.0,6.0,5.0,12.0
Rubbish,121.0,133.0,162.0,189.0,251.0,277.0,647.0,408.0,725.0,978.0
Street Cleaning,97.0,103.0,101.0,137.0,149.0,136.0,211.0,181.0,206.0,283.0
Street Lights,457.0,817.0,861.0,868.0,805.0,893.0,926.0,976.0,999.0,957.0
Street Name Plates,17.0,29.0,40.0,29.0,21.0,24.0,16.0,22.0,29.0,27.0
Street Signs,247.0,184.0,164.0,140.0,129.0,138.0,189.0,195.0,183.0,215.0
Traffic Lights,41.0,84.0,118.0,124.0,121.0,144.0,154.0,185.0,145.0,157.0
