SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3490.0,4231.0,4679.0,4582.0,4616.0,4710.0,4520.0,3901.0,3877.0,3066.0
Accumulated Litter,96.0,247.0,242.0,334.0,422.0,505.0,376.0,290.0,160.0,46.0
Admin,65.0,298.0,368.0,164.0,237.0,103.0,75.0,42.0,28.0,
Barriers/Bollards on RoW,20.0,27.0,56.0,39.0,66.0,40.0,53.0,35.0,18.0,3.0
Benches/Bicycle Racks,24.0,24.0,8.0,10.0,12.0,2.0,3.0,3.0,3.0,
Bin Collection,20.0,45.0,91.0,103.0,77.0,82.0,51.0,63.0,59.0,20.0
Bin Repair/Replacement,75.0,142.0,116.0,109.0,99.0,73.0,57.0,25.0,22.0,5.0
Blocked Drains,2322.0,2118.0,1851.0,1389.0,1466.0,1578.0,1626.0,1584.0,1236.0,907.0
Bridge/Culvert Defects,233.0,261.0,148.0,135.0,111.0,95.0,100.0,90.0,88.0,89.0
Broken Fire Hydrant,1.0,,,,,,,,1.0,
Broken Kerbs,83.0,113.0,85.0,63.0,54.0,92.0,83.0,92.0,119.0,119.0
Bus Stops Damage,389.0,445.0,459.0,534.0,496.0,586.0,491.0,482.0,463.0,365.0
C.C.T.V Faults,,,,3.0,,,,,,
Countryside RoW,2.0,1.0,3.0,5.0,10.0,4.0,4.0,,4.0,1.0
Dangerous Building/Structure,12.0,26.0,80.0,121.0,104.0,92.0,72.0,47.0,30.0,4.0
Dead Animals,236.0,98.0,141.0,172.0,171.0,206.0,134.0,85.0,93.0,53.0
Debris/Spillage,260.0,153.0,138.0,132.0,149.0,137.0,117.0,130.0,70.0,44.0
Demo,7.0,5.0,5.0,3.0,17.0,1.0,2.0,2.0,1.0,
Discarded Syringes,,,,,,,2.0,1.0,1.0,3.0
Dog Fouling,2690.0,2613.0,2400.0,2338.0,1966.0,1949.0,2098.0,1632.0,1772.0,1771.0
Dog Litter Bin,15.0,27.0,27.0,23.0,26.0,39.0,18.0,18.0,16.0,17.0
