SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,2671.0,4087.0,4248.0,4712.0,4002.0,3787.0,3571.0,3228.0,3253.0,2586.0
Bridge/Culvert Defects,16.0,32.0,40.0,101.0,60.0,100.0,107.0,105.0,96.0,95.0
Bus Stops Damage,369.0,488.0,475.0,589.0,389.0,358.0,386.0,322.0,304.0,363.0
Dangerous Building/Structure,8.0,72.0,81.0,90.0,54.0,81.0,44.0,37.0,36.0,22.0
Dog Fouling,1425.0,1684.0,1688.0,1869.0,1715.0,1481.0,1565.0,1414.0,1304.0,1100.0
Environmental Health,12.0,96.0,78.0,135.0,126.0,115.0,93.0,81.0,104.0,55.0
Fences,4.0,14.0,19.0,22.0,20.0,30.0,19.0,16.0,23.0,15.0
Gritting,12.0,18.0,15.0,25.0,34.0,28.0,38.0,29.0,28.0,28.0
Grounds Maintenance,114.0,95.0,73.0,89.0,92.0,141.0,157.0,195.0,155.0,101.0
Open Spaces/Parks,1871.0,2762.0,2638.0,2498.0,1956.0,1860.0,1948.0,1680.0,1841.0,1752.0
Other,7066.0,7269.0,7263.0,7396.0,7641.0,7713.0,7700.0,6627.0,6678.0,6387.0
Parking,3653.0,4619.0,4402.0,4568.0,4438.0,3946.0,3795.0,3923.0,3542.0,3290.0
Pavement /Footway Defects,5839.0,6444.0,6441.0,7537.0,7815.0,7766.0,8163.0,8175.0,9103.0,9805.0
Property Damage,7.0,2.0,8.0,4.0,23.0,12.0,20.0,16.0,24.0,19.0
Public Toilets,50.0,68.0,72.0,66.0,83.0,78.0,99.0,66.0,65.0,55.0
Retaining Wall,7.0,7.0,10.0,5.0,3.0,2.0,7.0,2.0,11.0,3.0
Right of Way,324.0,604.0,1195.0,1964.0,1877.0,1990.0,2141.0,1872.0,1877.0,1531.0
Road Safety,2917.0,3624.0,4008.0,4812.0,4779.0,5532.0,5550.0,5455.0,5538.0,5292.0
Road Surface Defects,10460.0,13213.0,16498.0,21739.0,26786.0,31952.0,34717.0,35443.0,37007.0,35472.0
Rubbish,38574.0,47149.0,48679.0,46599.0,35865.0,34608.0,25427.0,19440.0,17398.0,12547.0
Street Furniture,515.0,1545.0,1492.0,2165.0,2642.0,1857.0,2278.0,2540.0,2251.0,1502.0
Street Lights,7427.0,7911.0,8165.0,8898.0,9653.0,9587.0,10618.0,11098.0,12057.0,13462.0
Utility Works,11.0,44.0,47.0,55.0,53.0,74.0,90.0,62.0,106.0,72.0
