year,1,2,3,4,5,6,7,8,9,10
2007,28.0,23.0,25.0,38.0,16.0,32.0,21.0,15.0,19.0,25.0
2008,95.0,66.0,65.0,68.0,66.0,64.0,50.0,41.0,38.0,46.0
2009,158.0,134.0,132.0,130.0,158.0,119.0,129.0,106.0,85.0,102.0
2010,309.0,179.0,147.0,169.0,223.0,187.0,153.0,118.0,141.0,143.0
2011,237.0,249.0,248.0,206.0,194.0,193.0,198.0,152.0,168.0,141.0
2012,399.0,213.0,268.0,227.0,252.0,209.0,204.0,172.0,165.0,177.0
2013,320.0,197.0,260.0,168.0,189.0,228.0,196.0,162.0,159.0,213.0
2014,796.0,394.0,426.0,305.0,311.0,342.0,369.0,214.0,231.0,325.0
2015,887.0,488.0,437.0,308.0,264.0,299.0,301.0,221.0,247.0,269.0
2016,1397.0,612.0,519.0,407.0,375.0,404.0,379.0,317.0,268.0,285.0
2017,1508.0,649.0,569.0,407.0,324.0,363.0,453.0,366.0,336.0,369.0
2018,1880.0,816.0,735.0,546.0,482.0,750.0,790.0,551.0,595.0,510.0
2019,1525.0,782.0,851.0,541.0,792.0,914.0,1026.0,630.0,683.0,513.0
2020,1123.0,910.0,1112.0,768.0,964.0,1120.0,1318.0,757.0,690.0,571.0
