SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,7097.0,6620.0,5427.0,4574.0,3866.0,3398.0,3011.0,2831.0,2650.0,2198.0
Accumulated Litter,636.0,934.0,345.0,68.0,27.0,65.0,62.0,52.0,202.0,327.0
Admin,933.0,447.0,,,,,,,,
Barriers/Bollards on RoW,127.0,82.0,4.0,,3.0,23.0,6.0,11.0,30.0,71.0
Benches/Bicycle Racks,9.0,29.0,15.0,4.0,1.0,2.0,1.0,3.0,14.0,11.0
Bin Collection,358.0,110.0,33.0,11.0,14.0,3.0,1.0,20.0,40.0,21.0
Bin Repair/Replacement,380.0,106.0,20.0,25.0,38.0,30.0,49.0,20.0,32.0,23.0
Blocked Drains,1509.0,1668.0,1651.0,1295.0,1345.0,1197.0,1530.0,1979.0,1935.0,1968.0
Bridge/Culvert Defects,14.0,49.0,122.0,139.0,138.0,133.0,179.0,192.0,184.0,200.0
Broken Fire Hydrant,,1.0,,,,,1.0,,,
Broken Kerbs,7.0,5.0,29.0,49.0,56.0,106.0,146.0,206.0,190.0,109.0
Bus Stops Damage,670.0,552.0,684.0,491.0,413.0,392.0,436.0,359.0,377.0,336.0
C.C.T.V Faults,2.0,,1.0,,,,,,,
Countryside RoW,,3.0,1.0,10.0,2.0,6.0,9.0,3.0,,
Dangerous Building/Structure,374.0,153.0,43.0,16.0,1.0,,,,1.0,
Dead Animals,211.0,242.0,272.0,162.0,167.0,91.0,103.0,54.0,58.0,29.0
Debris/Spillage,158.0,125.0,97.0,90.0,149.0,149.0,114.0,142.0,122.0,184.0
Demo,39.0,4.0,,,,,,,,
Discarded Syringes,,,4.0,2.0,1.0,,,,,
Dog Fouling,2106.0,1962.0,2171.0,2099.0,2131.0,2155.0,2064.0,1992.0,2257.0,2292.0
Dog Litter Bin,13.0,16.0,28.0,12.0,36.0,17.0,27.0,36.0,17.0,24.0
Dumped Rubbish,4242.0,4626.0,1994.0,1024.0,280.0,67.0,6.0,,,
Environmental Health,,,1.0,1.0,3.0,9.0,8.0,8.0,11.0,14.0
Fallen/Dangerous Trees,2919.0,3088.0,3155.0,2917.0,3288.0,3127.0,3322.0,2916.0,2775.0,2253.0
Fences,1.0,5.0,21.0,32.0,37.0,43.0,29.0,23.0,23.0,22.0
Flooding,115.0,148.0,298.0,396.0,606.0,451.0,622.0,883.0,769.0,493.0
Floral displays,5.0,20.0,16.0,4.0,3.0,,1.0,,,
Fly-tipping,79448.0,49319.0,23392.0,17949.0,13841.0,12494.0,11796.0,10062.0,9684.0,8421.0
Flyposting,1456.0,847.0,658.0,517.0,460.0,414.0,410.0,431.0,382.0,427.0
Garden Waste,2333.0,977.0,13.0,9.0,,,,,,
Gates/Stiles RoW,,,,,,3.0,7.0,12.0,9.0,64.0
General Highways Enquiries,636.0,1150.0,712.0,257.0,81.0,99.0,73.0,67.0,31.0,21.0
Graffiti,10531.0,7027.0,4778.0,3338.0,2247.0,2231.0,1780.0,1344.0,1268.0,1152.0
Grass/Weed Control,317.0,544.0,586.0,587.0,758.0,696.0,1016.0,905.0,729.0,368.0
Grids and Drains,20.0,1.0,3.0,23.0,25.0,27.0,60.0,32.0,1.0,
Grit Bins,,6.0,19.0,20.0,32.0,25.0,22.0,34.0,36.0,27.0
Gritting,19.0,29.0,21.0,6.0,4.0,1.0,15.0,1.0,,
Grounds Maintenance,,4.0,9.0,10.0,6.0,1.0,2.0,2.0,,
Gullies,58.0,86.0,202.0,231.0,295.0,321.0,400.0,559.0,512.0,149.0
Gully/Manhole Defects,172.0,72.0,62.0,105.0,106.0,134.0,104.0,113.0,56.0,28.0
Highway Condition,11921.0,12417.0,12487.0,12878.0,11902.0,11929.0,11834.0,12355.0,11542.0,11288.0
Highway Drainage,,,,,17.0,7.0,21.0,66.0,73.0,27.0
Ice & Snow,3.0,11.0,13.0,5.0,6.0,6.0,13.0,7.0,11.0,16.0
Leafing,234.0,193.0,125.0,25.0,9.0,4.0,1.0,,,
Lewisham Homes,542.0,199.0,,,,,,,,
Lit Signs,,,,,1.0,,,,,
Litter/Litter Bin,1666.0,1180.0,528.0,299.0,208.0,163.0,206.0,157.0,480.0,439.0
Manhole Covers,281.0,372.0,399.0,326.0,406.0,412.0,517.0,586.0,540.0,331.0
Manhole Defects,56.0,45.0,,,,,3.0,8.0,19.0,66.0
Missed Bin Collection,1809.0,636.0,1.0,,,,,,,
Noise,44.0,45.0,1.0,,1.0,,,1.0,4.0,7.0
Obstruction,345.0,611.0,1098.0,815.0,695.0,510.0,594.0,765.0,758.0,553.0
Open Spaces/Parks,3436.0,3128.0,2908.0,2781.0,2164.0,2068.0,1783.0,1651.0,1688.0,1639.0
Other,9710.0,10263.0,10449.0,10396.0,9884.0,9930.0,9467.0,9050.0,8588.0,9575.0
Overgrown Vegetation,852.0,2001.0,2216.0,1561.0,1313.0,1207.0,1532.0,1776.0,2103.0,1714.0
Parking,5032.0,6056.0,5636.0,5136.0,4999.0,4784.0,4127.0,3764.0,3446.0,3246.0
Pavement /Footway Defects,11120.0,10941.0,10985.0,10458.0,9465.0,9558.0,9334.0,9707.0,9036.0,7681.0
Pest Control,3.0,18.0,7.0,3.0,,,,,,
Phoenix HA,40.0,42.0,,,,,,,,
Potholes,14097.0,20884.0,26028.0,27175.0,28906.0,29966.0,34511.0,37033.0,35343.0,37013.0
Property Damage,,11.0,4.0,13.0,26.0,21.0,19.0,19.0,13.0,9.0
Protected Trees,,,,,,,,3.0,,
Public Toilets,123.0,81.0,64.0,53.0,84.0,87.0,78.0,95.0,83.0,104.0
Recycling,6.0,117.0,184.0,250.0,184.0,147.0,52.0,4.0,5.0,3.0
Retaining Wall,,3.0,6.0,14.0,9.0,10.0,7.0,4.0,,4.0
Right of Way,75.0,180.0,291.0,509.0,499.0,782.0,441.0,594.0,1007.0,1168.0
Road Markings,149.0,220.0,406.0,384.0,616.0,456.0,649.0,769.0,946.0,669.0
Road Safety,1.0,8.0,29.0,23.0,36.0,26.0,31.0,52.0,64.0,44.0
Road Surface Defects,312.0,3168.0,4961.0,3535.0,2153.0,1919.0,1660.0,2204.0,2225.0,1824.0
Road Works,124.0,146.0,196.0,159.0,296.0,242.0,400.0,362.0,297.0,122.0
Road/Pavement Defects,6850.0,2304.0,1108.0,523.0,206.0,99.0,101.0,132.0,78.0,13.0
Rubbish,10617.0,7499.0,5679.0,4610.0,3781.0,3491.0,2984.0,2853.0,2774.0,2189.0
Salt Bins,,1.0,,,1.0,3.0,6.0,1.0,6.0,7.0
Shopping Trolley,666.0,192.0,7.0,,,,,,,
Sign or Marking,,,,,5.0,,3.0,1.0,5.0,2.0
Skips,55.0,23.0,4.0,4.0,5.0,5.0,5.0,3.0,,
Spillage on Road,55.0,110.0,101.0,75.0,68.0,26.0,35.0,19.0,18.0,5.0
Street Cleaning,9992.0,12097.0,9376.0,5920.0,4127.0,3531.0,3097.0,2781.0,2595.0,2167.0
Street Furniture,673.0,364.0,183.0,146.0,140.0,149.0,169.0,171.0,152.0,68.0
Street Lights,8484.0,10820.0,14374.0,13685.0,13144.0,13005.0,13628.0,14002.0,13141.0,10984.0
Street Name Plates,528.0,654.0,718.0,673.0,847.0,806.0,884.0,901.0,842.0,687.0
Street Signs,4178.0,3702.0,3932.0,3864.0,3384.0,3673.0,3561.0,3616.0,3354.0,2977.0
To Let Signs,20.0,3.0,,,,,,,,
Trade Waste,201.0,57.0,,,,,,,,
Traffic Lights,2792.0,2490.0,2108.0,1916.0,1590.0,1452.0,1172.0,1094.0,1121.0,805.0
Trees and Hedges RoW,40.0,48.0,109.0,149.0,126.0,242.0,168.0,188.0,78.0,24.0
Trees on RoW,15.0,12.0,62.0,107.0,87.0,52.0,59.0,102.0,75.0,39.0
Trenches,1.0,,,,,,,,,
Trip Hazard,3.0,21.0,80.0,109.0,144.0,112.0,194.0,295.0,388.0,273.0
Untaxed Vehcile,74.0,38.0,19.0,5.0,2.0,3.0,,,,
Utility Works,54.0,65.0,96.0,143.0,182.0,199.0,208.0,162.0,122.0,16.0
Vehicle Access,,,2.0,1.0,3.0,10.0,5.0,5.0,3.0,2.0
Verge Damage,,4.0,25.0,12.0,23.0,28.0,22.0,12.0,13.0,51.0
Zebra Crossing,10.0,2.0,1.0,,1.0,9.0,12.0,5.0,12.0,1.0
