SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,3914.0,5020.0,5382.0,5026.0,5099.0,4405.0,4084.0,3634.0,2791.0,2317.0
Bin Replacement,63.0,107.0,140.0,109.0,159.0,90.0,116.0,83.0,37.0,45.0
Bridge/Culvert Defects,65.0,45.0,36.0,81.0,69.0,111.0,97.0,155.0,251.0,440.0
Bus Stops Damage,564.0,530.0,595.0,568.0,649.0,406.0,386.0,384.0,322.0,306.0
Dangerous Building/Structure,64.0,114.0,96.0,98.0,81.0,69.0,68.0,54.0,33.0,26.0
Dog Fouling,2169.0,2416.0,2593.0,2381.0,2417.0,2134.0,1948.0,1768.0,1783.0,1620.0
Drainage,1183.0,1488.0,1978.0,1909.0,2298.0,2497.0,2844.0,3674.0,4698.0,6824.0
Environmental Health,94.0,142.0,181.0,166.0,182.0,118.0,170.0,205.0,148.0,69.0
Fences,7.0,11.0,16.0,12.0,16.0,35.0,28.0,32.0,42.0,37.0
Floral Displays,2.0,9.0,6.0,10.0,4.0,7.0,2.0,2.0,3.0,4.0
Gritting,17.0,19.0,30.0,25.0,49.0,30.0,23.0,50.0,74.0,116.0
Grounds Maintenance,146.0,144.0,254.0,194.0,281.0,172.0,322.0,395.0,325.0,448.0
Highways Enquiries,12065.0,11492.0,11358.0,11325.0,12436.0,12674.0,12208.0,12874.0,13327.0,13531.0
Incivilities,7174.0,6036.0,6185.0,5385.0,5345.0,3462.0,3113.0,2399.0,1884.0,1538.0
Open Spaces/Parks,3120.0,3106.0,3072.0,2620.0,2563.0,2093.0,1872.0,1786.0,1559.0,1464.0
Other,12200.0,10992.0,10993.0,10139.0,9874.0,9564.0,10009.0,9303.0,9280.0,8280.0
Overgrown/Fallen Veg/Trees,2785.0,3677.0,4641.0,4103.0,4881.0,5013.0,5454.0,6268.0,6516.0,7638.0
Parking,5360.0,5541.0,5404.0,5171.0,5126.0,4658.0,4627.0,3954.0,3608.0,2777.0
Pavement /Footway Defects,9025.0,8705.0,9349.0,8923.0,9377.0,9405.0,9070.0,9115.0,8699.0,8144.0
Property Damage,11.0,6.0,1.0,5.0,13.0,24.0,12.0,25.0,23.0,15.0
Public Toilets,111.0,88.0,94.0,104.0,87.0,70.0,79.0,77.0,72.0,70.0
Retaining Wall,15.0,8.0,10.0,9.0,2.0,1.0,3.0,1.0,5.0,3.0
Right of Way,941.0,1107.0,1301.0,1534.0,1714.0,1820.0,1914.0,2277.0,2777.0,3821.0
Road Safety,5598.0,5144.0,5735.0,5624.0,5769.0,5774.0,5667.0,5843.0,6247.0,6653.0
Road Surface Defects,18532.0,21646.0,24578.0,25223.0,28940.0,32720.0,35808.0,40765.0,46967.0,56086.0
Rubbish,51156.0,58461.0,57726.0,45461.0,42849.0,28958.0,26565.0,18715.0,15346.0,13337.0
Street Furniture,1788.0,2525.0,2950.0,3013.0,3071.0,2114.0,2062.0,2154.0,1836.0,1527.0
Street Lights,11769.0,11073.0,12006.0,11831.0,12217.0,12371.0,11951.0,12580.0,13045.0,16424.0
Utility Works,84.0,83.0,137.0,121.0,156.0,113.0,127.0,191.0,133.0,103.0
