SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,156.0,296.0,173.0,239.0,173.0,198.0,148.0,130.0,124.0,165.0
Bus Stops Damage,68.0,74.0,74.0,66.0,47.0,62.0,74.0,57.0,70.0,69.0
Dog Fouling,200.0,497.0,348.0,395.0,282.0,262.0,542.0,357.0,222.0,207.0
Highways Enquiries,590.0,862.0,838.0,984.0,993.0,1235.0,1383.0,1383.0,1502.0,1680.0
Incivilities,82.0,135.0,95.0,160.0,131.0,124.0,108.0,141.0,128.0,205.0
Open Spaces/Parks,122.0,146.0,172.0,181.0,132.0,147.0,141.0,135.0,143.0,178.0
Other,485.0,718.0,639.0,690.0,678.0,662.0,689.0,638.0,656.0,756.0
Overgrown/Fallen Veg/Trees,69.0,80.0,95.0,116.0,145.0,127.0,142.0,133.0,133.0,170.0
Parking,236.0,282.0,263.0,324.0,253.0,298.0,253.0,190.0,207.0,245.0
Pavement /Footway Defects,435.0,624.0,524.0,598.0,631.0,591.0,640.0,618.0,764.0,923.0
Public Toilets,2.0,9.0,,9.0,7.0,11.0,6.0,6.0,7.0,6.0
Road Safety,208.0,323.0,334.0,355.0,442.0,391.0,443.0,449.0,508.0,621.0
Road Surface Defects,1908.0,2321.0,2218.0,2611.0,2739.0,3240.0,3896.0,4552.0,4548.0,4614.0
Rubbish,856.0,1329.0,1404.0,1791.0,1183.0,1179.0,1289.0,1047.0,962.0,1648.0
Street Furniture,31.0,32.0,38.0,51.0,52.0,41.0,39.0,51.0,26.0,34.0
Street Lights,865.0,946.0,1087.0,1079.0,1162.0,1189.0,1155.0,1211.0,1270.0,1699.0
