SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,5514.0,5960.0,5288.0,4118.0,3606.0,2976.0,2621.0,2305.0,2048.0,1709.0
Accumulated Litter,432.0,539.0,559.0,248.0,253.0,131.0,232.0,146.0,146.0,32.0
Admin,391.0,453.0,305.0,171.0,60.0,,,,,
Barriers/Bollards on RoW,43.0,24.0,20.0,36.0,31.0,38.0,39.0,26.0,33.0,15.0
Benches/Bicycle Racks,3.0,7.0,29.0,15.0,8.0,4.0,2.0,3.0,8.0,5.0
Bin Collection,129.0,106.0,102.0,91.0,36.0,18.0,32.0,11.0,4.0,
Bin Repair/Replacement,163.0,158.0,100.0,54.0,25.0,5.0,14.0,7.0,24.0,6.0
Blocked Drains,2442.0,1984.0,1646.0,1439.0,1143.0,1042.0,885.0,691.0,911.0,497.0
Bridge/Culvert Defects,192.0,137.0,77.0,56.0,50.0,53.0,45.0,46.0,79.0,17.0
Broken Fire Hydrant,1.0,,,,,,1.0,,,
Broken Kerbs,70.0,38.0,50.0,39.0,30.0,42.0,50.0,31.0,40.0,23.0
Bus Stops Damage,472.0,615.0,486.0,433.0,385.0,371.0,337.0,334.0,304.0,306.0
C.C.T.V Faults,,1.0,,2.0,,,,,,
Countryside RoW,13.0,2.0,2.0,6.0,3.0,1.0,,4.0,1.0,
Dangerous Building/Structure,140.0,149.0,63.0,64.0,42.0,36.0,7.0,8.0,6.0,2.0
Dead Animals,187.0,165.0,142.0,120.0,87.0,50.0,36.0,8.0,18.0,5.0
Debris/Spillage,224.0,189.0,83.0,99.0,90.0,92.0,77.0,55.0,74.0,40.0
Demo,8.0,21.0,12.0,2.0,,,,,,
Discarded Syringes,1.0,1.0,1.0,1.0,,2.0,1.0,,,
Dog Fouling,1067.0,1506.0,1493.0,1505.0,1369.0,1541.0,1440.0,1614.0,1762.0,1948.0
Dog Litter Bin,7.0,16.0,23.0,9.0,9.0,13.0,14.0,8.0,11.0,11.0
Dumped Rubbish,3321.0,2812.0,2298.0,1673.0,908.0,377.0,161.0,35.0,44.0,2.0
Environmental Health,5.0,5.0,15.0,8.0,4.0,3.0,2.0,3.0,2.0,
Fallen/Dangerous Trees,3198.0,3298.0,2966.0,2833.0,2513.0,2247.0,2171.0,1918.0,1917.0,1549.0
Fences,21.0,36.0,22.0,24.0,24.0,15.0,17.0,16.0,5.0,2.0
Flooding,358.0,227.0,160.0,150.0,129.0,151.0,118.0,90.0,72.0,57.0
Floral displays,3.0,11.0,14.0,7.0,8.0,5.0,1.0,,,
Fly-tipping,53955.0,50601.0,34177.0,20792.0,15788.0,10800.0,10189.0,7915.0,7332.0,6573.0
Flyposting,949.0,894.0,694.0,643.0,428.0,358.0,347.0,323.0,284.0,215.0
Garden Waste,741.0,1076.0,812.0,504.0,199.0,,,,,
Gates/Stiles RoW,31.0,7.0,13.0,4.0,,2.0,11.0,1.0,,7.0
General Highways Enquiries,581.0,688.0,667.0,380.0,327.0,186.0,85.0,59.0,43.0,18.0
Graffiti,4840.0,5138.0,4324.0,3712.0,2560.0,2586.0,1980.0,1325.0,1088.0,1040.0
Grass/Weed Control,1002.0,789.0,641.0,674.0,617.0,573.0,338.0,501.0,480.0,206.0
Grids and Drains,,2.0,7.0,14.0,7.0,24.0,15.0,26.0,27.0,70.0
Grit Bins,11.0,6.0,10.0,6.0,4.0,3.0,5.0,4.0,3.0,3.0
Gritting,18.0,8.0,12.0,12.0,12.0,8.0,8.0,5.0,2.0,4.0
Grounds Maintenance,7.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0
Gullies,127.0,182.0,137.0,137.0,156.0,123.0,67.0,59.0,85.0,59.0
Gully/Manhole Defects,139.0,105.0,103.0,107.0,88.0,121.0,77.0,67.0,62.0,36.0
Highway Condition,14585.0,13437.0,11186.0,9976.0,9366.0,8884.0,9322.0,8464.0,8519.0,9724.0
Highway Drainage,42.0,29.0,27.0,27.0,14.0,14.0,26.0,9.0,2.0,21.0
Ice & Snow,20.0,13.0,6.0,9.0,12.0,11.0,10.0,3.0,2.0,1.0
Leafing,71.0,119.0,122.0,120.0,48.0,29.0,20.0,7.0,4.0,
Lewisham Homes,433.0,200.0,60.0,44.0,4.0,,,,,
Lit Signs,,,1.0,,,,,,,
Litter/Litter Bin,426.0,524.0,609.0,546.0,659.0,481.0,719.0,136.0,279.0,90.0
Manhole Covers,385.0,370.0,336.0,293.0,227.0,209.0,125.0,197.0,170.0,105.0
Manhole Defects,20.0,23.0,15.0,13.0,13.0,10.0,19.0,4.0,6.0,10.0
Missed Bin Collection,845.0,867.0,466.0,198.0,66.0,4.0,,,,
Noise,,1.0,3.0,6.0,17.0,27.0,27.0,8.0,13.0,1.0
Obstruction,636.0,785.0,570.0,521.0,432.0,314.0,244.0,169.0,124.0,79.0
Open Spaces/Parks,3050.0,3306.0,2658.0,2248.0,1891.0,1911.0,1862.0,1360.0,1333.0,1178.0
Other,8586.0,8477.0,8143.0,7607.0,6952.0,6822.0,6420.0,5930.0,5306.0,4696.0
Overgrown Vegetation,1198.0,1344.0,1518.0,1281.0,1068.0,841.0,687.0,414.0,495.0,345.0
Parking,3262.0,4500.0,4781.0,4401.0,4246.0,4044.0,3999.0,3842.0,3746.0,3355.0
Pavement /Footway Defects,8250.0,10653.0,9977.0,9511.0,8831.0,8021.0,7900.0,7307.0,6737.0,5857.0
Pest Control,,,4.0,6.0,4.0,5.0,7.0,,4.0,
Phoenix HA,55.0,27.0,,,,,,,,
Potholes,43174.0,29917.0,24123.0,21827.0,19849.0,19165.0,19006.0,18983.0,18049.0,16529.0
Property Damage,11.0,13.0,17.0,17.0,8.0,23.0,21.0,12.0,12.0,1.0
Protected Trees,,,1.0,1.0,1.0,,,,,
Public Toilets,89.0,96.0,66.0,73.0,70.0,64.0,62.0,54.0,43.0,85.0
Recycling,84.0,122.0,196.0,170.0,140.0,52.0,29.0,12.0,3.0,
Retaining Wall,6.0,6.0,14.0,10.0,2.0,5.0,2.0,9.0,2.0,1.0
Right of Way,2173.0,1007.0,557.0,409.0,310.0,295.0,234.0,212.0,185.0,82.0
Road Markings,686.0,408.0,455.0,417.0,279.0,283.0,323.0,212.0,242.0,111.0
Road Safety,17.0,17.0,13.0,10.0,7.0,8.0,7.0,2.0,3.0,5.0
Road Surface Defects,3242.0,2972.0,3392.0,3073.0,1958.0,1783.0,1177.0,632.0,855.0,320.0
Road Works,140.0,148.0,104.0,112.0,71.0,59.0,36.0,118.0,66.0,23.0
Road/Pavement Defects,2560.0,2128.0,1751.0,1338.0,853.0,524.0,314.0,176.0,61.0,17.0
Rubbish,5677.0,6909.0,5590.0,4648.0,3781.0,2956.0,3024.0,2633.0,2626.0,2341.0
Salt Bins,5.0,4.0,4.0,,3.0,1.0,1.0,3.0,3.0,
Shopping Trolley,262.0,237.0,123.0,67.0,67.0,81.0,12.0,8.0,7.0,1.0
Sign or Marking,,4.0,4.0,2.0,1.0,,,2.0,1.0,2.0
Skips,29.0,19.0,11.0,8.0,9.0,8.0,2.0,3.0,3.0,2.0
Spillage on Road,69.0,50.0,64.0,54.0,33.0,22.0,30.0,1.0,5.0,2.0
Street Cleaning,7146.0,9185.0,8015.0,6757.0,5103.0,4023.0,3409.0,2441.0,2432.0,2222.0
Street Furniture,280.0,259.0,165.0,138.0,99.0,55.0,52.0,35.0,24.0,11.0
Street Lights,7908.0,10603.0,11026.0,12201.0,11396.0,10660.0,9623.0,9131.0,8619.0,7709.0
Street Name Plates,512.0,609.0,642.0,663.0,626.0,590.0,584.0,465.0,459.0,453.0
Street Signs,4942.0,4540.0,3633.0,3307.0,3024.0,2605.0,2252.0,2282.0,1860.0,1699.0
To Let Signs,,1.0,,1.0,1.0,15.0,4.0,,1.0,
Trade Waste,77.0,76.0,67.0,32.0,6.0,,,,,
Traffic Lights,1542.0,1975.0,1643.0,1446.0,1380.0,1285.0,1278.0,1150.0,966.0,1067.0
Trees and Hedges RoW,175.0,139.0,136.0,123.0,77.0,108.0,116.0,126.0,128.0,44.0
Trees on RoW,61.0,122.0,85.0,69.0,77.0,54.0,69.0,33.0,25.0,15.0
Trip Hazard,78.0,59.0,48.0,58.0,67.0,60.0,59.0,67.0,75.0,103.0
Untaxed Vehcile,35.0,36.0,15.0,17.0,4.0,1.0,1.0,1.0,,
Utility Works,82.0,107.0,82.0,88.0,63.0,53.0,36.0,46.0,39.0,18.0
Vehicle Access,3.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,,3.0
Zebra Crossing,,,,3.0,3.0,1.0,,,,
